,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300898.SZ,300898,熊猫乳品,乳制品,47.75,1.0,1.0,48.0,12.63,,0.0
1,605358.SH,605358,立昂微,半导体,47.67,15.0,3.0,24.0,19.34,,0.0
2,300899.SZ,300899,上海凯鑫,环境保护,70.25,1.0,1.0,22.0,11.2,,0.0
3,688386.SH,688386,泛亚微透,化工原料,37.7,1.0,1.0,18.0,5.37,,0.0
4,003009.SZ,003009,中天火箭,航空,48.31,11.0,3.0,14.0,18.77,,0.0
5,605111.SH,605111,新洁能,半导体,67.62,10.0,3.0,13.0,17.11,,0.0
6,003010.SZ,003010,若羽臣,互联网,53.5,10.0,2.0,13.0,16.28,,0.0
7,605136.SH,605136,丽人丽妆,其他商业,37.75,9.0,3.0,12.0,15.1,,0.0
8,605338.SH,605338,巴比食品,食品,29.51,6.0,3.0,9.0,18.3,,0.0
9,300819.SZ,300819,聚杰微纤,化纤,50.59,3.0,3.0,5.0,12.58,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯量化中小盘增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",3.0
10,300519.SZ,300519,新光药业,中成药,27.96,2.0,2.0,4.0,31.9,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
11,300402.SZ,300402,宝色股份,专用机械,25.4,3.0,2.0,4.0,51.31,中央汇金资产管理有限责任公司,1.0
12,300335.SZ,300335,迪森股份,供气供热,8.38,2.0,2.0,3.0,22.83,中央汇金资产管理有限责任公司,1.0
13,300713.SZ,300713,英可瑞,电气设备,34.4,4.0,2.0,3.0,22.12,深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金,1.0
14,300297.SZ,300297,蓝盾股份,软件服务,6.97,2.0,2.0,3.0,69.51,香港中央结算有限公司(陆股通),1.0
15,601339.SH,601339,百隆东方,纺织,5.0,3.0,2.0,3.0,75.0,香港中央结算有限公司(陆股通),1.0
16,300797.SZ,300797,钢研纳克,电器仪表,26.35,2.0,1.0,2.0,16.35,,0.0
17,300581.SZ,300581,晨曦航空,航空,40.51,6.0,1.0,2.0,69.58,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",2.0
18,300117.SZ,300117,嘉寓股份,装修装饰,5.22,3.0,1.0,2.0,37.24,中央汇金资产管理有限责任公司,1.0
19,300147.SZ,300147,香雪制药,中成药,13.4,1.0,1.0,2.0,87.29,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
上海迎水投资管理有限公司-迎水翡玉4号私募证券投资基金",3.0
20,300419.SZ,300419,浩丰科技,软件服务,8.64,1.0,1.0,2.0,31.77,,0.0
21,605116.SH,605116,奥锐特,化学制药,20.45,8.0,2.0,2.0,8.38,,0.0
22,300727.SZ,300727,润禾材料,化工原料,23.17,1.0,1.0,2.0,9.02,,0.0
23,300520.SZ,300520,科大国创,软件服务,32.76,1.0,1.0,2.0,64.67,"安徽省铁路发展基金股份有限公司
上海雅弘股权投资基金中心(有限合伙)",2.0
24,300620.SZ,300620,光库科技,元器件,57.92,1.0,1.0,2.0,51.87,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,1.0
