,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,603077.SH,603077,和邦生物,化工原料,1.55,0.0,1.0,136.88,"西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资77号集合资金信托计划
西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资78号集合资金信托计划
香港中央结算有限公司(陆股通)
建信基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资75号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
1,600157.SH,600157,永泰能源,火力发电,1.55,0.0,1.0,192.6,"陕西省国际信托股份有限公司-陕国投·唐兴8号证券投资集合资金信托计划
泰达宏利基金-工商银行-泰达宏利新毅3号资产管理计划",2.0
2,002031.SZ,002031,巨轮智能,汽车配件,2.23,0.0,1.0,42.11,中央汇金资产管理有限责任公司,1.0
3,600777.SH,600777,新潮能源,石油开采,2.25,0.0,1.0,91.15,"大业信托有限责任公司-大业信托·聚鑫26号(骏祥-新潮能源)集合资金信托计划
大业信托有限责任公司-大业信托·聚鑫25号(启坤-新潮能源)集合资金信托计划",2.0
4,601975.SH,601975,招商南油,水运,2.89,1.0,1.0,103.6,中国长城资产管理股份有限公司,1.0
5,600166.SH,600166,福田汽车,汽车整车,2.95,0.0,2.0,193.97,中央汇金资产管理有限责任公司,1.0
6,000692.SZ,000692,惠天热电,供气供热,3.27,0.0,1.0,17.42,,0.0
7,300370.SZ,300370,安控科技,电器仪表,3.31,0.0,2.0,23.91,,0.0
8,002109.SZ,002109,兴化股份,化工原料,3.49,2.0,1.0,36.75,,0.0
9,601010.SH,601010,文峰股份,超市连锁,3.68,1.0,2.0,68.01,中央汇金资产管理有限责任公司,1.0
10,600537.SH,600537,亿晶光电,半导体,3.8,0.0,1.0,44.7,中央汇金资产管理有限责任公司,1.0
11,600960.SH,600960,渤海汽车,汽车配件,3.89,0.0,1.0,36.98,"北京忠诚志业资本管理有限公司-旗鱼资本专项1期私募基金
北京东海中矿投资管理有限公司-东海中矿2号私募投资基金",2.0
12,600108.SH,600108,亚盛集团,农业综合,4.1,0.0,1.0,79.82,中央汇金资产管理有限责任公司,1.0
13,000850.SZ,000850,华茂股份,纺织,4.27,0.0,1.0,40.28,"天津泰达股权投资基金管理有限公司
深圳抱朴容易资产管理有限公司-抱朴容易1号私募证券投资基金",2.0
14,600237.SH,600237,铜峰电子,元器件,4.38,0.0,1.0,24.72,,0.0
15,002108.SZ,002108,沧州明珠,塑料,4.58,0.0,2.0,64.94,"深圳福星资本管理有限公司-福星高照1号私募投资基金
中央汇金资产管理有限责任公司
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划",3.0
16,300444.SZ,300444,双杰电气,电气设备,4.59,0.0,1.0,14.63,,0.0
17,600939.SH,600939,重庆建工,建筑工程,4.7,0.0,1.0,85.28,"上海浦东发展银行股份有限公司-景顺长城中证500行业中性低波动指数型证券投资基金
重庆市江北嘴中央商务区投资集团有限公司
重庆鑫根股权投资基金管理中心(有限合伙)
中国华融资产管理股份有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
18,600313.SH,600313,农发种业,种植业,5.02,0.0,1.0,51.17,现代种业发展基金有限公司,1.0
19,300228.SZ,300228,富瑞特装,化工机械,5.02,1.0,1.0,21.09,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,1.0
20,300094.SZ,300094,国联水产,渔业,5.17,0.0,1.0,45.24,"中国华融资产管理股份有限公司
广东省农业供给侧结构性改革基金管理有限公司-广东省农业供给侧结构性改革基金合伙企业(有限合伙)
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划",3.0
21,600078.SH,600078,澄星股份,化工原料,5.29,0.0,1.0,35.05,,0.0
22,002442.SZ,002442,龙星化工,化工原料,5.39,0.0,1.0,25.85,"鹏华资产-浦发银行-鹏华资产金润25号资产管理计划
中央汇金资产管理有限责任公司
中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
渤海国际信托股份有限公司-冀兴三号单一资金信托",4.0
23,002068.SZ,002068,黑猫股份,化工原料,5.42,1.0,1.0,39.4,"中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国工商银行股份有限公司-中欧匠心两年持有期混合型证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中央汇金资产管理有限责任公司
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金",6.0
24,000973.SZ,000973,佛塑科技,塑料,5.51,1.0,1.0,53.3,中央汇金资产管理有限责任公司,1.0
25,002453.SZ,002453,华软科技,软件服务,5.65,2.0,1.0,32.28,,0.0
26,300189.SZ,300189,神农科技,种植业,5.68,0.0,2.0,54.7,湖南省财信产业基金管理有限公司,1.0
27,002506.SZ,002506,协鑫集成,电气设备,5.73,0.0,3.0,290.74,"天津融境股权投资基金中心(有限合伙)
长城(德阳)超日项目基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",3.0
28,300278.SZ,300278,华昌达,专用机械,5.82,0.0,3.0,17.57,"厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托
陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划",2.0
29,300057.SZ,300057,万顺新材,广告包装,5.84,0.0,1.0,29.1,,0.0
30,300312.SZ,300312,邦讯技术,通信设备,6.04,0.0,2.0,12.17,基本养老保险基金一三零一组合,1.0
31,000597.SZ,000597,东北制药,化学制药,6.12,0.0,1.0,76.48,"中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)",2.0
32,002448.SZ,002448,中原内配,汽车配件,6.45,1.0,1.0,30.77,,0.0
33,002571.SZ,002571,德力股份,玻璃,6.69,1.0,1.0,19.02,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金,1.0
34,000523.SZ,000523,广州浪奇,日用化工,6.74,0.0,1.0,42.26,,0.0
35,000886.SZ,000886,海南高速,路桥,6.75,0.0,2.0,65.61,华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划,1.0
36,002270.SZ,002270,华明装备,电气设备,6.9,2.0,1.0,50.52,"上海国投协力发展股权投资基金合伙企业(有限合伙)
国投创新(北京)投资基金有限公司
北京国投协力股权投资基金(有限合伙)
深圳安信乾能股权投资基金合伙企业(有限合伙)",4.0
37,002659.SZ,002659,凯文教育,文教休闲,6.91,0.0,1.0,34.45,"华轩(上海)股权投资基金有限公司
上海通怡投资管理有限公司-通怡金陵1号私募基金",2.0
38,601890.SH,601890,亚星锚链,船舶,7.29,2.0,1.0,69.94,,0.0
39,600351.SH,600351,亚宝药业,中成药,7.37,2.0,1.0,56.75,"山西省科技基金发展有限公司
中央汇金资产管理有限责任公司",2.0
40,603009.SH,603009,北特科技,汽车配件,7.49,0.0,1.0,24.57,海通期货-文登市森鹿制革有限公司-支持民企发展系列之海通期货6号单一资产管理计划,1.0
41,600151.SH,600151,航天机电,汽车配件,7.49,2.0,2.0,107.43,"招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金",3.0
42,002226.SZ,002226,江南化工,化工原料,7.5,2.0,1.0,71.87,"香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·金玉32号证券投资集合资金信托计划
兴业全球基金-上海银行-浙江中升港通贸易有限公司",3.0
43,002165.SZ,002165,红宝丽,化工原料,7.54,2.0,1.0,44.79,"中央汇金资产管理有限责任公司
兴全睿众资产-招商银行-兴全睿众-兴全睿众定增9号特定多客户资产管理计划
博时基金管理有限公司-社保基金四一九组合",3.0
44,601086.SH,601086,国芳集团,百货,7.6,0.0,2.0,12.62,,0.0
45,002288.SZ,002288,超华科技,元器件,7.82,2.0,1.0,62.59,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
46,002748.SZ,002748,世龙实业,化工原料,8.65,0.0,1.0,20.76,中央汇金资产管理有限责任公司,1.0
47,300509.SZ,300509,新美星,专用机械,9.13,0.0,1.0,15.21,深圳赞道资本管理有限公司-赞道杰出成长6号私募证券投资基金,1.0
48,601611.SH,601611,中国核建,建筑工程,9.49,0.0,2.0,249.11,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国信达资产管理股份有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
49,000505.SZ,000505,京粮控股,食品,9.67,0.0,1.0,39.27,"招商基金-国新投资有限公司-招商基金-国新1号单一资产管理计划
鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)",2.0
50,600510.SH,600510,黑牡丹,全国地产,9.69,0.0,1.0,101.46,中央汇金资产管理有限责任公司,1.0
51,002651.SZ,002651,利君股份,专用机械,9.88,0.0,1.0,52.08,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
52,603085.SH,603085,天成自控,汽车配件,10.0,0.0,1.0,29.1,,0.0
53,300222.SZ,300222,科大智能,电气设备,11.4,0.0,2.0,61.96,,0.0
54,002346.SZ,002346,柘中股份,电气设备,11.51,1.0,1.0,45.42,,0.0
55,600742.SH,600742,一汽富维,汽车配件,12.0,0.0,1.0,79.19,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合",3.0
56,002166.SZ,002166,莱茵生物,中成药,12.02,0.0,2.0,53.32,中央汇金资产管理有限责任公司,1.0
57,300621.SZ,300621,维业股份,装修装饰,12.19,1.0,1.0,24.11,,0.0
58,002066.SZ,002066,瑞泰科技,其他建材,12.23,0.0,1.0,28.25,中央汇金资产管理有限责任公司,1.0
