,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002610.SZ,002610,爱康科技,电气设备,2.53,0.0,3.0,3.0,110.97,中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金,1.0
1,600331.SH,600331,宏达股份,铅锌,2.75,0.0,2.0,2.0,55.88,,0.0
2,000659.SZ,000659,珠海中富,广告包装,2.79,5.0,0.0,1.0,35.87,,0.0
3,300185.SZ,300185,通裕重工,工程机械,2.81,0.0,3.0,3.0,82.0,中央汇金资产管理有限责任公司,1.0
4,000506.SZ,000506,中润资源,黄金,2.9,2.0,1.0,1.0,26.93,共青城蕴沣资产管理有限公司-蕴沣创世3号证券投资私募基金,1.0
5,300108.SZ,300108,吉药控股,中成药,3.07,5.0,0.0,2.0,13.61,"吉林省现代农业和新兴产业投资基金有限公司
汇安基金-浦发银行-江海证券有限公司
上海国药股权投资基金合伙企业(有限合伙)",3.0
6,002622.SZ,002622,融钰集团,综合类,3.18,5.0,0.0,2.0,26.71,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
7,600567.SH,600567,山鹰纸业,造纸,3.21,7.0,0.0,1.0,147.52,"香港中央结算有限公司(陆股通)
山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划
新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划",3.0
8,002141.SZ,002141,贤丰控股,元器件,3.33,7.0,0.0,2.0,21.2,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划",2.0
9,600077.SH,600077,宋都股份,全国地产,3.41,0.0,1.0,1.0,45.7,云南国际信托有限公司-苍穹1号单一资金信托,1.0
10,600139.SH,600139,西部资源,综合类,3.45,1.0,1.0,1.0,22.84,,0.0
11,000718.SZ,000718,苏宁环球,区域地产,3.45,6.0,0.0,1.0,78.98,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)",2.0
12,002162.SZ,002162,悦心健康,医疗保健,3.45,3.0,1.0,1.0,29.43,中央汇金资产管理有限责任公司,1.0
13,600981.SH,600981,汇鸿集团,商贸代理,3.48,5.0,0.0,1.0,25.43,"上海赛领并购投资基金合伙企业(有限合伙)
上海国药圣礼股权投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成71号双红利轮动集合资产管理计划
兴证证券资管-工商银行-兴证资管鑫成61号集合资产管理计划
兴证证券资管-工商银行-兴证资管鑫成63号集合资产管理计划
全国社保基金五零一组合
上海赛领博达股权投资基金合伙企业(有限合伙)",7.0
14,600537.SH,600537,亿晶光电,半导体,3.52,0.0,1.0,1.0,41.41,中央汇金资产管理有限责任公司,1.0
15,000521.SZ,000521,长虹美菱,家用电器,3.53,0.0,1.0,1.0,30.8,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金",3.0
16,601212.SH,601212,白银有色,铜,3.55,1.0,1.0,1.0,262.87,"全国社保基金四一三组合
平安银行股份有限公司-中证800交易型开放式指数证券投资基金
中国信达资产管理股份有限公司
广州市玄元投资管理有限公司-玄元科新10号私募证券投资基金
中国东方资产管理股份有限公司
瑞源(上海)股权投资基金合伙企业(有限合伙)",6.0
17,000937.SZ,000937,冀中能源,煤炭开采,3.57,7.0,0.0,1.0,103.77,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
18,600300.SH,600300,维维股份,软饮料,3.7,0.0,1.0,1.0,61.86,中央汇金资产管理有限责任公司,1.0
19,600082.SH,600082,海泰发展,园区开发,3.73,6.0,0.0,1.0,23.66,,0.0
20,600052.SH,600052,浙江广厦,影视音像,3.75,8.0,0.0,1.0,32.69,,0.0
21,000836.SZ,000836,富通鑫茂,通信设备,3.84,1.0,0.0,1.0,46.4,"汇安基金-浙商银行-汇安基金-湖畔1号资产管理计划
南华基金-浙商银行-南华基金鑫华1号资产管理计划
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",3.0
22,600581.SH,600581,八一钢铁,普钢,3.85,7.0,0.0,1.0,59.02,中央汇金资产管理有限责任公司,1.0
23,300091.SZ,300091,金通灵,机械基件,3.89,3.0,1.0,1.0,38.44,"鹏华资产-浦发银行-上海爱建信托-爱建信托-浦发金通定增2号集合资金信托计划
上海滚石投资管理有限公司-滚石3号运能能源股权投资基金",2.0
24,002345.SZ,002345,潮宏基,服饰,3.91,2.0,1.0,1.0,34.59,,0.0
25,600370.SH,600370,三房巷,纺织,3.99,4.0,0.0,1.0,31.81,,0.0
26,002285.SZ,002285,世联行,房产服务,4.03,2.0,2.0,3.0,81.19,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
27,600189.SH,600189,吉林森工,软饮料,4.08,0.0,1.0,1.0,20.09,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司",2.0
28,000620.SZ,000620,新华联,全国地产,4.13,2.0,1.0,2.0,78.33,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
29,600490.SH,600490,鹏欣资源,铜,4.14,2.0,1.0,1.0,69.5,,0.0
30,603766.SH,603766,隆鑫通用,摩托车,4.16,4.0,0.0,1.0,85.43,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
