,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,603021.SH,山东华鹏,玻璃,9.9511,6.74,"芜湖瑞尚股权投资基金(有限合伙)
上海财通-中信证券-财通资产-磁峰·富盈定增1号特定多个客户专项资产管理计划
长安国际信托股份有限公司-长安信托·长安投资541号单一资金信托
上海小村资产管理有限公司-小村产业升级私募投资8号基金
长安国际信托股份有限公司-长安信托·长安投资541号单一资金信托
芜湖瑞尚股权投资基金(有限合伙)
上海财通-中信证券-财通资产-磁峰·富盈定增1号特定多个客户专项资产管理计划
上海小村资产管理有限公司-小村产业升级私募投资8号基金"
1,600520.SH,文一科技,机械基件,9.9878,9.03,"安徽省文一资产管理有限公司
安徽省文一资产管理有限公司"
2,300829.SZ,金丹科技,食品,9.9914,51.3,
3,000616.SZ,海航投资,全国地产,10.0,3.41,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
4,300106.SZ,西部牧业,农业综合,10.0,7.81,"中海信托股份有限公司-中海-浦江之星165号集合资金信托
中海信托股份有限公司-中海-浦江之星177号集合资金信托"
5,600734.SH,实达集团,IT设备,10.0,2.86,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
天风证券-恒丰银行-天风证券天利2号集合资产管理计划
天风证券-恒丰银行-天风证券天利2号集合资产管理计划"
6,601778.SH,晶科科技,新型电力,10.0159,6.92,
7,600359.SH,新农开发,农业综合,10.0279,11.85,浙江耀康资产管理有限公司-耀康必升1号私募证券投资基金
8,600599.SH,熊猫金控,多元金融,10.0295,7.46,"湖南蠡源晟投资管理有限公司-蠡源晟成长优选一号私募投资基金
湖南蠡源晟投资管理有限公司-蠡源晟成长优选一号私募投资基金"
9,002307.SZ,北新路桥,建筑工程,10.0619,7.11,"中央汇金资产管理有限责任公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)
中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
