,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600567.SH,600567,山鹰国际,造纸,True,10.0946,160.39,"山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划
香港中央结算有限公司(陆股通)
新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划",3.0
1,002109.SZ,002109,兴化股份,化工原料,True,10.0817,42.54,,0.0
2,000949.SZ,000949,新乡化纤,化纤,True,10.0796,52.17,中原资产管理有限公司,1.0
3,002312.SZ,002312,三泰控股,化工原料,True,10.0529,110.18,,0.0
4,605006.SH,605006,山东玻纤,玻璃,True,10.0418,13.15,,0.0
5,600722.SH,600722,金牛化工,化工原料,True,10.0352,42.52,,0.0
6,002145.SZ,002145,中核钛白,化工原料,True,10.032,164.04,"珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
7,601949.SH,601949,中国出版,出版业,True,10.0304,131.95,"中国文化产业投资基金(有限合伙)
中信证券股份有限公司-社保基金17051组合
全国社会保障基金理事会转持一户
香港中央结算有限公司(陆股通)",4.0
8,600295.SH,600295,鄂尔多斯,小金属,True,10.0297,96.64,香港中央结算有限公司(陆股通),1.0
9,000893.SZ,000893,亚钾国际,农药化肥,True,10.0284,46.5,"中国建设银行股份有限公司-信达澳银匠心臻选两年持有期混合型证券投资基金
中国工商银行-华安安信消费服务股票型证券投资基金",2.0
10,600810.SH,600810,神马股份,化纤,True,10.0269,70.66,陕西省国际信托股份有限公司-陕国投·招商昆吾一期结构化证券投资集合资金信托计划,1.0
11,002184.SZ,002184,海得控制,软件服务,True,10.0229,30.16,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,1.0
12,000528.SZ,000528,柳工,工程机械,True,10.0218,147.73,"易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划
香港中央结算有限公司(陆股通)
广发基金-农业银行-广发中证金融资产管理计划",8.0
