,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300029.SZ,300029,天龙光电,专用机械,5.0,8.17,"光伏, ",16.34亿
1,000795.SZ,000795,英洛华,矿物制品,4.0,7.18,"业绩预增, 稀土磁材, 智能制造, 机器人, ",63.64亿
2,603267.SH,603267,鸿远电子,元器件,4.0,42.69,,17.65亿
3,600734.SH,600734,实达集团,电脑设备,4.0,10.84,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",38.45亿
4,300354.SZ,300354,东华测试,电器仪表,4.0,14.2,"大飞机, 智能仪表, ",10.72亿
5,002388.SZ,002388,新亚制程,元器件,3.0,7.49,"华为产业链, 回购, 供应链金融, 高质押率, ",29.93亿
6,300184.SZ,300184,力源信息,元器件,3.0,8.23,"回购, 物联网, 北斗导航, 高送转, 半导体, 共享经济, 智慧安防, 独角兽, ",45.41亿
7,300598.SZ,300598,诚迈科技,软件服务,3.0,35.04,"阿里巴巴概念股, 高送转-预期, 华为产业链, 蔚来汽车概念股, 无人驾驶, 国产软件, 国产操作系统, 强势人气股, ",16.95亿
8,300066.SZ,300066,三川智慧,电器仪表,3.0,5.87,"固废处理, 华为产业链, 物联网, 智能仪表, 环保, 大数据, ",58.47亿
9,300777.SZ,300777,N中简,化纤,3.0,11.62,,4.65亿
10,002119.SZ,002119,康强电子,半导体,3.0,13.28,"移动支付, 举牌股, 半导体, 股权争夺, ",48.8亿
11,300776.SZ,300776,帝尔激光,专用机械,2.0,100.55,,16.63亿
12,300224.SZ,300224,正海磁材,元器件,2.0,7.7,"超级高铁, 百度概念股, 稀土磁材, ",56.68亿
13,600776.SH,600776,东方通信,通信设备,2.0,24.77,"5G, 央企改革, 网络安全, 滴滴出行概念股, 独角兽, 强势人气股, ",236.8亿
14,600980.SH,600980,北矿科技,元器件,2.0,15.8,"央企改革, 稀土磁材, ",24.05亿
15,300127.SZ,300127,银河磁体,元器件,2.0,15.94,"特斯拉, 稀土磁材, ",36.2亿
16,600366.SH,600366,宁波韵升,电器仪表,2.0,9.38,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, ",92.78亿
17,300399.SZ,300399,京天利,互联网,2.0,13.35,"互联网金融, 国产软件, ",17.9亿
18,002017.SZ,002017,东信和平,通信设备,2.0,14.86,"5G, 央企改革, 物联网, 移动支付, 强势人气股, ",66.35亿
19,300475.SZ,300475,聚隆科技,专用机械,2.0,12.29,"智能制造, 股权转让, 机器人, ",15.86亿
20,300748.SZ,300748,金力永磁,元器件,2.0,28.56,"稀土磁材, ",11.88亿
21,600392.SH,600392,盛和资源,小金属,1.0,12.4,"有色-锆, MSCI, 回购, 有色金属, 稀土磁材, 海南自由贸易港, 自贸区, 自由贸易港, 有色-钛, ",177.85亿
22,600530.SH,600530,交大昂立,医疗保健,1.0,6.48,"回购, 保健品, 食品, 举牌股, 高校系, ",50.54亿
23,600163.SH,600163,中闽能源,新型电力,1.0,4.48,"风电, 债转股-AMC, ",44.78亿
24,600111.SH,600111,北方稀土,小金属,1.0,12.76,"MSCI, 内蒙古, 稀土磁材, ",463.58亿
25,600059.SH,600059,古越龙山,红黄药酒,1.0,9.75,"国家队重仓, 社保重仓, 浙江国企改革, ",78.83亿
26,600476.SH,600476,湘邮科技,软件服务,1.0,17.38,"智慧物流, 雄安-智慧城市, 北斗导航, 智能制造, 雄安新区, 快递物流, 国产软件, 独角兽, 蚂蚁金服概念股, ",27.99亿
27,600259.SH,600259,广晟有色,小金属,1.0,43.56,"有色金属, 债转股-AMC, 稀土磁材, 有色-钨, ",114.18亿
