,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
0,000011.SZ,深物业A,区域地产,8.72,1.0428736964078755,inf,"中国东方资产管理股份有限公司
兴业证券股份有限公司-博道久航混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
1,002331.SZ,皖通科技,软件服务,10.31,0.5853658536585371,inf,
2,300375.SZ,鹏翎股份,汽车配件,3.74,0.8086253369272267,inf,渤海国际信托股份有限公司-渤海信托·恒利丰221号集合资金信托计划
3,000581.SZ,威孚高科,汽车配件,19.72,0.972862263184826,inf,"香港中央结算有限公司(陆股通)
全国社保基金一零七组合
中央汇金资产管理有限责任公司
基本养老保险基金一零零三组合
全国社保基金四零三组合
全国社保基金四零三组合
中央汇金资产管理有限责任公司
全国社保基金一零七组合
香港中央结算有限公司(陆股通)"
4,000721.SZ,西安饮食,酒店餐饮,4.28,1.6627078384798155,inf,中央汇金资产管理有限责任公司
5,000736.SZ,中交地产,全国地产,7.61,0.6613756613756738,inf,
6,000897.SZ,津滨发展,区域地产,2.33,0.4310344827586299,inf,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划"
7,000910.SZ,大亚圣象,家居用品,12.45,0.809716599190291,inf,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)
基本养老保险基金八零二组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
全国社保基金五零二组合
中欧基金-民生银行-上海海通证券资产管理有限公司"
8,002381.SZ,双箭股份,橡胶,8.12,0.7444168734491052,inf,"泰达宏利基金-民生银行-国民信托-国民信托·证通1号单一资金信托
中国国际金融香港资产管理有限公司-客户资金"
9,002134.SZ,天津普林,元器件,9.55,0.6322444678609207,inf,中央汇金资产管理有限责任公司
10,002354.SZ,*ST天娱,互联网,2.46,0.40816326530610514,inf,渤海国际信托股份有限公司-渤海富盈8号单一资金信托
11,603129.SH,春风动力,摩托车,42.43,1.313276026743071,998.6867239731289,"中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
全国社保基金五零三组合
中信信托有限责任公司-中信信托锐进52期泓澄投资集合资金信托计划
基本养老保险基金一六零二一组合
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
中国国际金融香港资产管理有限公司-客户资金"
12,300572.SZ,安车检测,电器仪表,47.73,0.590094836670163,832.7432384966537,"中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中海医疗保健主题股票型证券投资基金"
13,300097.SZ,智云股份,电器仪表,10.6,2.4154589371980784,730.9178743961376,"南通金玖锐信投资管理有限公司-中汇金锐定增5期私募投资基金
全国社保基金一一四组合
中国银行股份有限公司-博时宏观回报债券型证券投资基金
交通银行股份有限公司-长城久富核心成长混合型证券投资基金(LOF)"
14,300575.SZ,中旗股份,农药化肥,28.11,1.042415528396834,623.9575844716342,"中国工商银行-融通动力先锋混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰成长优选混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金"
15,600211.SH,西藏药业,中成药,33.35,1.2754327361069073,598.7245672638318,
16,603181.SH,皇马科技,化工原料,16.7,0.7845503922751851,549.2154496077687,"上海彤源投资发展有限公司-彤源同祥私募证券投资基金
兴业国际信托有限公司-兴享进取景林1号证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-睿郡稳享私募证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金
全国社保基金一一八组合"
17,600895.SH,张江高科,园区开发,13.63,0.888230940044421,499.11176906000054,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行-上证180交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划"
18,600655.SH,豫园股份,百货,7.61,0.6613756613756738,399.3386243386144,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
19,600233.SH,圆通速递,仓储物流,13.0,0.7751937984496138,399.22480620155926,
20,600676.SH,交运股份,公共交通,4.24,1.193317422434359,398.8066825775479,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
21,600037.SH,歌华有线,影视音像,9.46,2.4918743228602436,357.50812567712995,"中央汇金资产管理有限责任公司
全国社保基金一零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
22,603699.SH,纽威股份,专用机械,13.05,0.694444444444442,349.3055555555312,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金"
23,300429.SZ,强力新材,化工原料,17.1,0.7660577489687848,332.56727558439457,"长城资本管理有限公司-长城资本瑞鑫2号集合资产管理计划
敦和资产管理有限公司-敦和云栖2号稳健增长私募基金
敦和资产管理有限公司-敦和云栖1号积极成长私募基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金"
24,603685.SH,晨丰科技,电气设备,12.89,1.0188087774294807,332.31452455593626,
25,002241.SZ,歌尔股份,元器件,20.61,0.5856515373352966,299.41434846273313,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
挪威中央银行-自有资金
中国对外经济贸易信托有限公司-淡水泉精选1期
中央汇金资产管理有限责任公司"
26,600119.SH,ST长投,仓储物流,5.75,0.7005253940455258,299.2994746059485,
27,600109.SH,国金证券,证券,9.65,0.8359456635318674,299.16405433647896,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中欧基金-农业银行-中欧中证金融资产管理计划
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金"
28,603002.SH,宏昌电子,化工原料,4.55,0.8869179600886845,299.1130820399254,
29,002103.SZ,广博股份,互联网,4.8,2.3454157782515805,264.3212508884111,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
30,000049.SZ,德赛电池,电气设备,42.5,0.9980988593155882,249.00190114069653,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金"
31,600804.SH,鹏博士,电信运营,6.79,1.041666666666674,248.9583333333452,"中原信托有限公司-中原信托·定向资管投资项目集合资金信托合同
香港中央结算有限公司(陆股通)"
32,002758.SZ,华通医药,医药商业,10.77,0.9372071227741197,232.39612621054872,浙江大熊投资管理有限公司-伽利略壹号私募投资基金
33,300433.SZ,蓝思科技,元器件,18.2,1.1111111111111072,232.22222222222126,"香港中央结算有限公司(陆股通)
全国社保基金六零一组合
全国社保基金一一四组合
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国工商银行股份有限公司-财通成长优选混合型证券投资基金
中国工商银行股份有限公司-财通价值动量混合型证券投资基金"
34,300075.SZ,数字政通,软件服务,13.18,0.45731707317073766,199.5426829268196,"安徽省铁路发展基金股份有限公司
全国社保基金六零二组合
全国社保基金一零二组合
中国工商银行-嘉实策略增长混合型证券投资基金"
35,300671.SZ,富满电子,半导体,28.5,0.9564293304994642,199.0435706694968,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
36,600621.SH,华鑫股份,证券,15.86,1.1479591836734748,198.8520408163299,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
浮石(北京)投资有限公司-浮石广盈19号私募证券投资基金"
37,002632.SZ,道明光学,化工原料,7.81,1.1658031088082943,198.83419689120637,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
金鹰基金-工商银行-金鹰穗通定增35号资产管理计划"
38,000100.SZ,TCL科技,元器件,5.16,1.1764705882353121,198.8235294117698,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划"
39,603711.SH,香飘飘,软饮料,26.61,1.0250569476081939,168.97494305238396,"香港中央结算有限公司(陆股通)
中国工商银行-中银收益混合型证券投资基金
基本养老保险基金八零二组合
景顺长城基金-建设银行-中国人寿-中国人寿委托景顺长城基金固定收益型组合
中国光大银行股份有限公司-国投瑞银景气行业证券投资基金
中国银行股份有限公司-国投瑞银锐意改革灵活配置混合型证券投资基金
全国社保基金一一三组合
深圳市盛天投资管理有限公司-盛天阿尔法私募基金"
40,603489.SH,八方股份,电气设备,91.24,0.55102490632577,162.6068698305109,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国建设银行股份有限公司-华夏科技创新混合型证券投资基金
中国农业银行-华夏平稳增长混合型证券投资基金
基本养老保险基金一六零五一组合
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金"
