,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300782.SZ,300782,卓胜微,元器件,13.0,175.42,,43.85亿
1,601698.SH,601698,中国卫通,电信运营,5.0,6.3,,25.2亿
2,300516.SZ,300516,久之洋,电器仪表,4.0,36.41,"军工研究所, 军工, 军民融合, 高送转, 智慧安防, ",65.54亿
3,600095.SH,600095,哈高科,区域地产,4.0,8.23,"雄安-园林环保, 雄安新区, 壳公司, 人造肉, ",29.73亿
4,002645.SZ,002645,华宏科技,专用机械,4.0,9.71,"稀土磁材, 垃圾分类, ",38.41亿
5,603177.SH,603177,德创环保,环境保护,3.0,16.18,"大气治理, 环保, ",9.99亿
6,002731.SZ,002731,萃华珠宝,服饰,2.0,22.52,"业绩预增, 高送转, 黄金, ",29.09亿
7,600375.SH,600375,华菱星马,汽车整车,2.0,6.38,"汽车整车, 安徽国企改革, 破净股, 重卡, 机械, 强势人气股, ",35.46亿
8,600230.SH,600230,沧州大化,农药化肥,1.0,15.29,"高送转-预期, 央企改革, 京津冀, 股权转让, ",62.97亿
9,300769.SZ,300769,德方纳米,化工原料,1.0,96.07,"次新股, 储能, 锂电池, 新能源汽车, ",10.27亿
10,300776.SZ,300776,帝尔激光,专用机械,1.0,152.86,"高价股, 次新股, 光伏, ",25.28亿
11,600035.SH,600035,楚天高速,路桥,1.0,3.76,"高速公路, 破净股, 国产操作系统, ",57.4亿
12,600216.SH,600216,浙江医药,化学制药,1.0,11.66,"回购, 医药, 创新药, 化学药, 维生素, ",111.46亿
13,000510.SZ,000510,新金路,化工原料,1.0,5.08,"烧碱, PVC, 教育, 石墨烯, 年报季报, ",27.91亿
14,300708.SZ,300708,聚灿光电,半导体,1.0,13.23,"国产芯片, LED, ",11.38亿
15,603068.SH,603068,博通集成,半导体,1.0,70.88,"次新股, 半导体, 国产芯片, ",24.58亿
16,603131.SH,603131,上海沪工,专用机械,1.0,16.68,"军工, 军民融合, 智能制造, 资产重组, 机器人, ",11.68亿
17,603223.SH,603223,恒通股份,供气供热,1.0,7.99,"天然气, 快递物流, ",22.55亿
18,603267.SH,603267,鸿远电子,元器件,1.0,53.32,"被动元件, 次新股, 军工, 军民融合, ",22.04亿
19,603363.SH,603363,傲农生物,饲料,1.0,23.86,"饲料, 养猪, 动物保健, ",43.9亿
20,603739.SH,603739,蔚蓝生物,农业综合,1.0,31.81,"动物保健, 燃料乙醇, ",12.3亿
21,300717.SZ,300717,华信新材,塑料,1.0,17.34,,7.37亿
22,300552.SZ,300552,万集科技,软件服务,1.0,32.95,"无人驾驶, 国产软件, 国资入股, 电子车牌, ",13.59亿
23,300573.SZ,300573,兴齐眼药,化学制药,1.0,63.8,"医药, 化学药, 眼科, 强势人气股, ",34.13亿
24,002732.SZ,002732,燕塘乳业,乳制品,1.0,19.1,"食品, 农垦, 乳业（奶粉）, 冷链, ",29.72亿
25,002077.SZ,002077,大港股份,区域地产,1.0,7.11,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, ",38.44亿
26,002237.SZ,002237,恒邦股份,黄金,1.0,19.28,"股权转让, 黄金, ",164.2亿
27,002401.SZ,002401,中远海科,软件服务,1.0,13.29,"阿里巴巴概念股, 央企改革, 进口博览会, 自贸区, 自由贸易港, 上海自由贸易港, ",40.16亿
28,002512.SZ,002512,达华智能,元器件,1.0,5.05,"互联网金融, 移动支付, 无人商店, 智慧城市, 股权转让, 国资入股, 资产重组, ",44.6亿
29,002552.SZ,002552,宝鼎科技,机械基件,1.0,9.47,"海工装备, 军工, 军民融合, 定增破发, ST摘帽, ",18.95亿
30,002562.SZ,002562,兄弟科技,化学制药,1.0,4.69,"回购, 维生素, ",25.28亿
31,002626.SZ,002626,金达威,食品,1.0,13.81,"社保重仓, 回购, 保健品, 食品, 医药, 化学药, 维生素, ",82.88亿
32,002860.SZ,002860,星帅尔,电气设备,1.0,23.45,"5G, 资产重组, ",11.08亿
33,000833.SZ,000833,粤桂股份,造纸,1.0,6.0,"食品, 白糖, 造纸, 广西, ",22.69亿
34,002869.SZ,002869,金溢科技,通信设备,1.0,48.84,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, ",21.98亿
35,300006.SZ,300006,莱美药业,化学制药,1.0,5.28,"业绩预增, 医药, 化学药, ",35.45亿
36,300075.SZ,300075,数字政通,软件服务,1.0,12.49,"雄安-智慧城市, 定增破发, 海南自由贸易港, 数字中国, 雄安新区, 雄安-工程基建, 京津冀, 大数据, 自贸区, 智慧城市, 国产软件, 自由贸易港, ",37.6亿
37,300202.SZ,300202,聚龙股份,专用机械,1.0,8.61,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, ",35.42亿
38,300429.SZ,300429,强力新材,化工原料,1.0,11.3,"OLED, 定增破发, 高送转-填权, 半导体, ",33.58亿
39,300436.SZ,300436,广生堂,化学制药,1.0,31.13,"民营医院, 医药, 创新药, 化学药, 基因测序, 独角兽, ",34.99亿
40,300462.SZ,300462,华铭智能,专用机械,1.0,22.22,"移动支付, 大数据, 腾讯概念股, 高铁轨交, 独角兽, ",17.19亿
41,603933.SH,603933,睿能科技,纺织机械,1.0,14.92,"工业自动化, 智能制造, 半导体, 共享经济, 手势识别, ",7.51亿
