code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
300045,华力创通,-1.231,13.971,0.028,-17.198301,
300567,精测电子,-4.658,13.006,0.027,-60.581948000000004,
300220,金运激光,-2.483,11.68,0.028,-29.00144,
000893,*ST东凌,-6.845,11.661,0.021,-79.81954499999999,
002119,康强电子,-2.652,11.07,0.025,-29.357640000000004,
600775,南京熊猫,-0.868,10.89,0.029,-9.45252,
002028,思源电气,-1.229,10.859,0.022,-13.345711000000001,
600770,综艺股份,-2.849,10.829,0.027,-30.851821000000005,
002436,兴森科技,-4.794,10.823,0.025,-51.885462,
300359,全通教育,-1.663,10.622,0.028,-17.664386,
002180,纳思达,-0.028,9.882,0.022,-0.276696,
300326,凯利泰,-2.753,9.827,0.02,-27.053731000000003,
300456,耐威科技,-5.756,9.598,0.028,-55.24608800000001,
300274,阳光电源,-1.812,9.453,0.019,-17.128836,
002665,首航节能,-3.629,9.312,0.025,-33.793248,
002564,天沃科技,-0.753,9.28,0.026,-6.987839999999999,
000021,深科技,-3.321,9.232,0.029,-30.659472,
300253,卫宁健康,-4.591,9.097,0.027,-41.764327,
300213,佳讯飞鸿,-4.575,8.935,0.025,-40.877625,
300137,先河环保,-3.257,8.902,0.024,-28.993813999999997,
002222,福晶科技,-2.597,8.9,0.029,-23.113300000000002,
300339,润和软件,-2.334,8.779,0.022,-20.490186,
002409,雅克科技,-3.156,8.746,0.024,-27.602376000000003,
600019,宝钢股份,-3.357,8.743,0.019,-29.350251000000004,
300399,京天利,-5.445,8.716,0.025,-47.458619999999996,
002339,积成电子,-6.968,8.692,0.023,-60.565856000000004,
600985,雷鸣科化,-0.47,8.673,0.018,-4.076309999999999,
002017,东信和平,-4.131,8.57,0.025,-35.40267,
002253,川大智胜,-2.27,8.297,0.025,-18.834190000000003,
601225,陕西煤业,-1.003,8.259,0.016,-8.283776999999999,
600533,栖霞建设,-1.087,8.254,0.029,-8.972097999999999,
002540,亚太科技,-0.131,8.243,0.028,-1.079833,
300010,立思辰,-0.435,8.136,0.021,-3.53916,
300576,容大感光,-2.889,8.124,0.017,-23.470236,
000637,茂化实华,-5.752,8.017,0.029,-46.113783999999995,
002414,高德红外,-4.242,7.947,0.026,-33.711174,
300623,捷捷微电,-0.41,7.796,0.022,-3.19636,
600143,金发科技,-0.52,7.791,0.029,-4.0513200000000005,
600776,东方通信,-1.823,7.735,0.026,-14.100905000000001,
601088,中国神华,-2.284,7.678,0.017,-17.536551999999997,
000988,华工科技,-6.781,7.482,0.028,-50.735442,
300512,中亚股份,-1.801,7.306,0.017,-13.158106,
300639,凯普生物,-2.587,7.266,0.027,-18.797142,
300257,开山股份,-0.054,7.261,0.013,-0.392094,
000058,深 赛 格,-1.77,7.261,0.016,-12.85197,
300009,安科生物,-2.713,7.185,0.024,-19.492905,
