code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
000576,广东甘化,4.36,-56.384,0.315,-11.436,0.138,
600610,*ST毅达,3.76,-51.089,0.201,8.897,0.1,
600753,东方银星,1.28,-47.231,0.226,5.365,0.059,
600165,新日恒力,6.85,-44.734,0.144,-2.363,0.144,
000796,凯撒旅游,8.03,-35.723,0.153,-14.248,0.127,
002143,印纪传媒,9.74,-34.416,0.091,-36.16,0.129,
002515,金字火腿,8.49,-34.072,0.127,-3.396,0.032,
000584,哈工智能,6.11,-32.373,0.122,-27.214,0.16,
002840,华统股份,1.47,-32.243,0.084,1.489,0.058,
601330,绿色动力,1.16,-32.163,0.126,-22.514,0.109,
002072,凯瑞德,1.69,-31.578,0.088,15.968,0.126,
600203,福日电子,3.6,-30.246,0.059,-13.952,0.082,
000790,泰合健康,5.6,-30.119,0.073,-14.666,0.09,
600885,宏发股份,7.45,-29.221,0.1,17.424,0.06,
600290,华仪电气,5.27,-28.981,0.052,3.646,0.148,
002464,众应互联,2.83,-28.596,0.193,-33.475,0.096,
600896,*ST海投,5.77,-27.735,0.086,5.609,0.063,
600209,*ST罗顿,4.39,-27.11,0.094,3.004,0.1,
002709,天赐材料,1.96,-26.758,0.079,-14.587,0.113,
002806,华锋股份,0.58,-26.373,0.093,-26.372,0.084,
002089,新 海 宜,9.36,-26.271,0.106,-5.063,0.114,
002813,路畅科技,0.3,-26.243,0.1,-16.288,0.073,
002082,万邦德,2.38,-25.84,0.09,-16.811,0.101,
002684,猛狮科技,3.9,-25.726,0.054,-14.02,0.092,
000802,北京文化,3.86,-25.354,0.065,4.079,0.047,
002795,永和智控,0.64,-25.168,0.099,-13.583,0.068,
002769,普路通,2.32,-24.916,0.077,-25.946,0.142,
002903,宇环数控,0.66,-24.726,0.104,-35.845,0.157,
002829,星网宇达,0.61,-24.689,0.07,-22.61,0.121,
002927,泰永长征,0.3,-24.658,0.079,-25.664,0.089,
600212,江泉实业,5.12,-24.06,0.05,3.468,0.107,
002289,宇顺电子,2.59,-23.74,0.058,-17.795,0.098,
000892,欢瑞世纪,5.17,-23.243,0.064,11.24,0.108,
000989,九 芝 堂,4.2,-22.935,0.077,-25.322,0.14,
002915,中欣氟材,0.28,-22.56,0.07,3.005,0.083,
002679,福建金森,2.36,-22.493,0.353,49.866,0.162,
002178,延华智能,7.1,-22.339,0.049,-4.544,0.077,
600532,宏达矿业,5.16,-22.2,0.08,28.436,0.19,
002906,华阳集团,2.02,-21.731,0.041,-35.707,0.124,
002691,冀凯股份,3.39,-21.663,0.061,-24.153,0.087,
002896,中大力德,0.34,-21.428,0.074,-13.873,0.071,
000022,深赤湾Ａ,4.65,-21.42,0.051,-4.457,0.058,
002796,世嘉科技,0.3,-20.994,0.06,33.963,0.142,
002873,新天药业,0.65,-20.952,0.076,-24.067,0.083,
002725,跃岭股份,1.1,-20.892,0.091,-0.219,0.093,
600800,天津磁卡,6.11,-20.68,0.077,18.767,0.084,
002053,云南能投,3.72,-20.528,0.031,-7.847,0.04,
002035,华帝股份,7.82,-20.327,0.073,-21.037,0.115,
002121,科陆电子,9.06,-20.069,0.066,-25.611,0.09,
002606,大连电瓷,4.04,-20.027,0.059,14.089,0.109,
002866,传艺科技,0.81,-19.992,0.077,-29.938,0.102,
002890,弘宇股份,0.48,-19.773,0.057,-17.556,0.061,
002931,锋龙股份,0.22,-19.702,0.059,-18.99,0.128,
002451,摩恩电气,4.16,-19.653,0.074,9.272,0.145,
002778,高科石化,0.56,-19.627,0.079,-5.031,0.08,
002921,联诚精密,0.2,-19.504,0.047,-19.754,0.096,
002908,德生科技,0.87,-19.335,0.054,-43.628,0.19,
600929,湖南盐业,1.5,-19.211,0.051,-34.617,0.13,
002343,慈文传媒,4.21,-18.9,0.06,-24.387,0.082,
002917,金奥博,0.28,-18.861,0.06,-15.376,0.067,
002584,西陇科学,3.64,-18.703,0.046,-7.809,0.112,
002887,绿茵生态,0.51,-18.615,0.043,-21.723,0.084,
600754,锦江股份,6.49,-18.597,0.063,-17.874,0.053,
002805,丰元股份,0.54,-18.442,0.051,-28.276,0.128,
000952,广济药业,2.52,-18.369,0.057,-9.747,0.062,
002879,长缆科技,1.27,-18.271,0.061,-3.037,0.066,
002755,东方新星,1.72,-18.102,0.08,70.096,0.153,
000555,神州信息,9.35,-17.862,0.052,-8.097,0.069,
002877,智能自控,0.52,-17.831,0.048,-6.32,0.063,
002799,环球印务,0.77,-17.76,0.068,-14.678,0.092,
002923,润都股份,0.3,-17.65,0.076,-3.629,0.095,
002902,铭普光磁,0.71,-17.561,0.051,-28.931,0.143,
002120,韵达股份,2.35,-17.531,0.057,-14.908,0.128,
002184,海得控制,1.36,-17.465,0.072,27.456,0.079,
002782,可立克,1.06,-17.433,0.05,-19.081,0.089,
600258,首旅酒店,6.25,-17.137,0.06,-21.669,0.075,
000810,创维数字,9.7,-17.08,0.044,-27.523,0.094,
000971,高升控股,5.92,-17.078,0.043,4.941,0.117,
002850,科达利,0.93,-17.077,0.052,-31.547,0.126,
002751,易尚展示,0.87,-17.075,0.084,-26.036,0.089,
002920,德赛西威,1.0,-16.901,0.051,-18.532,0.105,
002930,宏川智慧,0.61,-16.765,0.066,-21.369,0.077,
002907,华森制药,0.59,-16.732,0.062,-31.91,0.129,
002494,华斯股份,2.95,-16.302,0.044,-17.744,0.098,
002905,金逸影视,0.67,-16.282,0.038,-23.877,0.095,
002871,伟隆股份,0.29,-16.175,0.051,23.99,0.104,
002614,奥佳华,3.22,-16.035,0.055,-10.636,0.079,
002779,中坚科技,0.4,-15.972,0.047,-12.077,0.108,
002929,润建通信,0.55,-15.931,0.048,-14.651,0.089,
002622,融钰集团,8.4,-15.797,0.043,-12.653,0.099,
002870,香山股份,0.37,-15.731,0.055,-18.335,0.099,
002250,联化科技,8.89,-15.568,0.043,28.308,0.089,
000818,航锦科技,6.7,-15.213,0.041,-9.248,0.071,
002019,亿帆医药,8.14,-15.213,0.048,-10.395,0.109,
002847,盐津铺子,0.36,-15.069,0.061,-21.753,0.097,
600260,凯乐科技,6.28,-15.052,0.049,-20.839,0.087,
600702,舍得酒业,3.37,-15.021,0.044,-23.43,0.123,
