,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,603920.SH,世运电路,元器件,27.95,40.0,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金"
1,603366.SH,日出东方,家用电器,7.9,39.81,"中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
2,603598.SH,引力传媒,影视音像,21.9,38.32,
3,002878.SZ,元隆雅图,文教休闲,38.78,37.25,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中国银行股份有限公司-华夏经济转型股票型证券投资基金
基本养老保险基金一二零三组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国银行股份有限公司-华夏科技成长股票型证券投资基金
中国工商银行-广发聚富开放式证券投资基金"
4,300087.SZ,荃银高科,种植业,13.52,36.38,
5,600053.SH,九鼎投资,多元金融,31.54,36.36,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
6,603825.SH,华扬联众,互联网,24.88,36.28,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)
上海通怡投资管理有限公司-通怡金牛2号私募证券投资基金"
7,603005.SH,晶方科技,半导体,55.51,35.91,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
8,000892.SZ,欢瑞世纪,影视音像,7.02,35.28,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
全国社保基金一一八组合"
9,300724.SZ,捷佳伟创,专用机械,50.93,30.76,"天津架桥富凯股权投资基金合伙企业(有限合伙)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
深圳市麦瑞股权投资基金合伙企业(有限合伙)
深圳市麦瑞世纪股权投资基金(有限合伙)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划"
10,600223.SH,鲁商发展,区域地产,10.37,30.06,
11,002291.SZ,星期六,服饰,23.4,30.01,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
12,002623.SZ,亚玛顿,玻璃,29.21,30.0,中央汇金资产管理有限责任公司
13,000716.SZ,黑芝麻,食品,4.7,27.57,
14,600678.SH,四川金顶,水泥,7.99,26.33,
15,002105.SZ,信隆健康,文教休闲,7.21,26.13,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
兴业银行股份有限公司-光大保德信红利混合型证券投资基金
兴业银行股份有限公司-光大保德信红利混合型证券投资基金
深圳能量互强资产管理有限公司-瑾瑜共赢一号私募证券投资基金"
16,002343.SZ,慈文传媒,影视音像,14.84,26.08,"中山证券-招商银行-中山证券启晨1号集合资产管理计划
全国社保基金四一三组合
中央汇金资产管理有限责任公司
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
交通银行股份有限公司-泰达宏利价值优化型成长类行业混合型证券投资基金"
17,603721.SH,中广天择,影视音像,32.49,25.48,天津天图兴盛股权投资基金合伙企业(有限合伙)
18,000810.SZ,创维数字,家用电器,15.43,25.08,
19,603031.SH,安德利,百货,28.96,23.8,
20,300465.SZ,高伟达,软件服务,12.34,23.73,"中央汇金资产管理有限责任公司
桐乡琛宝投资管理有限公司-琛宝创玺四号私募证券投资基金"
21,002605.SZ,姚记科技,文教休闲,25.01,21.85,全国社保基金六零四组合
22,300081.SZ,恒信东方,文教休闲,12.25,21.15,金鹰基金-工商银行-万向信托-万向信托-星辰50号事务管理类单一资金信托
23,603178.SH,圣龙股份,汽车配件,15.13,20.08,
24,000955.SZ,欣龙控股,纺织,7.94,20.07,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
25,300432.SZ,富临精工,汽车配件,12.93,20.04,
26,000818.SZ,航锦科技,化工原料,20.05,20.03,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
27,300259.SZ,新天科技,电器仪表,5.47,20.01,"中央汇金资产管理有限责任公司
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金"
28,603348.SH,文灿股份,汽车配件,26.5,20.01,"九泰基金-工商银行-九泰基金-大同证券新三板1号资产管理计划
广东东方比逊基金管理有限公司-东方比逊新三板8号基金"
29,300787.SZ,海能实业,通信设备,75.73,20.0,
30,300552.SZ,万集科技,软件服务,100.38,19.11,"中国建设银行股份有限公司-华夏科技创新混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金"
31,300397.SZ,天和防务,通信设备,37.57,19.01,
32,002174.SZ,游族网络,互联网,28.87,18.59,
33,300348.SZ,长亮科技,软件服务,24.77,18.06,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-嘉实前沿科技沪港深股票型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金"
34,000009.SZ,中国宝安,综合类,7.16,17.59,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
35,300315.SZ,掌趣科技,互联网,7.11,17.52,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
基本养老保险基金一二零六组合"
36,300088.SZ,长信科技,元器件,11.98,17.43,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
鹏华资产管理-浦发银行-鹏华资产大拇指泰然1号资产管理计划
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
37,603688.SH,石英股份,矿物制品,22.5,16.72,"中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
上海趣时资产管理有限公司-趣时分红增长1号证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-中银稳健双利债券型证券投资基金"
38,603305.SH,旭升股份,汽车配件,41.0,16.68,"中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合"
39,603799.SH,华友钴业,小金属,45.92,15.95,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金"
