,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300029.SZ,天龙光电,专用机械,8.17,"光伏, ",16.34亿
1,000795.SZ,英洛华,矿物制品,7.18,"业绩预增, 稀土磁材, 智能制造, 机器人, ",63.64亿
2,300354.SZ,东华测试,电器仪表,14.2,"大飞机, 智能仪表, ",10.72亿
3,600734.SH,实达集团,电脑设备,10.84,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",38.45亿
4,600366.SH,宁波韵升,电器仪表,9.38,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, ",92.78亿
5,002057.SZ,中钢天源,元器件,18.08,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",57.79亿
6,300066.SZ,三川智慧,电器仪表,5.87,"固废处理, 华为产业链, 物联网, 智能仪表, 环保, 大数据, ",58.47亿
7,300167.SZ,迪威迅,通信设备,7.59,"智慧城市, 国资入股, 智慧安防, ",22.79亿
8,300238.SZ,冠昊生物,医疗保健,31.54,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, ",77.32亿
9,000831.SZ,五矿稀土,小金属,15.91,"央企改革, 业绩预增, 稀土磁材, ",156.06亿
10,600980.SH,北矿科技,元器件,15.8,"央企改革, 稀土磁材, ",24.05亿
11,002905.SZ,金逸影视,影视音像,26.98,"影视, ",18.13亿
12,600313.SH,农发种业,种植业,4.11,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",41.9亿
13,600259.SH,广晟有色,小金属,43.56,"有色金属, 债转股-AMC, 稀土磁材, 有色-钨, ",114.18亿
14,603909.SH,合诚股份,建筑施工,31.13,,7.78亿
15,002519.SZ,银河电子,通信设备,5.03,"回购, 军工, 军民融合, 家电, 新能源汽车, 黑色家电, 充电桩, 广电, ",41.83亿
16,300726.SZ,宏达电子,元器件,23.44,"5G, 被动元件, 军工, 军民融合, 半导体, ",25.42亿
17,600894.SH,广日股份,运输设备,8.48,"国家队重仓, 破净股, 工业自动化, 智慧停车, 智能制造, 机器人, ",72.92亿
18,000655.SZ,金岭矿业,普钢,6.1,"山东国企改革, 铁矿石, 股权转让, ST摘帽, ",36.32亿
19,000066.SZ,中国长城,电脑设备,10.52,"MSCI, 海工装备, 央企改革, 军工研究所, 航母, 军工, 军民融合, 百度概念股, 网络安全, 数字中国, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 国产操作系统, ",262.02亿
20,300401.SZ,花园生物,食品,15.93,"医药, 化学药, 维生素, ",73.12亿
21,300345.SZ,红宇新材,钢加工,7.4,"军工, 军民融合, 工业自动化, 3D打印, 智能制造, ",27.28亿
22,002919.SZ,名臣健康,日用化工,25.2,"高送转, 化妆品, ",7.1亿
23,600059.SH,古越龙山,红黄药酒,9.75,"国家队重仓, 社保重仓, 浙江国企改革, ",78.83亿
24,600393.SH,粤泰股份,全国地产,4.63,"粤港澳大湾区, 高质押率, 房地产, ",45.75亿
25,300511.SZ,雪榕生物,种植业,10.02,"海底捞概念股, 食品, 农业种植, 独角兽, ",30.15亿
26,002703.SZ,浙江世宝,汽车配件,6.91,"汽车零部件, 无人驾驶, ",38.22亿
27,600834.SH,申通地铁,公共交通,8.48,"上海国企改革, 移动支付, ",40.48亿
28,603320.SH,迪贝电气,机械基件,25.45,,8.27亿
29,002591.SZ,恒大高新,化工原料,9.28,"PCB板, 回购, 定增破发, 腾讯概念股, 创投, ",17.0亿
30,300282.SZ,三盛教育,文教休闲,17.74,"教育, 高送转, ",40.35亿
31,002772.SZ,众兴菌业,种植业,9.2,"回购, 农业种植, 年报季报, ",23.53亿
32,300082.SZ,奥克股份,化工原料,8.22,"石油化工, 光伏, 锂电池, 新能源汽车, ",55.45亿
33,002801.SZ,微光股份,电气设备,30.38,"业绩预增, ",8.94亿
34,600191.SH,华资实业,食品,6.29,"内蒙古, 参股券商, 食品, 白糖, ",30.5亿
35,603970.SH,中农立华,其他商业,18.38,"农药, 无人机, ",14.63亿
36,300199.SZ,翰宇药业,化学制药,12.01,"国家队重仓, 回购, 医药, 创新药, 化学药, 互联网医疗, 国资入股, 独角兽, ",68.63亿
37,002132.SZ,恒星科技,钢加工,3.41,"特高压, 有机硅, 回购, 光伏, 低价股, ",42.71亿
38,600598.SH,北大荒,种植业,11.4,"高股息, MSCI, 振兴东北, 乡村振兴, 农垦, 土地流转, 区块链, 农业种植, 人造肉, ",202.66亿
39,002395.SZ,双象股份,塑料,16.98,"煤化工, 足球, 体育产业, ",30.36亿
40,600557.SH,康缘药业,中成药,15.0,"国家队重仓, 回购, 医药, 中药, 流感, 科创板概念股, ",86.24亿
41,603318.SH,派思股份,专用机械,26.28,"天然气, 物联网, 股权转让, 国资入股, 资产重组, ",105.69亿
42,002884.SZ,凌霄泵业,专用机械,30.6,"回购, 高送转, ",19.86亿
43,603668.SH,天马科技,饲料,10.2,"饲料, ",20.71亿
44,000568.SZ,泸州老窖,白酒,75.74,"MSCI, 白酒, ",1105.88亿
45,603517.SH,绝味食品,食品,47.62,"大消费, 社保重仓, 食品, 休闲食品, ",77.96亿
46,600530.SH,交大昂立,医疗保健,6.48,"回购, 保健品, 食品, 举牌股, 高校系, ",50.54亿
47,300285.SZ,国瓷材料,陶瓷,16.75,"有色-锆, 被动元件, 有色金属, 业绩预增, 高送转-填权, 医疗器械, 年报季报, ",115.36亿
48,300685.SZ,艾德生物,生物制药,52.62,"基因测序, 医疗器械, 精准医疗, 体外诊断, ",47.94亿
49,600779.SH,水井坊,白酒,49.8,"MSCI, 新进指数成份股, 白酒, 业绩预增, ",243.3亿
50,002214.SZ,大立科技,电器仪表,9.45,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, ",33.77亿
51,300495.SZ,美尚生态,环境保护,14.7,"园林, 雄安-园林环保, 特色小镇, PPP, 雄安新区, ",47.34亿
52,603828.SH,柯利达,装修装饰,11.28,"参股券商, PPP, 智慧城市, 装修装饰, ",47.51亿
53,002697.SZ,红旗连锁,超市连锁,6.08,"阿里巴巴概念股, 新零售, 业绩预增, 共享经济, 年报季报, ",59.97亿
54,600336.SH,澳柯玛,家用电器,5.54,"业绩预增, 无人驾驶, 山东国企改革, 白色家电, 家电, 冷链, 无人商店, ",40.57亿
55,603899.SH,晨光文具,文教休闲,39.59,"MSCI, ",364.23亿
56,002007.SZ,华兰生物,生物制药,43.86,"MSCI, 血制品, 医药, 创新药, 疫苗, 流感, 高送转, ",352.04亿
57,600265.SH,ST景谷,林业,28.8,"林业, 股权转让, ST股, ",37.38亿
58,002271.SZ,东方雨虹,其他建材,20.68,"MSCI, 新进指数成份股, 社保重仓, 兜底式增持, 装配式建筑, 雄安-建材, 地下管廊, 水利, 海绵城市, PPP, 雄安新区, 京津冀, 装修装饰, ",205.9亿
59,603590.SH,康辰药业,化学制药,37.34,"医药, 创新药, 创投, ",14.94亿
