,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
1922,300538.SZ,同益股份,批发业,2.0,2.0,10.0,10.008,65678.5491
479,002017.SZ,东信和平,通信设备,2.0,1.0,10.0,10.0,485920.1994
2087,300710.SZ,万隆光电,通信设备,2.0,6.0,5.642,10.0073,100974.288
1060,002600.SZ,领益智造,元器件,2.0,2.0,10.05,10.101,810900.607
2449,600375.SH,华菱星马,汽车整车,2.0,2.0,10.093,10.0656,279537.5203
1206,002750.SZ,龙津药业,中成药,2.0,16.0,3.105,10.0503,348024.5736
2637,600613.SH,神奇制药,中成药,2.0,2.0,10.028,9.9678,327854.865
3162,603032.SH,德新交运,公路,2.0,2.0,10.004,10.0,248396.544
2242,600131.SH,岷江水电,水力发电,1.0,11.0,9.168,9.9864,659999.8093
2225,600113.SH,浙江东日,区域地产,1.0,2.0,6.157,9.9617,274314.6
2337,600240.SH,华业资本,全国地产,1.0,1.0,9.898,9.8976,458609.6592
2207,600094.SH,大名城,区域地产,1.0,3.0,5.433,10.0877,1142855.6909
2488,600425.SH,青松建化,水泥,1.0,6.0,3.783,10.0271,559788.7749
2498,600446.SH,金证股份,软件服务,1.0,1.0,10.0,10.0,1783209.9116
2133,300761.SZ,立华股份,农业综合,1.0,2.0,7.334,10.0026,354553.92
2505,600459.SH,贵研铂业,小金属,1.0,2.0,6.223,9.9705,505174.6158
2316,600218.SH,全柴动力,农用机械,1.0,1.0,10.0,10.0,454306.16
128,000536.SZ,华映科技,元器件,1.0,1.0,10.145,10.1449,761270.5539
2670,600651.SH,飞乐音响,电器仪表,1.0,6.0,4.044,10.0279,389161.9008
2764,600753.SH,东方银星,批发业,1.0,1.0,10.012,10.0123,229248.0
2966,601066.SH,中信建投,证券,1.0,1.0,9.99,9.9901,885200.0
2975,601106.SH,中国一重,工程机械,1.0,1.0,10.084,10.084,2569434.0
3016,601258.SH,庞大集团,汽车服务,1.0,1.0,9.884,9.8837,1235772.418
3021,601319.SH,中国人保,保险,1.0,1.0,10.05,10.0503,885846.24
3055,601608.SH,中信重工,专用机械,1.0,1.0,9.949,9.949,1870289.7153
3103,601890.SH,亚星锚链,船舶,1.0,3.0,7.351,9.9379,509441.4
3133,603000.SH,人民网,互联网,1.0,1.0,10.023,10.0229,2124032.5186
3180,603063.SH,禾望电气,电气设备,1.0,2.0,7.42,10.0446,251725.8
2692,600678.SH,四川金顶,水泥,1.0,2.0,5.649,10.0464,248480.88
1748,300362.SZ,天翔环境,环境保护,1.0,2.0,6.583,9.9819,188209.6802
1992,300612.SZ,宣亚国际,广告包装,1.0,6.0,8.559,10.0,114703.7359
1116,002656.SZ,摩登大道,服饰,1.0,6.0,5.155,9.9407,349537.6042
315,000797.SZ,中国武夷,全国地产,1.0,1.0,9.926,9.9265,777069.2934
355,000859.SZ,国风塑业,塑料,1.0,2.0,6.95,10.0592,550048.4851
364,000877.SZ,天山股份,水泥,1.0,2.0,6.303,10.011,880094.399
395,000917.SZ,电广传媒,影视音像,1.0,1.0,9.974,9.9738,1084908.2789
637,002175.SZ,东方网络,电器仪表,1.0,1.0,10.028,10.0279,236768.0295
651,002189.SZ,利达光电,元器件,1.0,1.0,9.976,9.9762,364282.9922
686,002224.SZ,三力士,橡胶,1.0,3.0,4.0,10.0,316539.7275
693,002231.SZ,奥维通信,通信设备,1.0,2.0,5.188,9.9424,233385.8296
919,002458.SZ,益生股份,农业综合,1.0,2.0,5.568,10.0,776367.8085
986,002526.SZ,山东矿机,工程机械,1.0,1.0,10.156,10.1563,458236.6696
1128,002668.SZ,奥马电器,家用电器,1.0,1.0,10.0,10.0,352668.426
218,000661.SZ,长春高新,生物制药,1.0,1.0,10.0,10.0,3841788.6726
1130,002670.SZ,国盛金控,证券,1.0,1.0,10.027,10.0271,764509.3047
1357,002913.SZ,奥士康,元器件,1.0,6.0,3.25,9.9959,192201.381
1473,300085.SZ,银之杰,软件服务,1.0,7.0,7.432,10.0076,600150.4418
1491,300103.SZ,达刚路机,工程机械,1.0,6.0,3.117,10.0112,245797.6838
1563,300175.SZ,朗源股份,食品,1.0,2.0,6.015,10.0642,237267.6839
1665,300278.SZ,华昌达,专用机械,1.0,6.0,3.386,10.0164,179600.2308
1666,300279.SZ,和晶科技,元器件,1.0,1.0,10.038,10.0379,181601.3166
1667,300280.SZ,紫天科技,专用机械,1.0,1.0,10.008,10.0085,498048.0
1707,300320.SZ,海达股份,橡胶,1.0,2.0,5.604,9.9278,275810.404
1733,300346.SZ,南大光电,元器件,1.0,2.0,5.339,9.9738,297847.1053
3328,603383.SH,顶点软件,软件服务,1.0,7.0,6.53,10.0072,353324.2608
