,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688390.SH,688390,固德威,电气设备,124.0,1.0,1.0,26.0,24.85,,0.0
1,605333.SH,605333,沪光股份,汽车配件,29.0,15.0,3.0,18.0,11.63,,0.0
2,300313.SZ,300313,天山生物,农业综合,28.88,10.0,2.0,17.0,53.19,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金",2.0
3,300301.SZ,300301,长方集团,半导体,6.92,5.0,3.0,8.0,43.17,,0.0
4,002997.SZ,002997,瑞鹄模具,汽车配件,21.75,3.0,3.0,6.0,9.98,,0.0
5,002999.SZ,002999,天禾股份,批发业,11.53,3.0,3.0,6.0,7.16,,0.0
6,605006.SH,605006,山东玻纤,玻璃,6.69,3.0,3.0,6.0,6.69,,0.0
7,300116.SZ,300116,坚瑞沃能,电气设备,4.1,7.0,1.0,5.0,151.18,"上海国泰君安君彤投资管理有限公司-君彤二期投资基金
深圳市招商平安资产管理有限责任公司
华润深国投信托有限公司-华润信托·招利13号单一资金信托",3.0
8,300283.SZ,300283,温州宏丰,电气设备,8.91,3.0,3.0,5.0,23.18,中央汇金资产管理有限责任公司,1.0
9,300102.SZ,300102,乾照光电,半导体,10.51,3.0,3.0,5.0,74.31,"山西黄河股权投资管理有限公司-太行产业并购私募基金
深圳和君正德资产管理有限公司-正德鑫盛一号投资私募基金
深圳和君正德资产管理有限公司-正德远盛产业创新结构化私募基金
国通信托有限责任公司-国通信托·紫金15号卓丰增持集合资金信托计划",4.0
10,300269.SZ,300269,联建光电,半导体,7.1,4.0,2.0,4.0,29.92,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划,1.0
11,300376.SZ,300376,易事特,电气设备,9.14,3.0,2.0,4.0,210.97,"创金合信基金-招商银行-广东华兴银行股份有限公司
民生加银基金-平安银行-方正东亚信托有限责任公司
哈尔滨融顺资产管理有限责任公司
华融证券-平安银行-华融股票宝21号集合资产管理计划",4.0
12,300064.SZ,300064,豫金刚石,矿物制品,5.53,3.0,2.0,4.0,35.32,,0.0
13,300708.SZ,300708,聚灿光电,半导体,27.98,2.0,2.0,4.0,25.58,,0.0
14,601702.SH,601702,N华峰铝,铝,5.31,1.0,1.0,4.0,13.26,,0.0
15,300022.SZ,300022,吉峰科技,农用机械,7.84,2.0,1.0,3.0,27.07,成都力鼎银科股权投资基金中心(有限合伙),1.0
16,300108.SZ,300108,吉药控股,中成药,6.4,2.0,2.0,3.0,28.26,"汇安基金-浦发银行-江海证券有限公司
吉林省现代农业和新兴产业投资基金有限公司",2.0
17,603536.SH,603536,惠发食品,食品,20.49,4.0,3.0,3.0,34.42,,0.0
18,300139.SZ,300139,晓程科技,元器件,13.84,3.0,2.0,3.0,31.41,,0.0
19,002762.SZ,002762,金发拉比,服饰,8.72,3.0,3.0,3.0,16.8,,0.0
20,002759.SZ,002759,天际股份,家用电器,9.35,3.0,2.0,3.0,37.6,,0.0
21,601798.SH,601798,蓝科高新,化工机械,10.54,3.0,3.0,3.0,37.37,,0.0
22,300008.SZ,300008,天海防务,船舶,9.05,3.0,1.0,2.0,67.24,东方富华(北京)投资基金管理有限公司-东方富华-上海佳豪专项资产管理计划,1.0
23,300157.SZ,300157,恒泰艾普,石油开采,7.24,3.0,1.0,2.0,51.19,,0.0
24,300071.SZ,300071,华谊嘉信,广告包装,4.52,3.0,1.0,2.0,28.89,杭州福石资产管理有限公司,1.0
25,300647.SZ,300647,超频三,元器件,13.92,3.0,1.0,2.0,30.07,,0.0
26,300128.SZ,300128,锦富技术,元器件,4.73,1.0,1.0,2.0,50.97,"泰兴市智成产业投资基金(有限合伙)
上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金",2.0
27,300135.SZ,300135,宝利国际,化工原料,4.3,3.0,1.0,2.0,39.63,,0.0
