,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300780.SZ,300780,德恩精工,机械基件,8.0,35.77,,13.12亿
1,300127.SZ,300127,银河磁体,元器件,6.0,26.38,"特斯拉, 稀土磁材, ",59.91亿
2,603169.SH,603169,兰石重装,专用机械,5.0,8.44,"一带一路, 核电, 定增破发, ",88.09亿
3,300781.SZ,300781,因赛集团,广告包装,4.0,34.85,,7.37亿
4,300090.SZ,300090,盛运环保,环境保护,4.0,1.71,"固废处理, 环保, 低价股, 股权转让, 壳公司, ",19.53亿
5,603183.SH,603183,建研院,建筑施工,3.0,13.99,,14.44亿
6,002949.SZ,002949,华阳国际,建筑施工,3.0,26.36,"次新股, 装配式建筑, 装修装饰, ",12.92亿
7,000812.SZ,000812,陕西金叶,广告包装,3.0,4.87,"教育, 信托, 包装印刷, ",32.64亿
8,002041.SZ,002041,登海种业,种植业,2.0,11.5,"转基因, 乡村振兴, 农业种植, 人造肉, ",100.49亿
9,300189.SZ,300189,神农科技,种植业,2.0,4.8,"海南自由贸易港, 自贸区, 农业种植, 自由贸易港, 海南, ",42.37亿
10,000587.SZ,000587,金洲慈航,批发业,2.0,2.52,"破净股, 低价股, 黄金, ",30.57亿
11,300152.SZ,300152,科融环境,环境保护,2.0,4.61,"固废处理, 雄安-园林环保, 大气治理, 燃料电池, 环保, 雄安新区, 污水处理, ",32.86亿
12,603258.SH,603258,电魂网络,互联网,2.0,20.21,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",23.55亿
13,300593.SZ,300593,新雷能,电气设备,2.0,25.4,"5G, 高送转-预期, 军工, 军民融合, ",17.0亿
14,603933.SH,603933,睿能科技,纺织机械,2.0,16.57,"工业自动化, 智能制造, 半导体, 共享经济, 手势识别, ",8.34亿
15,002412.SZ,002412,汉森制药,中成药,2.0,11.39,"金改, 二胎, 医药, 中药, 高送转, ",55.73亿
16,600213.SH,600213,亚星客车,汽车整车,1.0,11.2,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, ",24.64亿
17,600218.SH,600218,全柴动力,农用机械,1.0,14.65,"燃料电池, 强势人气股, ",54.02亿
18,300730.SZ,300730,科创信息,软件服务,1.0,20.98,"智能制造, 大数据, 工业互联网, 国产软件, 机器视觉, ",15.86亿
19,600069.SH,600069,银鸽投资,造纸,1.0,2.54,"债转股-AMC, 高质押率, 医药, 创新药, 低价股, 造纸, 半导体, ",41.25亿
20,600478.SH,600478,科力远,元器件,1.0,6.09,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, ",89.5亿
21,300605.SZ,300605,恒锋信息,软件服务,1.0,20.86,"养老产业, 数字中国, 高送转, 智慧城市, 国产软件, 智慧安防, ",10.12亿
22,300540.SZ,300540,深冷股份,专用机械,1.0,18.48,"天然气, 燃料电池, 壳公司, ",11.92亿
23,300538.SZ,300538,同益股份,批发业,1.0,20.0,"华为产业链, 小米概念股, 高送转, 国资入股, ",8.75亿
24,600393.SH,600393,粤泰股份,全国地产,1.0,4.72,"粤港澳大湾区, 高质押率, 房地产, ",46.64亿
25,600759.SH,600759,洲际油气,石油开采,1.0,3.55,"油服, 油气改革, 海南自由贸易港, 燃料电池, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, ",80.17亿
26,600537.SH,600537,亿晶光电,半导体,1.0,4.32,"光伏, ",50.82亿
27,603013.SH,603013,亚普股份,汽车配件,1.0,17.88,"汽车零部件, ",10.73亿
28,603787.SH,603787,新日股份,摩托车,1.0,15.5,"共享经济, ",10.99亿
29,603726.SH,603726,朗迪集团,机械基件,1.0,18.7,"白色家电, 家电, ",24.8亿
30,603619.SH,603619,中曼石油,石油开采,1.0,20.04,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",28.72亿
31,603327.SH,603327,福蓉科技,元器件,1.0,29.28,,14.93亿
32,603166.SH,603166,福达股份,汽车配件,1.0,7.26,"汽车零部件, 工业自动化, 智能制造, 广西, ",42.98亿
33,603058.SH,603058,永吉股份,广告包装,1.0,9.12,"回购, 包装印刷, ",20.44亿
