,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
3,300591.SZ,万里马,服饰,10.0173,6.37,30.15,
8,300029.SZ,天龙光电,专用机械,9.9673,6.73,29.96,
12,300273.SZ,和佳医疗,医疗保健,9.9668,6.62,27.28,
20,600521.SH,华海药业,化学制药,9.9955,24.43,21.45,
26,000887.SZ,中鼎股份,橡胶,10.0592,9.3,20.09,
34,600107.SH,美尔雅,服饰,9.9741,8.49,20.03,
37,600191.SH,华资实业,食品,10.0186,5.93,20.02,
38,603608.SH,天创时尚,服饰,9.9631,11.92,20.01,
39,002768.SZ,国恩股份,塑料,10.0027,40.91,19.99,
42,600983.SH,惠而浦,家用电器,9.9366,5.2,19.94,
59,603185.SH,上机数控,机床制造,10.014,39.22,16.31,"香港中央结算有限公司(陆股通)
中英益利资管-中国银行-中英益利-中英人寿福临1号资产管理产品"
66,603843.SH,正平股份,建筑工程,10.0446,4.93,15.85,
75,600628.SH,新世界,百货,10.0,11.88,15.54,
139,603555.SH,贵人鸟,服饰,10.089,3.71,10.09,
145,300506.SZ,名家汇,建筑工程,10.0719,6.12,10.07,
152,002571.SZ,德力股份,玻璃,10.0616,5.36,10.06,
153,002193.SZ,如意集团,纺织,10.0601,7.33,10.06,
154,300150.SZ,世纪瑞尔,软件服务,10.0616,5.36,10.06,
159,603157.SH,拉夏贝尔,服饰,10.049,4.49,10.05,
167,002205.SZ,国统股份,其他建材,10.0408,13.48,10.04,
174,002612.SZ,朗姿股份,服饰,10.0381,8.66,10.04,
194,600814.SH,杭州解百,百货,10.0209,5.27,10.02,"香港中央结算有限公司(陆股通)
基本养老保险基金九零三组合"
211,300497.SZ,富祥药业,化学制药,10.0,27.83,10.0,"招商银行股份有限公司-兴全合泰混合型证券投资基金
中国农业银行股份有限公司-宝盈策略增长混合型证券投资基金
全国社保基金四零一组合
国海创新资本投资管理有限公司-证券行业支持民企发展系列之国海创新1号私募股权投资基金"
215,603687.SH,大胜达,广告包装,10.0,16.17,10.0,
222,603520.SH,司太立,化学制药,10.0,59.95,10.0,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金
上海睿亿投资发展中心(有限合伙)-睿亿投资攀山七期私募证券投资基金"
239,603001.SH,奥康国际,服饰,10.0,8.91,10.0,
251,300608.SZ,思特奇,软件服务,9.9888,19.6,9.99,
253,002845.SZ,同兴达,元器件,9.9904,23.01,9.99,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
深圳镕盛投资管理有限公司-镕盛1号基金
陕西省国际信托股份有限公司-陕国投·海中湾(齐鲁)3号证券投资集合资金信托计划"
254,603226.SH,菲林格尔,家居用品,9.9826,18.95,9.98,
258,600894.SH,广日股份,运输设备,9.9849,7.27,9.98,
260,300307.SZ,慈星股份,纺织机械,9.9778,4.96,9.98,"杭州秉怀资产管理有限公司-秉怀善世德博1号私募证券投资基金
上海竹润投资有限公司-竹润乐其1号私募证券投资基金
中央汇金资产管理有限责任公司
杭州秉怀资产管理有限公司-秉怀善世德博1号私募证券投资基金
上海竹润投资有限公司-竹润乐其1号私募证券投资基金
中央汇金资产管理有限责任公司"
283,600283.SH,钱江水利,水务,9.9542,9.61,9.95,
287,000976.SZ,华铁股份,运输设备,9.9548,4.86,9.95,
294,002494.SZ,华斯股份,服饰,9.9366,5.2,9.94,北京海燕投资管理有限公司-海燕定向战略3号私募基金
297,002480.SZ,新筑股份,机械基件,9.9274,4.54,9.93,
301,002094.SZ,青岛金王,日用化工,9.9034,4.55,9.9,
302,002269.SZ,美邦服饰,服饰,9.901,2.22,9.9,
303,002060.SZ,粤水电,建筑工程,9.8592,3.12,9.86,
304,002779.SZ,中坚科技,农用机械,9.8498,18.29,9.85,
