,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688557.SH,688557,N兰剑,专用机械,57.6,1.0,14.0,9.53,,0.0
1,003004.SZ,003004,声迅股份,软件服务,46.98,3.0,9.0,9.61,,0.0
2,600121.SH,600121,郑州煤电,煤炭开采,4.72,2.0,8.0,57.51,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
3,600707.SH,600707,彩虹股份,元器件,8.6,3.0,7.0,212.84,"北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划
合肥芯屏产业投资基金(有限合伙)",2.0
4,688578.SH,688578,N艾力斯-U,化学制药,37.3,1.0,7.0,25.53,,0.0
5,605266.SH,605266,健之佳,医药商业,127.01,3.0,6.0,16.83,,0.0
6,000798.SZ,000798,中水渔业,渔业,9.81,3.0,5.0,31.33,,0.0
7,002510.SZ,002510,天汽模,汽车配件,6.24,2.0,5.0,47.55,"招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
8,600191.SH,600191,华资实业,食品,7.57,3.0,4.0,36.71,,0.0
9,600844.SH,600844,丹化科技,化工原料,4.24,3.0,4.0,34.88,财通基金-工商银行-富春定增1021号资产管理计划,1.0
10,002765.SZ,002765,蓝黛科技,汽车配件,7.34,3.0,4.0,20.22,,0.0
11,002670.SZ,002670,国盛金控,证券,15.97,2.0,4.0,259.17,中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金,1.0
12,605258.SH,605258,协和电子,元器件,38.25,1.0,4.0,8.41,,0.0
13,601187.SH,601187,厦门银行,银行,14.29,2.0,3.0,37.71,,0.0
14,600213.SH,600213,亚星客车,汽车整车,10.52,3.0,3.0,23.14,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
15,002948.SZ,002948,青岛银行,银行,7.21,3.0,3.0,43.62,"中国工商银行-南方宝元债券型基金
香港中央结算有限公司(陆股通)",2.0
16,002652.SZ,002652,扬子新材,其他建材,4.75,3.0,3.0,21.26,,0.0
17,002996.SZ,002996,顺博合金,铝,17.65,2.0,3.0,9.35,,0.0
18,002196.SZ,002196,方正电机,纺织机械,8.88,3.0,3.0,36.8,"红塔资产-浙商银行-红塔资产鑫瑞1号资产管理计划
上海长风汇信股权投资基金管理有限公司-上海长风汇信股权投资中心(有限合伙)",2.0
19,601127.SH,601127,小康股份,汽车配件,20.69,2.0,2.0,193.12,"华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划
小康控股-红塔证券-20康EB02担保及信托财产专户
重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
小康控股-红塔证券-19小康EB担保及信托财产专户",4.0
20,600746.SH,600746,江苏索普,化工原料,8.18,2.0,2.0,24.92,,0.0
21,600552.SH,600552,凯盛科技,玻璃,7.08,2.0,2.0,54.08,,0.0
22,600117.SH,600117,西宁特钢,特种钢,4.18,2.0,2.0,43.69,,0.0
23,603439.SH,603439,贵州三力,中成药,24.23,2.0,2.0,9.87,,0.0
24,002813.SZ,002813,路畅科技,汽车配件,23.86,2.0,2.0,8.25,,0.0
25,600397.SH,600397,安源煤业,煤炭开采,3.91,2.0,2.0,38.71,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
26,000157.SZ,000157,中联重科,工程机械,10.11,2.0,2.0,653.26,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中航信托股份有限公司-中航信托·天顺【2018】220号中联单一资金信托",3.0
27,002618.SZ,002618,丹邦科技,元器件,8.12,2.0,2.0,44.49,香港中央结算有限公司(陆股通),1.0
28,603976.SH,603976,正川股份,医疗保健,80.08,2.0,2.0,121.08,,0.0
29,600333.SH,600333,长春燃气,供气供热,5.14,1.0,1.0,31.3,,0.0
30,600261.SH,600261,阳光照明,家用电器,4.34,1.0,1.0,63.02,"嘉实基金-农业银行-嘉实中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划",4.0
31,002258.SZ,002258,利尔化学,农药化肥,23.07,1.0,1.0,120.43,"基本养老保险基金八零二组合
中国工商银行-南方绩优成长股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
全国社保基金一一三组合
交通银行股份有限公司-南方成长先锋混合型证券投资基金",6.0
32,600257.SH,600257,大湖股份,渔业,5.16,1.0,1.0,24.83,,0.0
33,600433.SH,600433,冠豪高新,造纸,4.62,1.0,1.0,58.73,,0.0
34,000638.SZ,000638,万方发展,软件服务,7.9,1.0,1.0,24.44,,0.0
35,600211.SH,600211,西藏药业,中成药,67.98,1.0,1.0,168.55,中国银行股份有限公司-华夏鼎沛债券型证券投资基金,1.0
