,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,300035.SZ,300035,中科电气,电气设备,27.41,2.67,109.94
1,603659.SH,603659,璞泰来,化工原料,24.09,2.29,807.57
2,002667.SZ,002667,鞍重股份,工程机械,12.38,2.24,37.19
3,600110.SH,600110,诺德股份,电气设备,27.65,2.1,134.17
4,002709.SZ,002709,天赐材料,化工原料,15.27,2.05,624.74
5,603565.SH,603565,中谷物流,仓储物流,18.24,2.04,29.79
6,000906.SZ,000906,浙商中拓,批发业,21.91,1.94,83.09
7,000572.SZ,000572,海马汽车,汽车整车,35.94,1.89,110.19
8,002594.SZ,002594,比亚迪,汽车整车,19.82,1.87,2454.03
9,002371.SZ,002371,北方华创,半导体,21.93,1.86,1008.87
10,300438.SZ,300438,鹏辉能源,电气设备,15.84,1.85,69.16
11,002812.SZ,002812,恩捷股份,塑料,8.89,1.84,1128.71
12,300037.SZ,300037,新宙邦,化工原料,11.59,1.74,278.54
13,300871.SZ,300871,回盛生物,农业综合,13.01,1.7,19.36
14,300073.SZ,300073,当升科技,矿物制品,10.92,1.69,249.72
15,601633.SH,601633,长城汽车,汽车整车,15.54,1.67,2578.58
16,300363.SZ,300363,博腾股份,化学制药,21.99,1.65,334.99
17,300082.SZ,300082,奥克股份,化工原料,16.44,1.62,80.02
18,600165.SH,600165,新日恒力,化工原料,11.71,1.61,53.97
19,300456.SZ,300456,赛微电子,元器件,26.21,1.53,93.89
20,300776.SZ,300776,帝尔激光,专用机械,18.01,1.52,62.93
21,300390.SZ,300390,天华超净,元器件,37.53,1.51,181.85
22,300887.SZ,300887,谱尼测试,综合类,12.24,1.49,23.56
23,603596.SH,603596,伯特利,汽车配件,10.23,1.48,146.79
24,002970.SZ,002970,锐明技术,通信设备,16.1,1.45,41.04
25,600596.SH,600596,新安股份,化工原料,15.83,1.45,123.95
26,300593.SZ,300593,新雷能,电气设备,12.25,1.45,68.27
27,603885.SH,603885,吉祥航空,空运,5.86,1.43,311.24
28,601689.SH,601689,拓普集团,汽车配件,8.77,1.43,419.89
