,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,600715.SH,文投控股,影视音像,9.854,3.01,"中国民生信托有限公司-中国民生信托-至信516号证券投资集合资金信托计划
上海丰煜投资有限公司-丰煜-稳盈证券投资基金1号
中国民生信托有限公司-中国民生信托-至信516号证券投资集合资金信托计划
上海丰煜投资有限公司-丰煜-稳盈证券投资基金1号"
1,000564.SZ,供销大集,百货,9.9307,4.76,"上海并购股权投资基金合伙企业(有限合伙)
西部利得基金-交通银行-哈尔滨嘉悦投资有限公司
方正富邦基金-光大银行-陕西省国际信托-陕国投·盛唐70号定向投资集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海并购股权投资基金合伙企业(有限合伙)
西部利得基金-交通银行-哈尔滨嘉悦投资有限公司
方正富邦基金-光大银行-陕西省国际信托-陕国投·盛唐70号定向投资集合资金信托计划"
2,603366.SH,日出东方,家用电器,9.9359,6.86,"中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
3,000613.SZ,大东海A,旅游服务,9.9886,9.69,
4,603383.SH,顶点软件,软件服务,9.9925,58.56,
5,605288.SH,凯迪股份,元器件,9.9977,146.66,
6,002654.SZ,万润科技,互联网,10.0,4.95,
7,300654.SZ,世纪天鸿,出版业,10.0,13.53,
8,600415.SH,小商品城,商品城,10.0,4.18,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
9,603301.SH,振德医疗,医疗保健,10.0068,48.37,
10,603976.SH,正川股份,医疗保健,10.0134,24.72,"上海天倚道投资管理有限公司-天倚道-幻方星辰7号私募基金
中国农业银行股份有限公司-泰康新机遇灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金"
11,603277.SH,银都股份,专用机械,10.0204,10.76,
12,600828.SH,茂业商业,百货,10.0244,4.5,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
交银施罗德基金-宁波银行-交银施罗德恒远一号集合资产管理计划"
13,600198.SH,大唐电信,通信设备,10.0483,11.39,"嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
14,600865.SH,百大集团,百货,10.0741,7.43,
15,002366.SZ,台海核电,专用机械,10.0897,4.91,"香港中央结算有限公司(陆股通)
华润深国投信托有限公司-睿宏1号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
华润深国投信托有限公司-睿宏1号集合资金信托计划"
