,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,600306.SH,600306,*ST商城,百货,55.45,1.0,17.96
1,600311.SH,600311,ST荣华,黄金,40.54,1.0,17.31
2,600112.SH,600112,*ST天成,电气设备,55.33,1.0,15.58
3,000980.SZ,000980,*ST众泰,汽车配件,27.59,1.0,73.76
4,600241.SH,600241,ST时万,商贸代理,44.61,1.0,19.75
5,000806.SZ,000806,*ST银河,生物制药,23.27,0.8,21.12
6,600734.SH,600734,*ST实达,IT设备,32.18,0.8,14.28
7,600146.SH,600146,*ST环球,服饰,20.89,0.6,8.98
8,000422.SZ,000422,ST宜化,农药化肥,32.48,0.6,60.42
9,002650.SZ,002650,ST加加,食品,22.35,0.6,82.6
10,002592.SZ,002592,ST八菱,汽车配件,20.65,0.6,14.5
11,002473.SZ,002473,*ST圣莱,家用电器,20.37,0.6,11.44
12,603157.SH,603157,*ST拉夏,服饰,23.66,0.6,11.47
13,600666.SH,600666,ST瑞德,元器件,15.58,0.6,14.31
14,000752.SZ,000752,*ST西发,啤酒,33.65,0.6,14.98
15,000707.SZ,000707,*ST双环,化工原料,23.55,0.6,14.85
16,000663.SZ,000663,*ST永林,林业,29.97,0.6,28.92
17,603032.SH,603032,*ST德新,公共交通,24.24,0.6,23.46
18,002089.SZ,002089,ST新海,通信设备,19.1,0.4,28.02
19,300370.SZ,300370,ST安控,电器仪表,21.21,0.4,18.84
20,000587.SZ,000587,*ST金洲,批发业,19.63,0.4,23.65
21,300312.SZ,300312,*ST邦讯,通信设备,24.83,0.4,8.22
22,600291.SH,600291,*ST西水,保险,24.41,0.2,28.97
23,600766.SH,600766,*ST园城,黄金,20.51,0.2,9.47
24,600225.SH,600225,*ST松江,区域地产,16.58,0.2,20.34
25,600198.SH,600198,*ST大唐,通信设备,25.59,0.2,60.93
26,600193.SH,600193,ST创兴,装修装饰,14.93,0.2,37.99
27,600139.SH,600139,ST西源,综合类,8.99,0.2,13.63
28,300859.SZ,300859,*ST西域,旅游服务,13.6,0.2,8.61
29,000017.SZ,000017,*ST中华A,文教休闲,25.68,0.2,11.27
30,300325.SZ,300325,*ST德威,塑料,12.35,0.2,18.14
31,300278.SZ,300278,*ST华昌,专用机械,23.44,0.2,11.26
32,300178.SZ,300178,*ST腾邦,旅游服务,17.05,0.2,14.85
33,300044.SZ,300044,*ST赛为,软件服务,22.98,0.2,20.39
34,002586.SZ,002586,*ST围海,建筑工程,11.81,0.2,23.56
35,002529.SZ,002529,*ST海源,专用机械,16.02,0.2,20.9
36,002499.SZ,002499,*ST科林,环境保护,9.51,0.2,11.75
37,002356.SZ,002356,*ST赫美,其他商业,21.32,0.2,12.58
38,002175.SZ,002175,*ST东网,电器仪表,9.84,0.2,15.15
39,002147.SZ,002147,*ST新光,区域地产,17.57,0.2,14.02
40,002113.SZ,002113,*ST天润,互联网,13.38,0.2,15.52
41,002021.SZ,002021,ST中捷,纺织机械,13.98,0.2,14.57
42,000820.SZ,000820,*ST节能,环境保护,10.32,0.2,10.76
43,000780.SZ,000780,*ST平能,煤炭开采,19.57,0.2,55.79
44,000595.SZ,000595,*ST宝实,机械基件,17.92,0.2,32.19
45,002684.SZ,002684,*ST猛狮,电气设备,20.58,0.2,17.66
