,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,000816.SZ,000816,智慧农业,农用机械,12.0
1,605007.SH,605007,五洲特纸,造纸,8.0
2,689009.SH,689009,九号公司-UWD,专用机械,7.0
3,000545.SZ,000545,金浦钛业,化工原料,7.0
4,002612.SZ,002612,朗姿股份,服饰,7.0
5,002646.SZ,002646,青青稞酒,白酒,6.0
6,605111.SH,605111,新洁能,半导体,6.0
7,603919.SH,603919,金徽酒,白酒,6.0
8,003015.SZ,003015,日久光电,元器件,6.0
9,603533.SH,603533,掌阅科技,互联网,6.0
10,601866.SH,601866,中远海发,水运,5.0
11,688179.SH,688179,阿拉丁,化学制药,5.0
12,601702.SH,601702,华峰铝业,铝,5.0
13,601127.SH,601127,小康股份,汽车配件,5.0
14,003018.SZ,003018,金富科技,塑料,5.0
15,600559.SH,600559,老白干酒,白酒,5.0
16,300286.SZ,300286,安科瑞,电器仪表,5.0
17,300549.SZ,300549,优德精密,专用机械,5.0
18,300727.SZ,300727,润禾材料,化工原料,5.0
19,688133.SH,688133,泰坦科技,化工原料,5.0
20,003017.SZ,003017,大洋生物,化工原料,5.0
21,300720.SZ,300720,海川智能,电器仪表,4.0
22,600807.SH,600807,济南高新,区域地产,4.0
23,002172.SZ,002172,澳洋健康,化纤,4.0
24,601995.SH,601995,中金公司,证券,4.0
25,600178.SH,600178,东安动力,汽车配件,4.0
26,003019.SZ,003019,宸展光电,元器件,4.0
27,300126.SZ,300126,锐奇股份,轻工机械,4.0
28,002750.SZ,002750,龙津药业,中成药,4.0
29,000550.SZ,000550,江铃汽车,汽车整车,4.0
30,600189.SH,600189,泉阳泉,软饮料,4.0
31,600428.SH,600428,中远海特,水运,4.0
32,300153.SZ,300153,科泰电源,电气设备,4.0
33,002553.SZ,002553,南方轴承,汽车配件,4.0
34,601187.SH,601187,厦门银行,银行,4.0
35,300807.SZ,300807,天迈科技,软件服务,4.0
36,600686.SH,600686,金龙汽车,汽车整车,4.0
37,600321.SH,600321,正源股份,其他建材,4.0
38,600199.SH,600199,金种子酒,白酒,3.0
39,601579.SH,601579,会稽山,红黄酒,3.0
40,300843.SZ,300843,胜蓝股份,元器件,3.0
41,601168.SH,601168,西部矿业,铜,3.0
42,605008.SH,605008,长鸿高科,塑料,3.0
43,003009.SZ,003009,中天火箭,航空,3.0
44,002141.SZ,002141,贤丰控股,元器件,3.0
45,600059.SH,600059,古越龙山,红黄酒,3.0
46,002824.SZ,002824,和胜股份,铝,3.0
47,601919.SH,601919,中远海控,水运,3.0
48,002759.SZ,002759,天际股份,家用电器,3.0
49,300491.SZ,300491,通合科技,电气设备,3.0
50,300903.SZ,300903,科翔股份,元器件,3.0
51,300589.SZ,300589,江龙船艇,船舶,3.0
52,603198.SH,603198,迎驾贡酒,白酒,3.0
53,600616.SH,600616,金枫酒业,红黄酒,3.0
54,002379.SZ,002379,宏创控股,铝,3.0
55,002524.SZ,002524,光正眼科,医疗保健,3.0
56,300569.SZ,300569,天能重工,专用机械,3.0
57,300999.SZ,300999,金龙鱼,食品,3.0
58,603333.SH,603333,尚纬股份,电气设备,3.0
59,300350.SZ,300350,华鹏飞,仓储物流,3.0
60,300670.SZ,300670,大烨智能,电气设备,3.0
61,601008.SH,601008,连云港,港口,3.0
62,300681.SZ,300681,英搏尔,汽车配件,3.0
63,300062.SZ,300062,中能电气,电气设备,3.0
64,600543.SH,600543,莫高股份,红黄酒,3.0
65,600336.SH,600336,澳柯玛,家用电器,3.0
66,600798.SH,600798,宁波海运,水运,3.0
67,000807.SZ,000807,云铝股份,铝,3.0
68,600573.SH,600573,惠泉啤酒,啤酒,3.0
69,000923.SZ,000923,河钢资源,普钢,3.0
70,600596.SH,600596,新安股份,化工原料,3.0
71,002664.SZ,002664,长鹰信质,汽车配件,2.0
72,300141.SZ,300141,和顺电气,电气设备,2.0
73,600121.SH,600121,郑州煤电,煤炭开采,2.0
74,300490.SZ,300490,华自科技,电气设备,2.0
75,300131.SZ,300131,英唐智控,元器件,2.0
76,600158.SH,600158,中体产业,文教休闲,2.0
77,603126.SH,603126,中材节能,环境保护,2.0
78,300132.SZ,300132,青松股份,化工原料,2.0
79,600068.SH,600068,葛洲坝,建筑工程,2.0
80,603167.SH,603167,渤海轮渡,水运,2.0
81,300446.SZ,300446,ST乐凯,化工原料,2.0
82,300514.SZ,300514,友讯达,通信设备,2.0
