,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002462.SZ,002462,嘉事堂,医药商业,True,13.96,True,False,0.07,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金
景顺长城基金-工商银行-景顺长城基金工行500增强资产管理计划",3.0
1,002900.SZ,002900,哈三联,化学制药,True,11.63,True,False,0.08,"中瑞国信资产管理有限公司
中合供销一期(上海)股权投资基金合伙企业(有限合伙)",2.0
2,600422.SH,600422,昆药集团,中成药,True,10.03,True,False,0.08,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
3,600713.SH,600713,南京医药,医药商业,True,4.46,True,False,0.08,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金,1.0
4,000516.SZ,000516,国际医学,医疗保健,True,4.29,True,False,0.08,"泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划
广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划",2.0
5,600479.SH,600479,千金药业,中成药,True,9.3,True,False,0.09,"长安基金-光大银行-长安平安富贵千金净雅资产管理计划
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金",2.0
6,603998.SH,603998,方盛制药,中成药,True,6.75,True,False,0.09,,0.0
7,000919.SZ,000919,金陵药业,化学制药,True,6.81,True,False,0.09,中央汇金资产管理有限责任公司,1.0
8,002562.SZ,002562,兄弟科技,化学制药,True,5.53,True,False,0.09,"中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华夏兴华混合型证券投资基金",3.0
9,603368.SH,603368,柳药股份,医药商业,True,24.0,True,False,0.09,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
香港中央结算有限公司(陆股通)
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金",5.0
10,002898.SZ,002898,赛隆药业,化学制药,True,13.92,True,False,0.09,,0.0
11,600062.SH,600062,华润双鹤,化学制药,True,13.43,True,False,0.09,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
吕梁金地资产管理有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",6.0
12,002737.SZ,002737,葵花药业,中成药,True,14.63,True,False,0.09,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
13,601607.SH,601607,上海医药,医药商业,True,19.01,True,False,0.09,"银华基金-农业银行-银华中证金融资产管理计划
全国社保基金六零四组合
全国社保基金四一二组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",5.0
14,600851.SH,600851,海欣股份,化学制药,True,7.88,True,False,0.1,"重庆国际信托股份有限公司-兴国1号集合资金信托计划
中央汇金资产管理有限责任公司
深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金
重庆国际信托股份有限公司-兴国2号集合资金信托",4.0
15,600557.SH,600557,康缘药业,中成药,True,14.25,True,False,0.1,"博时基金-农业银行-博时中证金融资产管理计划
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划",10.0
16,002349.SZ,002349,精华制药,中成药,True,5.34,True,False,0.1,,0.0
17,300723.SZ,300723,一品红,化学制药,True,42.06,True,False,0.1,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",4.0
18,600056.SH,600056,中国医药,医药商业,True,14.41,True,False,0.11,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金",4.0
19,000999.SZ,000999,华润三九,中成药,True,29.68,True,False,0.11,"全国社保基金一零三组合
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
摩根士丹利投资管理公司-摩根士丹利中国A股基金",5.0
20,000534.SZ,000534,万泽股份,生物制药,True,9.86,True,False,0.11,"华润深国投信托有限公司-润之信13期集合资金信托计划
九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
云南国际信托有限公司-聚信5号集合资金信托计划",3.0
21,600299.SH,600299,安迪苏,化学制药,True,12.43,True,False,0.12,"江苏聚合创意新兴产业投资基金(有限合伙)
蓝星集团-国泰君安-19蓝星EB担保及信托财产专户
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金",5.0
22,002872.SZ,002872,ST天圣,化学制药,True,5.71,True,False,0.12,,0.0
23,002422.SZ,002422,科伦药业,化学制药,True,22.1,True,False,0.12,"香港中央结算有限公司(陆股通)
重庆国际信托股份有限公司-创赢投资10号集合资金信托计划",2.0
24,603579.SH,603579,荣泰健康,医疗保健,True,28.08,True,False,0.12,香港中央结算有限公司(陆股通),1.0
25,002437.SZ,002437,誉衡药业,化学制药,True,3.32,True,False,0.12,,0.0
26,600085.SH,600085,同仁堂,中成药,True,27.98,True,False,0.13,"全国社保基金一零三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
27,300434.SZ,300434,金石亚药,化学制药,True,8.17,True,False,0.13,,0.0
28,600332.SH,600332,白云山,中成药,True,33.2014,True,False,0.13,"华夏基金-农业银行-华夏中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划",4.0
29,002004.SZ,002004,华邦健康,化学制药,True,5.39,True,False,0.13,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",2.0
30,002102.SZ,002102,ST冠福,化学制药,True,1.96,True,False,0.14,,0.0
31,000623.SZ,000623,吉林敖东,化学制药,True,16.9666,True,False,0.14,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
32,300039.SZ,300039,上海凯宝,中成药,True,5.51,True,False,0.14,中央汇金资产管理有限责任公司,1.0
33,300255.SZ,300255,常山药业,生物制药,True,6.0101,True,False,0.16,"珠海保联资产管理有限公司
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金",2.0
34,600285.SH,600285,羚锐制药,中成药,True,9.38,True,False,0.18,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划
香港中央结算有限公司(陆股通)",5.0
35,600998.SH,600998,九州通,医药商业,True,20.15,True,False,0.18,"中国信达资产管理股份有限公司
楚昌投资-海通证券-19楚昌EB02担保及信托财产专户
楚昌投资-海通证券-19楚昌EB01担保及信托财产专户
北京博润银泰投资管理有限公司-博润银泰多策略7号私募证券投资基金
香港中央结算有限公司(陆股通)",5.0
36,600381.SH,600381,青海春天,医疗保健,True,5.2,True,False,0.18,,0.0
37,000963.SZ,000963,华东医药,化学制药,True,25.4,True,False,0.18,"泰康资产管理有限责任公司-积极配置投资产品
基本养老保险基金一五零四一组合
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金一零六组合",5.0
38,688310.SH,688310,迈得医疗,医疗保健,True,36.87,True,False,0.2,,0.0
39,688520.SH,688520,神州细胞-U,生物制药,True,85.52,True,True,0.2,,0.0
40,600436.SH,600436,片仔癀,中成药,True,172.07,True,False,0.21,"深圳市林园投资管理有限责任公司-林园投资36号私募投资基金
深圳市林园投资管理有限责任公司-林园投资29号私募投资基金
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
深圳市林园投资管理有限责任公司-林园投资21号私募投资基金",6.0
41,300003.SZ,300003,乐普医疗,医疗保健,True,40.57,True,True,0.21,"中国信达资产管理股份有限公司
中央汇金资产管理有限责任公司
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
海通证券资管-工商银行-海通投融宝1号集合资产管理计划
全国社保基金五零三组合
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
全国社保基金一一七组合
全国社保基金一零四组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
挪威中央银行-自有资金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
鼎晖投资咨询新加坡有限公司-鼎晖稳健成长A股基金",15.0
42,688266.SH,688266,泽璟制药-U,化学制药,True,85.58,True,False,0.22,"中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
上海乘安资产管理有限公司-乘安99传承1号私募证券投资基金",2.0
43,603718.SH,603718,海利生物,生物制药,True,21.2109,True,True,0.22,,0.0
44,000989.SZ,000989,九芝堂,中成药,True,10.77,True,False,0.22,"绵阳科技城产业投资基金(有限合伙)
鹏华资产-浦发银行-鹏华资产金润28号资产管理计划
鹏华资产-浦发银行-鹏华资产金润21号资产管理计划
鹏华资产管理-浦发银行-鹏华资产金润18号资产管理计划
鹏华资产-浦发银行-鹏华资产金润25号资产管理计划
香港中央结算有限公司(陆股通)",6.0
45,002923.SZ,002923,润都股份,化学制药,True,20.43,True,False,0.23,广东中科白云新兴产业创业投资基金有限公司,1.0
46,603590.SH,603590,康辰药业,化学制药,True,39.65,True,False,0.24,香港中央结算有限公司(陆股通),1.0
47,600566.SH,600566,济川药业,中成药,True,25.97,True,False,0.24,"中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一六组合",6.0
48,600535.SH,600535,天士力,中成药,True,17.18,True,True,0.25,"银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划",6.0
49,002399.SZ,002399,海普瑞,化学制药,True,25.9,True,False,0.25,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金",4.0
