,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688700.SH,688700,N东威,专用机械,41.33,1.0,34.0,134.0,13.83,,0.0
1,605499.SH,605499,东鹏饮料,软饮料,209.1,3.0,16.0,116.0,83.66,,0.0
2,600905.SH,600905,三峡能源,新型电力,4.62,3.0,6.0,106.0,321.06,,0.0
3,605259.SH,605259,N绿田,农用机械,39.02,1.0,4.0,104.0,8.58,,0.0
4,603529.SH,603529,N爱玛,摩托车,40.12,1.0,4.0,104.0,26.08,,0.0
5,600070.SH,600070,浙江富润,互联网,8.97,2.0,2.0,102.0,46.82,"横琴广金美好基金管理有限公司-广金美好玻色六号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
6,002010.SZ,002010,传化智联,仓储物流,8.73,2.0,2.0,102.0,277.85,"长安财富-广发银行-长安资产·传化物流股权投资专项资产管理计划
上海陆家嘴股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
华安未来资产-工商银行-传化集团专项资产管理计划",4.0
7,603069.SH,603069,海汽集团,公路,25.99,2.0,2.0,102.0,82.13,浙江九章资产管理有限公司-九章幻方中证500量化进取4号私募基金,1.0
8,688579.SH,688579,山大地纬,软件服务,16.32,1.0,2.0,102.0,6.2,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
9,002530.SZ,002530,金财互联,软件服务,9.04,2.0,2.0,102.0,57.57,香港中央结算有限公司(陆股通),1.0
10,688345.SH,688345,博力威,电气设备,69.2,1.0,23.0,23.0,14.03,,0.0
11,301008.SZ,301008,C宏昌,电气设备,58.2,1.0,9.0,9.0,9.7,,0.0
12,605319.SH,605319,无锡振华,汽车配件,21.86,2.0,8.0,8.0,10.93,,0.0
13,600238.SH,600238,海南椰岛,红黄酒,31.86,1.0,7.0,7.0,141.78,,0.0
14,688609.SH,688609,九联科技,通信设备,16.38,2.0,7.0,7.0,13.23,,0.0
15,601156.SH,601156,东航物流,空运,26.4,2.0,6.0,6.0,41.91,,0.0
16,003032.SZ,003032,传智教育,文教休闲,31.69,2.0,5.0,5.0,12.75,,0.0
17,002881.SZ,002881,美格智能,通信设备,31.44,2.0,5.0,5.0,33.79,"中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金",2.0
18,000004.SZ,000004,国华网安,软件服务,21.58,2.0,4.0,4.0,24.84,"中科汇通(厦门)股权投资基金有限公司
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金",2.0
19,000982.SZ,000982,中银绒业,纺织,1.95,2.0,4.0,4.0,83.11,北京中融鼎新投资管理有限公司-中融鼎新-天平1号基金,1.0
20,002892.SZ,002892,科力尔,电气设备,25.5,2.0,3.0,3.0,21.15,,0.0
21,603927.SH,603927,中科软,软件服务,45.21,2.0,2.0,2.0,146.75,,0.0
22,600759.SH,600759,洲际油气,石油开采,2.78,1.0,2.0,2.0,62.78,,0.0
23,605117.SH,605117,德业股份,家用电器,90.63,2.0,2.0,2.0,38.67,,0.0
24,301006.SZ,301006,迈拓股份,电器仪表,39.55,1.0,2.0,2.0,13.07,,0.0
25,002326.SZ,002326,永太科技,化工原料,16.93,2.0,2.0,2.0,113.44,"深圳市纵贯资本管理有限公司-纵贯日升私募证券投资基金
香港中央结算有限公司(陆股通)
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金",3.0
26,603806.SH,603806,福斯特,塑料,93.6,2.0,2.0,2.0,864.36,"交通银行股份有限公司-易方达高端制造混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达安心回报债券型证券投资基金
上海浦东发展银行股份有限公司-易方达裕丰回报债券型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划",5.0
