,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300859.SZ,300859,西域旅游,旅游服务,32.2,12.0,1.0,12.48,,0.0
1,300857.SZ,300857,协创数据,IT设备,45.58,9.0,2.0,23.54,,0.0
2,601456.SH,601456,国联证券,证券,17.0,9.0,0.0,80.87,,0.0
3,002995.SZ,002995,天地在线,互联网,71.78,8.0,0.0,11.61,,0.0
4,603167.SH,603167,渤海轮渡,水运,21.0,8.0,2.0,97.8,"中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
交通银行股份有限公司-景顺长城中证红利低波动100交易型开放式指数证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国建设银行股份有限公司-华安国企改革主题灵活配置混合型证券投资基金",5.0
5,002991.SZ,002991,甘源食品,食品,139.0,8.0,0.0,32.39,,0.0
6,002108.SZ,002108,沧州明珠,塑料,6.66,8.0,2.0,94.43,"云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金",3.0
7,002993.SZ,002993,奥海科技,元器件,68.57,7.0,3.0,30.99,,0.0
8,600543.SH,600543,莫高股份,红黄酒,11.38,7.0,1.0,36.54,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
9,002506.SZ,002506,协鑫集成,电气设备,4.59,7.0,0.0,232.89,"长城(德阳)超日项目基金合伙企业(有限合伙)
天津融境股权投资基金中心(有限合伙)
香港中央结算有限公司(陆股通)",3.0
10,300858.SZ,300858,科拓生物,食品,87.92,6.0,0.0,18.14,,0.0
11,600158.SH,600158,中体产业,文教休闲,16.09,6.0,2.0,105.79,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
12,605333.SH,605333,沪光股份,汽车配件,12.29,6.0,3.0,4.93,,0.0
13,605388.SH,605388,均瑶健康,软饮料,31.14,6.0,3.0,21.8,,0.0
14,300368.SZ,300368,汇金股份,IT设备,18.61,6.0,2.0,94.86,中央汇金资产管理有限责任公司,1.0
15,300855.SZ,300855,图南股份,钢加工,49.73,6.0,0.0,24.86,,0.0
16,002919.SZ,002919,名臣健康,日用化工,38.71,6.0,2.0,16.37,,0.0
17,300278.SZ,300278,华昌达,专用机械,6.32,6.0,0.0,24.39,"厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托
陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划",2.0
18,600151.SH,600151,航天机电,汽车配件,7.6,5.0,0.0,109.0,"招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
19,300313.SZ,300313,天山生物,农业综合,11.17,5.0,3.0,20.57,,0.0
20,600139.SH,600139,西部资源,综合类,4.13,5.0,0.0,27.34,,0.0
21,600363.SH,600363,联创光电,元器件,24.16,5.0,1.0,107.14,,0.0
22,002417.SZ,002417,深南股份,软件服务,9.26,5.0,0.0,21.82,,0.0
23,603931.SH,603931,格林达,化工原料,45.09,5.0,3.0,11.48,,0.0
24,600166.SH,600166,福田汽车,汽车整车,2.58,5.0,0.0,169.64,中央汇金资产管理有限责任公司,1.0
25,605188.SH,605188,国光连锁,超市连锁,14.03,5.0,0.0,6.96,,0.0
26,002651.SZ,002651,利君股份,专用机械,8.74,5.0,0.0,46.07,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
27,000505.SZ,000505,京粮控股,食品,12.67,5.0,1.0,51.46,"鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)
招商基金-国新投资有限公司-招商基金-国新1号单一资产管理计划",2.0
28,601216.SH,601216,君正集团,化工原料,8.91,5.0,0.0,751.83,"中央汇金资产管理有限责任公司
中信信诚资产-招商银行-诚融聚荷1号资产管理计划
香港中央结算有限公司(陆股通)",3.0
29,002992.SZ,002992,宝明科技,元器件,37.36,4.0,0.0,12.89,,0.0
30,603069.SH,603069,海汽集团,公路,38.3,4.0,0.0,121.03,,0.0
31,300787.SZ,300787,海能实业,通信设备,57.79,4.0,1.0,28.8,,0.0
32,603787.SH,603787,新日股份,摩托车,27.21,4.0,2.0,55.51,"中国银行股份有限公司-长盛生态环境主题灵活配置混合型证券投资基金
中国农业银行股份有限公司-长盛动态精选证券投资基金",2.0
33,603035.SH,603035,常熟汽饰,汽车配件,15.1,4.0,0.0,47.13,"深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金
中国工商银行股份有限公司-博时精选混合型证券投资基金",2.0
34,300120.SZ,300120,经纬辉开,元器件,17.4,4.0,0.0,41.23,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",11.0
35,002163.SZ,002163,海南发展,装修装饰,19.5,4.0,0.0,156.67,"中航基金-浙商银行-中航基金同达1号资产管理计划
中国对外经济贸易信托有限公司-鸿道3期
华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划",3.0
36,600726.SH,600726,华电能源,火力发电,3.33,4.0,2.0,51.1,,0.0
37,300116.SZ,300116,坚瑞沃能,电气设备,3.01,4.0,3.0,113.71,"上海国泰君安君彤投资管理有限公司-君彤二期投资基金
兴业财富资产-兴业银行-兴业财富-兴利190号特定多客户资产管理计划",2.0
38,603161.SH,603161,科华控股,汽车配件,18.98,4.0,1.0,13.17,"上海翎巧资产管理有限公司-速赢二号私募证券投资基金
扬州尚颀股权投资基金中心(有限合伙)
上海尚颀股权投资基金一期合伙企业(有限合伙)
上海翎巧资产管理有限公司-翎巧2号私募证券投资基金",4.0
39,002288.SZ,002288,超华科技,元器件,8.51,4.0,2.0,68.11,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
40,300099.SZ,300099,精准信息,电器仪表,8.89,4.0,0.0,40.1,,0.0
41,600988.SH,600988,赤峰黄金,黄金,20.35,4.0,0.0,290.27,"中国银行股份有限公司-银华优质增长混合型证券投资基金
香港中央结算有限公司(陆股通)
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
华夏成长证券投资基金
招商银行股份有限公司-华夏经典配置混合型证券投资基金
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金",7.0
42,002662.SZ,002662,京威股份,汽车配件,4.37,4.0,0.0,65.55,,0.0
43,605366.SH,605366,宏柏新材,化工原料,15.87,4.0,0.0,13.17,,0.0
44,688229.SH,688229,博睿数据,软件服务,162.0,4.0,2.0,16.37,,0.0
45,605066.SH,605066,天正电气,电气设备,15.88,4.0,0.0,11.27,,0.0
46,605399.SH,605399,晨光新材,化工原料,21.52,4.0,0.0,9.9,,0.0
47,300350.SZ,300350,华鹏飞,仓储物流,6.41,4.0,1.0,19.73,"珠海安赐互联柒号股权投资基金企业(有限合伙)
珠海安赐互联捌号股权投资基金企业(有限合伙)",2.0
48,300312.SZ,300312,邦讯技术,通信设备,7.15,4.0,0.0,14.41,基本养老保险基金一三零一组合,1.0
49,002009.SZ,002009,天奇股份,工程机械,10.62,4.0,0.0,39.29,"云南国际信托有限公司-云南信托-招信智赢19号集合资金信托计划
创金合信基金-包商银行-华润深国投信托-天奇持股计划1期集合资金信托计划",2.0
50,002041.SZ,002041,登海种业,种植业,20.72,4.0,0.0,182.34,"易方达基金-农业银行-易方达中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",6.0
51,601611.SH,601611,中国核建,建筑工程,8.47,4.0,0.0,222.34,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国信达资产管理股份有限公司",3.0
52,605100.SH,605100,华丰股份,机械基件,57.48,4.0,0.0,12.47,,0.0
53,600165.SH,600165,新日恒力,化工原料,7.18,4.0,0.0,49.17,"华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
上海迎水投资管理有限公司-迎水绿洲7号私募证券投资基金",4.0
54,605118.SH,605118,力鼎光电,元器件,21.56,4.0,0.0,8.84,,0.0
55,605158.SH,605158,华达新材,钢加工,13.19,4.0,0.0,12.98,,0.0
56,300733.SZ,300733,西菱动力,汽车配件,15.86,4.0,2.0,10.76,,0.0
57,300776.SZ,300776,帝尔激光,专用机械,125.23,4.0,0.0,56.92,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中信信托有限责任公司-中信信托鑫涌成泉金融投资集合资金信托计划
中国农业银行股份有限公司-新华优选分红混合型证券投资基金
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金",4.0
58,000897.SZ,000897,津滨发展,区域地产,3.53,4.0,2.0,57.09,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划",7.0
59,300600.SZ,300600,瑞特股份,电气设备,17.19,3.0,0.0,35.37,"光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
全国社保基金一零二组合
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",4.0
60,300222.SZ,300222,科大智能,电气设备,11.87,3.0,0.0,64.51,,0.0
61,300823.SZ,300823,建科机械,专用机械,43.93,3.0,0.0,10.28,,0.0
62,300799.SZ,300799,左江科技,软件服务,70.58,3.0,0.0,18.0,,0.0
63,002985.SZ,002985,北摩高科,航空,193.8,3.0,0.0,72.75,"招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国工商银行-广发聚富开放式证券投资基金
全国社保基金一零七组合
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
泰康资产管理有限责任公司-积极配置投资产品
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国农业银行股份有限公司-宝盈鸿利收益灵活配置混合型证券投资基金",7.0
64,600976.SH,600976,健民集团,中成药,30.2,3.0,2.0,46.3,"兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金",6.0
