,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,603915.SH,603915,国茂股份,机械基件,5.0,23.99,,20.24亿
1,300777.SZ,300777,中简科技,化纤,5.0,49.87,,19.95亿
2,601038.SH,601038,一拖股份,农用机械,5.0,9.81,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",58.26亿
3,300663.SZ,300663,科蓝软件,软件服务,4.0,35.16,"高送转-填权, 互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",64.94亿
4,300301.SZ,300301,长方集团,半导体,3.0,7.0,"教育, LED, ",42.16亿
5,300782.SZ,300782,卓胜微,元器件,3.0,67.64,,16.91亿
6,300023.SZ,300023,宝德股份,专用机械,3.0,7.85,"油服, 页岩气, 工业自动化, 智能制造, 壳公司, 强势人气股, ",11.34亿
7,601200.SH,601200,上海环境,环境保护,3.0,14.05,"固废处理, 环保, 上海国企改革, 污水处理, ",122.8亿
8,601330.SH,601330,绿色动力,环境保护,3.0,13.01,"固废处理, 环保, ",33.26亿
9,002645.SZ,002645,华宏科技,专用机械,3.0,8.83,,
10,002945.SZ,002945,华林证券,证券,3.0,18.88,"券商, ",50.98亿
11,603686.SH,603686,龙马环卫,专用机械,3.0,20.0,"定增破发, PPP, ",59.38亿
12,300560.SZ,300560,中富通,通信设备,3.0,24.23,"5G, 华为产业链, 军工, 军民融合, 数字中国, ",19.13亿
13,002057.SZ,002057,中钢天源,元器件,3.0,14.85,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",71.2亿
14,000862.SZ,000862,银星能源,新型电力,3.0,7.6,"央企改革, 风电, 光伏, 宁夏, 强势人气股, ",38.1亿
15,603106.SH,603106,恒银金融,电脑设备,2.0,11.13,"雄安-金融, 雄安新区, 互联网金融, 区块链, 国产操作系统, 无人银行, ",18.86亿
