,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688533.SH,688533,N上声,元器件,32.18,1.0,32.0,132.0,10.48,,0.0
1,003043.SZ,003043,华亚智能,专用机械,67.29,3.0,13.0,113.0,13.46,,0.0
2,688068.SH,688068,热景生物,医疗保健,144.41,3.0,11.0,111.0,62.14,,0.0
3,002762.SZ,002762,金发拉比,服饰,15.22,2.0,10.0,110.0,29.32,,0.0
4,605378.SH,605378,野马电池,电气设备,40.87,3.0,9.0,109.0,13.63,,0.0
5,600769.SH,600769,祥龙电业,建筑工程,8.48,3.0,6.0,106.0,31.8,,0.0
6,601279.SH,601279,英利汽车,汽车配件,3.61,3.0,6.0,106.0,5.39,,0.0
7,605086.SH,605086,龙高股份,矿物制品,20.37,2.0,5.0,105.0,6.52,,0.0
8,002248.SZ,002248,华东数控,机床制造,6.57,3.0,4.0,104.0,19.49,,0.0
9,688195.SH,688195,腾景科技,元器件,27.14,2.0,4.0,104.0,7.97,,0.0
10,600735.SH,600735,新华锦,商贸代理,8.24,3.0,4.0,104.0,30.98,,0.0
11,600960.SH,600960,渤海汽车,汽车配件,4.87,2.0,4.0,104.0,46.29,,0.0
12,688468.SH,688468,科美诊断,医疗保健,26.26,2.0,4.0,104.0,8.7,,0.0
13,002348.SZ,002348,高乐股份,文教休闲,3.64,3.0,3.0,103.0,30.73,,0.0
14,000978.SZ,000978,桂林旅游,旅游景点,7.57,2.0,3.0,103.0,27.26,,0.0
15,002570.SZ,002570,贝因美,乳制品,5.81,3.0,3.0,103.0,59.41,,0.0
16,002284.SZ,002284,亚太股份,汽车配件,6.84,2.0,2.0,102.0,46.92,,0.0
17,002738.SZ,002738,中矿资源,小金属,28.47,2.0,2.0,102.0,72.67,,0.0
18,603297.SH,603297,永新光学,电器仪表,52.44,2.0,2.0,102.0,26.79,,0.0
19,002906.SZ,002906,华阳集团,汽车配件,34.02,2.0,2.0,102.0,159.93,,0.0
20,002383.SZ,002383,合众思壮,通信设备,6.78,2.0,2.0,102.0,39.14,,0.0
21,605337.SH,605337,李子园,乳制品,50.71,2.0,2.0,102.0,19.62,,0.0
22,002862.SZ,002862,实丰文化,文教休闲,11.92,2.0,2.0,102.0,13.5,,0.0
23,002813.SZ,002813,路畅科技,汽车配件,38.6,2.0,2.0,102.0,13.34,,0.0
24,603390.SH,603390,通达电气,汽车配件,11.72,2.0,2.0,102.0,15.06,,0.0
25,002786.SZ,002786,银宝山新,专用机械,7.33,2.0,2.0,102.0,27.83,,0.0
26,603319.SH,603319,湘油泵,汽车配件,37.91,2.0,2.0,102.0,39.77,"招商银行股份有限公司-富国清洁能源产业灵活配置混合型证券投资基金
中国银行股份有限公司-富国积极成长一年定期开放混合型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金",3.0
27,688022.SH,688022,瀚川智能,专用机械,32.4,1.0,2.0,102.0,18.66,,0.0
28,600733.SH,600733,北汽蓝谷,汽车整车,13.76,2.0,2.0,102.0,251.07,,0.0
29,603035.SH,603035,常熟汽饰,汽车配件,14.43,2.0,2.0,102.0,49.57,,0.0
30,000625.SZ,000625,长安汽车,汽车整车,17.39,2.0,2.0,102.0,678.32,,0.0
31,688529.SH,688529,豪森股份,汽车配件,33.56,1.0,2.0,102.0,9.77,,0.0
32,688127.SH,688127,蓝特光学,元器件,24.22,1.0,2.0,102.0,9.41,,0.0
33,600197.SH,600197,伊力特,白酒,27.32,2.0,2.0,102.0,128.27,,0.0
34,688301.SH,688301,奕瑞科技,专用机械,228.42,1.0,2.0,102.0,40.57,"中国建设银行股份有限公司-易方达科创板两年定期开放混合型证券投资基金
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
上海浦东发展银行股份有限公司-汇添富高质量成长精选2年持有期混合型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
招商银行股份有限公司-富国科创板两年定期开放混合型证券投资基金
中国光大银行股份有限公司-汇添富稳健添盈一年持有期混合型证券投资基金
全国社保基金六零二组合
中国农业银行股份有限公司-交银施罗德精选混合型证券投资基金
中国工商银行股份有限公司-汇添富科创板2年定期开放混合型证券投资基金",9.0
35,601579.SH,601579,会稽山,红黄酒,11.34,2.0,2.0,102.0,56.4,,0.0
36,002055.SZ,002055,得润电子,元器件,12.46,2.0,2.0,102.0,54.03,,0.0
37,600257.SH,600257,大湖股份,渔业,7.51,2.0,6.0,6.0,36.14,,0.0
38,600202.SH,600202,哈空调,电气设备,4.82,1.0,4.0,4.0,18.48,,0.0
39,603721.SH,603721,中广天择,影视音像,15.76,2.0,4.0,4.0,20.49,,0.0
40,603269.SH,603269,海鸥股份,机械基件,11.75,1.0,3.0,3.0,13.22,,0.0
41,688315.SH,688315,诺禾致源,医疗保健,29.8,1.0,2.0,2.0,9.68,,0.0
42,002646.SZ,002646,青青稞酒,白酒,15.95,2.0,2.0,2.0,71.75,,0.0
43,002308.SZ,002308,威创股份,IT设备,5.1,2.0,2.0,2.0,46.21,,0.0
44,002875.SZ,002875,安奈儿,服饰,11.51,2.0,2.0,2.0,9.13,,0.0
45,000616.SZ,000616,海航投资,全国地产,2.81,2.0,2.0,2.0,40.19,,0.0
46,002699.SZ,002699,美盛文化,服饰,5.65,2.0,2.0,2.0,51.39,,0.0
47,600393.SH,600393,粤泰股份,全国地产,2.24,1.0,2.0,2.0,22.14,,0.0
48,002160.SZ,002160,常铝股份,铝,4.48,2.0,2.0,2.0,32.5,,0.0
49,601238.SH,601238,广汽集团,汽车整车,12.31,1.0,1.0,1.0,880.2,"广州汇垠天粤股权投资基金管理有限公司
广州金控资产管理有限公司-广金资产财富管理优选3号私募投资基金",2.0
50,000150.SZ,000150,宜华健康,医疗保健,2.98,1.0,1.0,1.0,24.02,,0.0
51,601127.SH,601127,小康股份,汽车配件,31.9,1.0,1.0,1.0,307.45,,0.0
52,600860.SH,600860,京城股份,专用机械,5.63,1.0,1.0,1.0,18.13,,0.0
53,600818.SH,600818,中路股份,文教休闲,10.55,1.0,1.0,1.0,25.1,,0.0
54,601717.SH,601717,郑煤机,汽车配件,12.9,1.0,1.0,1.0,192.11,"河南资产管理有限公司
香港中央结算有限公司(陆股通)
华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划",3.0
55,600766.SH,600766,园城黄金,黄金,5.01,1.0,1.0,1.0,11.22,,0.0
56,600758.SH,600758,辽宁能源,煤炭开采,3.59,1.0,1.0,1.0,47.41,,0.0
57,600746.SH,600746,江苏索普,化工原料,14.28,1.0,1.0,1.0,43.51,,0.0
58,600715.SH,600715,文投控股,影视音像,3.07,1.0,1.0,1.0,56.94,,0.0
59,600660.SH,600660,福耀玻璃,汽车配件,49.58,1.0,1.0,1.0,993.08,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
河仁慈善基金会
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金",5.0
60,600651.SH,600651,飞乐音响,电器仪表,3.88,1.0,1.0,1.0,38.23,长安国际信托股份有限公司-长安信托-长安投资617号证券投资单一资金信托,1.0
61,601633.SH,601633,长城汽车,汽车整车,36.02,1.0,1.0,1.0,2171.19,"全国社保基金一零三组合
保定创新长城资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金",7.0
62,603348.SH,603348,文灿股份,汽车配件,28.46,1.0,1.0,1.0,28.95,,0.0
63,601882.SH,601882,海天精工,机床制造,14.98,1.0,1.0,1.0,78.2,,0.0
64,603990.SH,603990,麦迪科技,软件服务,27.85,1.0,1.0,1.0,40.55,"中国银行股份有限公司-富国创新趋势股票型证券投资基金
重若(苏州)资产管理有限公司
全国社保基金一零三组合",3.0
65,688687.SH,688687,凯因科技,生物制药,29.12,1.0,1.0,1.0,11.25,,0.0
66,688626.SH,688626,翔宇医疗,医疗保健,53.64,1.0,1.0,1.0,19.7,,0.0
67,688607.SH,688607,康众医疗,医疗保健,39.89,1.0,1.0,1.0,7.33,,0.0
68,688551.SH,688551,科威尔,专用机械,29.84,1.0,1.0,1.0,5.76,,0.0
69,688399.SH,688399,硕世生物,医疗保健,161.5,1.0,1.0,1.0,55.6,上海天亿资产管理有限公司,1.0
70,688339.SH,688339,亿华通-U,汽车配件,293.8,1.0,1.0,1.0,47.44,,0.0
71,688308.SH,688308,欧科亿,机械基件,51.3,1.0,1.0,1.0,12.31,,0.0
72,688298.SH,688298,东方生物,医疗保健,185.2,1.0,1.0,1.0,113.54,,0.0
73,688288.SH,688288,鸿泉物联,汽车配件,43.5,1.0,1.0,1.0,22.33,,0.0
74,688079.SH,688079,美迪凯,半导体,18.11,1.0,1.0,1.0,12.63,,0.0
75,688017.SH,688017,绿的谐波,机械基件,111.39,1.0,1.0,1.0,32.19,,0.0
76,605388.SH,605388,均瑶健康,软饮料,22.53,1.0,1.0,1.0,15.77,,0.0
77,605006.SH,605006,山东玻纤,玻璃,13.78,1.0,1.0,1.0,13.78,,0.0
78,603955.SH,603955,大千生态,环境保护,15.4,1.0,1.0,1.0,20.9,,0.0
79,601890.SH,601890,亚星锚链,船舶,6.11,1.0,1.0,1.0,58.62,,0.0
80,603919.SH,603919,金徽酒,白酒,41.97,1.0,1.0,1.0,206.2,"中央企业贫困地区产业投资基金股份有限公司
贫困地区产业发展基金有限公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金",3.0
81,603825.SH,603825,华扬联众,互联网,17.59,1.0,1.0,1.0,39.82,,0.0
82,603799.SH,603799,华友钴业,小金属,76.78,1.0,1.0,1.0,876.26,"招商银行股份有限公司-兴全合泰混合型证券投资基金
兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金",6.0
83,603661.SH,603661,恒林股份,家居用品,64.65,1.0,1.0,1.0,18.59,,0.0
84,603655.SH,603655,朗博科技,汽车配件,23.95,1.0,1.0,1.0,25.39,,0.0
85,603399.SH,603399,吉翔股份,小金属,4.45,1.0,1.0,1.0,22.61,"上海天倚道投资管理有限公司-天倚道昕弘成长10号私募证券投资基金
日照汇银股权投资基金管理合伙企业(有限合伙)
成都照月投资管理有限公司-照月潜龙点金一期私募证券投资基金
上海天倚道投资管理有限公司-天倚道昕弘成长8号私募证券投资基金
华融融达期货-陕国投·聚宝盆66号证券投资集合资金信托计划-华信金玉一号定向资产管理计划",5.0
