,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300777.SZ,300777,中简科技,化纤,9.0,20.59,,8.24亿
1,300775.SZ,300775,三角防务,航空,6.0,15.08,,7.47亿
2,603982.SH,603982,泉峰汽车,汽车配件,5.0,22.72,,11.36亿
3,300671.SZ,300671,富满电子,半导体,5.0,30.58,"半导体, 国产芯片, LED, ",10.85亿
4,300748.SZ,300748,金力永磁,元器件,5.0,49.34,"稀土磁材, ",20.53亿
5,300779.SZ,300779,惠城环保,环境保护,5.0,31.53,,7.88亿
6,002905.SZ,002905,金逸影视,影视音像,4.0,38.24,"影视, ",25.7亿
7,603327.SH,603327,福蓉科技,元器件,4.0,17.82,,9.09亿
8,600206.SH,600206,有研新材,半导体,3.0,12.62,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, ",105.85亿
9,002119.SZ,002119,康强电子,半导体,3.0,20.74,"移动支付, 举牌股, 半导体, 股权争夺, ",76.22亿
10,603668.SH,603668,天马科技,饲料,3.0,13.42,"饲料, ",27.25亿
11,002199.SZ,002199,东晶电子,元器件,3.0,16.45,"被动元件, 电竞, 复牌股, 游戏, 壳公司, ",40.05亿
12,603078.SH,603078,江化微,化工原料,3.0,30.15,"半导体, ",18.77亿
13,300330.SZ,300330,华虹计通,软件服务,3.0,11.39,"物联网, 移动支付, 无人商店, 智慧城市, 高铁轨交, ",19.1亿
14,002725.SZ,002725,跃岭股份,汽车配件,3.0,11.65,"5G, 汽车零部件, 半导体, 独角兽, ",20.57亿
15,603045.SH,603045,福达合金,电气设备,3.0,30.29,"燃料电池, ",20.54亿
16,300184.SZ,300184,力源信息,元器件,3.0,9.09,"回购, 物联网, 北斗导航, 高送转-填权, 半导体, 共享经济, 智慧安防, 独角兽, ",50.15亿
17,300427.SZ,300427,红相股份,电气设备,2.0,18.89,"电改, 业绩预增, 军工, 军民融合, 区块链, 股权转让, ",46.56亿
18,600354.SH,600354,敦煌种业,种植业,2.0,6.36,"棉花, 农业种植, ",33.57亿
19,603650.SH,603650,彤程新材,化工原料,2.0,24.08,"新进指数成份股, 石墨烯, 橡胶, ",14.16亿
20,603663.SH,603663,三祥新材,矿物制品,2.0,15.32,"有色-锆, 有色金属, 资产重组, ",10.65亿
21,002953.SZ,002953,日丰股份,电气设备,2.0,31.69,"次新股, ",13.63亿
22,600463.SH,600463,空港股份,园区开发,2.0,9.21,"机场, 北京城市规划, 军工, 军民融合, 房地产, 雄安新区, 雄安-工程基建, 京津冀, 科创板概念股, ",27.63亿
23,000795.SZ,000795,英洛华,矿物制品,2.0,9.39,"业绩预增, 稀土磁材, 智能制造, 机器人, ",83.23亿
24,002503.SZ,002503,搜于特,服饰,2.0,3.14,"教育, 回购, 纺织服装, 低价股, 股权转让, 科创板概念股, ",62.64亿
25,603739.SH,603739,蔚蓝生物,农业综合,2.0,32.13,"动物保健, 燃料乙醇, ",12.42亿
26,600281.SH,600281,太化股份,化工原料,1.0,5.15,"稀土磁材, 山西国企改革, 燃料电池, ",26.49亿
27,600215.SH,600215,长春经开,园区开发,1.0,8.31,"振兴东北, 房地产, ",38.64亿
28,603701.SH,603701,德宏股份,汽车配件,1.0,16.89,"汽车零部件, 稀土磁材, ",24.15亿
29,600371.SH,600371,万向德农,种植业,1.0,9.85,"转基因, 乡村振兴, 万达系, 农业种植, 独角兽, 蚂蚁金服概念股, ",22.17亿
30,601038.SH,601038,一拖股份,农用机械,1.0,5.79,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",34.39亿
31,600667.SH,600667,太极实业,半导体,1.0,7.84,"涤纶, 光伏, 半导体, 国产芯片, ",93.4亿
32,600734.SH,600734,实达集团,电脑设备,1.0,12.76,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",45.26亿
33,600844.SH,600844,丹化科技,化工原料,1.0,3.92,"有色-锌, 有色金属, 资产重组, ",32.25亿
34,600980.SH,600980,北矿科技,元器件,1.0,21.15,"央企改革, 稀土磁材, ",32.19亿
35,601010.SH,601010,文峰股份,超市连锁,1.0,3.77,"独角兽, ",69.67亿
36,601068.SH,601068,中铝国际,建筑施工,1.0,6.4,"央企改革, 大基建, PPP, ",18.94亿
37,603068.SH,603068,博通集成,半导体,1.0,52.37,"次新股, 半导体, 国产芯片, ",18.16亿
38,603105.SH,603105,芯能科技,电气设备,1.0,12.21,"光伏, ",10.74亿
39,603508.SH,603508,思维列控,软件服务,1.0,67.6,"回购, 无人机, 高铁轨交, 资产重组, ",108.16亿
40,601975.SH,601975,招商南油,水运,1.0,3.38,"航运, 年报季报, ST摘帽, ",64.17亿
41,000612.SZ,000612,焦作万方,铝,1.0,5.73,"有色-铝, 油服, 有色金属, 稀土磁材, 股权争夺, ",68.16亿
42,600058.SH,600058,五矿发展,商贸代理,1.0,9.52,"央企改革, ",102.05亿
43,300762.SZ,300762,上海瀚讯,通信设备,1.0,63.44,"次新股, 军工, 军民融合, ",21.16亿
44,000758.SZ,000758,中色股份,铅锌,1.0,5.63,"有色-铝, 有色-锌, 东盟博览会, 央企改革, 有色金属, 大基建, 稀土磁材, ",110.86亿
45,000831.SZ,000831,五矿稀土,小金属,1.0,17.38,"央企改革, 业绩预增, 稀土磁材, ",170.48亿
46,002041.SZ,002041,登海种业,种植业,1.0,8.76,"转基因, 乡村振兴, 农业种植, 人造肉, ",76.55亿
47,002049.SZ,002049,紫光国微,元器件,1.0,45.11,"物联网, 移动支付, 半导体, 高校系, 国产芯片, ",
48,002077.SZ,002077,大港股份,区域地产,1.0,8.39,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, ",44.61亿
