,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,603126.SH,603126,中材节能,环境保护,61.261261261261254,10.041,65.57,,0.0
1,300234.SZ,300234,开尔新材,陶瓷,58.95652173913044,1.5556,28.92,上海漓沁资产管理合伙企业(有限合伙),1.0
2,002647.SZ,002647,仁东控股,多元金融,52.31037489102004,10.0126,97.82,,0.0
3,300940.SZ,300940,南极光,元器件,43.99999999999999,20.0,17.29,,0.0
4,002554.SZ,002554,惠博普,石油开采,42.543859649122815,10.1695,27.5,,0.0
5,002378.SZ,002378,章源钨业,小金属,40.98591549295776,10.0,91.6,,0.0
6,600121.SH,600121,郑州煤电,煤炭开采,40.43478260869566,10.0511,78.71,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
7,601038.SH,601038,一拖股份,农用机械,39.83957219251335,3.5644,93.18,"中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
交通银行股份有限公司-华安安顺灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安安信消费服务混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国建设银行股份有限公司-交银施罗德成长30混合型证券投资基金",7.0
8,603222.SH,603222,济民制药,化学制药,38.497033618984844,10.0,67.23,深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金,1.0
9,002207.SZ,002207,准油股份,石油开采,34.7747747747748,10.0,17.77,"中投鼎鸿(北京)投资基金管理有限公司-中投鼎鸿2号私募证券投资基金
北京都市二号投资中心(有限合伙)-都市盛世大有四号私募证券投资基金",2.0
10,002514.SZ,002514,宝馨科技,机械基件,34.05405405405404,9.9778,20.11,,0.0
11,000027.SZ,000027,深圳能源,火力发电,33.678756476683944,9.9432,368.22,"中央汇金资产管理有限责任公司
中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
建信中证500指数增强型证券投资基金",4.0
12,300312.SZ,300312,邦讯技术,通信设备,32.57142857142856,-0.2865,14.59,深圳市鼎益丰基金投资管理有限公司-鼎益丰天河1号私募证券投资基金,1.0
13,002658.SZ,002658,雪迪龙,环境保护,31.428571428571427,-4.7503,23.95,中央汇金资产管理有限责任公司,1.0
14,002636.SZ,002636,金安国纪,元器件,31.40877598152425,5.8605,82.29,香港中央结算有限公司(陆股通),1.0
15,603098.SH,603098,森特股份,装修装饰,30.000000000000004,9.981,55.54,北京匀丰资产管理有限公司-匀丰灵活配置-定制4号私募投资基金,1.0
16,688056.SH,688056,莱伯泰科,电器仪表,29.26216640502355,10.1391,6.65,,0.0
17,000667.SZ,000667,美好置业,全国地产,28.260869565217384,4.4248,57.76,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
18,001896.SZ,001896,豫能控股,火力发电,27.86069651741292,2.6631,88.71,,0.0
19,002356.SZ,002356,*ST赫美,其他商业,27.73722627737225,4.7904,9.21,,0.0
20,300939.SZ,300939,秋田微,元器件,27.45681953543775,15.9577,17.12,,0.0
21,300946.SZ,300946,恒而达,机械基件,27.387820512820515,6.1565,13.25,,0.0
22,600191.SH,600191,华资实业,食品,26.780626780626804,2.7714,21.58,,0.0
23,603399.SH,603399,吉翔股份,小金属,25.210084033613445,-2.1346,30.28,"华融融达期货-陕国投·聚宝盆66号证券投资集合资金信托计划-华信金玉一号定向资产管理计划
上海天倚道投资管理有限公司-天倚道昕弘成长7号私募证券投资基金
温州德裕资产管理有限公司-德裕钱江一号证券私募投资基金
上海天倚道投资管理有限公司-天倚道昕弘成长5号私募证券投资基金
上海具力资产管理有限公司-具力进取6号私募证券投资基金
温州德裕资产管理有限公司-德裕价值7号私募证券投资基金
日照汇银股权投资基金管理合伙企业(有限合伙)
杭州太乙投资管理有限公司-太乙多策略1号私募证券投资基金",8.0
24,300004.SZ,300004,南风股份,电气设备,25.210084033613445,19.9678,31.19,北京郁金香天枢资产管理中心(有限合伙),1.0
25,603089.SH,603089,正裕工业,汽车配件,24.913892078071175,6.5622,24.21,,0.0
26,300293.SZ,300293,蓝英装备,专用机械,24.87084870848708,1.2567,45.68,浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金,1.0
27,603655.SH,603655,朗博科技,汽车配件,24.360146252285197,9.9838,28.84,"益家资本管理有限公司-益家聚美3号私募证券投资基金
益家资本管理有限公司-益家聚美1号私募证券投资基金",2.0
28,300621.SZ,300621,维业股份,装修装饰,24.304715840386937,19.9533,19.88,中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金,1.0
29,600146.SH,600146,*ST环球,服饰,24.087591240875895,1.7964,7.99,,0.0
30,300146.SZ,300146,汤臣倍健,医疗保健,23.04995617879053,20.0,250.64,"国泰基金管理有限公司-社保基金四二一组合
全国社保基金四零三组合
香港中央结算有限公司(陆股通)
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
中央汇金资产管理有限责任公司",6.0
31,000813.SZ,000813,德展健康,化学制药,22.81167108753315,9.9762,102.78,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金",2.0
32,603177.SH,603177,德创环保,环境保护,22.67326732673269,4.1176,25.03,中阅资本管理股份公司-中阅聚焦3号私募证券投资基金,1.0
33,300740.SZ,300740,御家汇,日用化工,21.904761904761894,20.0,101.4,"中国工商银行-中海能源策略混合型证券投资基金
前海股权投资基金(有限合伙)
上海于翼资产管理合伙企业(有限合伙)-东方点赞6号证券私募基金",3.0
34,600145.SH,600145,*ST新亿,陶瓷,21.84873949579833,5.0725,21.62,上海好润资产管理有限公司,1.0
35,002684.SZ,002684,ST猛狮,电气设备,21.794871794871806,5.1661,12.48,"深圳前海易德顺升股权投资基金合伙企业(有限合伙)
深圳前海易德资本优势股权投资基金合伙企业(有限合伙)
宁波致云股权投资基金管理有限公司",3.0
36,300937.SZ,300937,药易购,医药商业,21.66795708439333,-2.2309,24.99,,0.0
37,603996.SH,603996,*ST中新,家用电器,21.62162162162162,5.0584,8.1,,0.0
38,300280.SZ,300280,紫天科技,广告包装,21.475690202785238,1.6977,76.72,"上海韫然投资管理有限公司-新兴成长五期私募证券投资基金
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划",2.0
39,002096.SZ,002096,南岭民爆,化工原料,21.236559139784926,10.0,33.45,中央汇金资产管理有限责任公司,1.0
40,300945.SZ,300945,曼卡龙,服饰,21.1892402076451,20.0,12.42,,0.0
41,300022.SZ,300022,吉峰科技,农用机械,21.153846153846168,-3.0769,19.58,,0.0
42,600169.SH,600169,太原重工,工程机械,21.09704641350212,9.9617,73.59,"广发基金-农业银行-广发中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",5.0
