,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,603233.SH,603233,大参林,医药商业,57.12,569.82
1,600132.SH,600132,重庆啤酒,啤酒,44.2,486.7
2,601900.SH,601900,南方传媒,出版业,10.79,454.73
3,300087.SZ,300087,荃银高科,种植业,9.19,454.43
4,600313.SH,600313,农发种业,种植业,3.85,428.63
5,002698.SZ,002698,博实股份,化工机械,14.45,423.4
6,600662.SH,600662,强生控股,公共交通,6.55,314.08
7,600598.SH,600598,北大荒,种植业,11.28,282.94
8,300353.SZ,300353,东土科技,通信设备,15.04,278.03
9,300317.SZ,300317,珈伟新能,半导体,6.89,245.98
10,603718.SH,603718,海利生物,生物制药,16.57,235.85
11,002609.SZ,002609,捷顺科技,软件服务,8.66,235.22
12,002102.SZ,002102,ST冠福,化学制药,2.5,225.1
13,603222.SH,603222,济民制药,化学制药,35.74,210.04
14,600053.SH,600053,九鼎投资,多元金融,28.4,208.06
15,603398.SH,603398,邦宝益智,文教休闲,16.65,202.77
16,000716.SZ,000716,黑芝麻,食品,5.71,197.32
17,300238.SZ,300238,冠昊生物,医疗保健,24.7,192.15
18,002865.SZ,002865,钧达股份,汽车配件,22.95,191.98
19,603988.SH,603988,中电电机,电气设备,13.68,191.32
20,300298.SZ,300298,三诺生物,医疗保健,14.25,181.08
21,002412.SZ,002412,汉森制药,中成药,20.67,168.7
22,000885.SZ,000885,城发环境,公路,10.99,167.39
23,600310.SH,600310,桂东电力,水力发电,5.82,163.39
24,600359.SH,600359,新农开发,农业综合,6.24,156.99
25,300717.SZ,300717,华信新材,塑料,18.28,152.66
26,600336.SH,600336,澳柯玛,家用电器,5.56,141.12
27,603586.SH,603586,金麒麟,汽车配件,18.17,139.62
28,000058.SZ,000058,深赛格,元器件,6.68,131.01
29,300563.SZ,300563,神宇股份,通信设备,30.83,130.26
30,601069.SH,601069,西部黄金,黄金,14.97,127.99
31,002289.SZ,002289,*ST宇顺,元器件,7.64,126.94
32,002197.SZ,002197,证通电子,电器仪表,9.0,123.08
33,002127.SZ,002127,南极电商,互联网,12.48,122.81
34,600556.SH,600556,ST慧球,软件服务,8.23,120.35
35,300234.SZ,300234,开尔新材,陶瓷,12.18,118.02
36,600988.SH,600988,赤峰黄金,黄金,5.33,114.03
37,300106.SZ,300106,西部牧业,农业综合,7.54,112.18
38,002852.SZ,002852,道道全,食品,15.75,110.45
39,002591.SZ,002591,恒大高新,化工原料,8.5,110.28
40,000863.SZ,000863,三湘印象,区域地产,5.4,109.54
41,002650.SZ,002650,加加食品,食品,4.34,108.19
42,600766.SH,600766,园城黄金,黄金,9.08,108.03
43,600004.SH,600004,白云机场,机场,16.58,106.41
44,600701.SH,600701,*ST工新,综合类,3.0,104.61
45,300069.SZ,300069,金利华电,电气设备,16.47,101.78
46,603668.SH,603668,天马科技,饲料,9.89,101.23
47,002605.SZ,002605,姚记扑克,文教休闲,12.04,100.88
48,002555.SZ,002555,三七互娱,互联网,13.83,100.38
49,300418.SZ,300418,昆仑万维,互联网,17.14,100.19
50,002763.SZ,002763,汇洁股份,服饰,10.95,99.12
51,002767.SZ,002767,先锋电子,电器仪表,18.3,97.12
52,000043.SZ,000043,中航善达,房产服务,12.05,94.66
53,600354.SH,600354,敦煌种业,种植业,5.48,93.89
54,000729.SZ,000729,燕京啤酒,啤酒,7.77,92.22
