,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,603363.SH,603363,傲农生物,饲料,8.9,10.0211,26.13
1,002567.SZ,002567,唐人神,饲料,6.25,4.4137,15.85
2,002100.SZ,002100,天康生物,饲料,3.12,2.3833,10.31
3,002311.SZ,002311,海大集团,饲料,2.69,1.6667,30.5
4,002385.SZ,002385,大北农,饲料,5.97,1.3294,6.86
5,002548.SZ,002548,金新农,饲料,8.37,0.4899,14.36
6,600811.SH,600811,东方集团,综合类,2.08,0.4566,4.4
7,002157.SZ,002157,正邦科技,饲料,-6.67,0.3168,19.0
8,600975.SH,600975,新五丰,农业综合,-7.66,0.2099,14.32
9,002124.SZ,002124,天邦股份,饲料,5.85,0.1485,20.23
10,000735.SZ,000735,罗牛山,农业综合,-1.15,-0.5534,12.58
11,000048.SZ,000048,*ST康达,饲料,-1.3,-0.609,22.85
12,300498.SZ,300498,温氏股份,农业综合,-7.6,-0.6572,39.3
13,000860.SZ,000860,顺鑫农业,白酒,1.94,-0.7388,61.8
14,000876.SZ,000876,新希望,饲料,-4.91,-0.92,14.0
15,002505.SZ,002505,大康农业,农业综合,2.28,-1.31,2.26
16,002714.SZ,002714,牧原股份,农业综合,-1.03,-1.3393,66.3
17,002330.SZ,002330,得利斯,食品,2.82,-1.3636,6.51
18,300761.SZ,300761,立华股份,农业综合,-3.75,-1.5341,62.9
19,002840.SZ,002840,华统股份,食品,2.66,-1.5781,18.71
20,000529.SZ,000529,广弘控股,食品,4.03,-1.8018,7.63
21,603609.SH,603609,禾丰牧业,饲料,2.78,-2.387,11.45
22,002726.SZ,002726,龙大肉食,食品,5.28,-2.9197,10.64
23,002458.SZ,002458,益生股份,农业综合,-10.04,-3.8106,24.99
24,002477.SZ,002477,雏鹰农牧,农业综合,2.21,-4.2254,2.72
