code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002630,华西能源,9.7,-47.986,0.199,-22.479,0.105,
002098,浔兴股份,3.1,-47.878,0.299,-16.87,0.148,
600701,*ST工新,7.76,-46.184,0.204,24.003,0.19,
002699,美盛文化,7.91,-40.287,0.225,-32.925,0.149,
002664,长鹰信质,3.5,-40.183,0.237,-10.013,0.07,
002723,金莱特,1.74,-40.011,0.216,-12.32,0.095,
002086,东方海洋,4.76,-35.63,0.214,-4.685,0.105,
002656,摩登大道,4.72,-34.439,0.193,-5.671,0.26,
002359,北讯集团,7.08,-33.727,0.196,-10.868,0.072,
002113,天润数娱,8.05,-33.258,0.495,20.999,0.079,
600766,园城黄金,2.24,-31.474,0.161,32.558,0.148,
600678,四川金顶,3.49,-30.682,0.15,-3.367,0.074,
002819,东方中科,0.44,-25.337,0.11,-3.618,0.025,
002333,罗普斯金,4.85,-23.938,0.064,-40.437,0.118,
002094,青岛金王,6.01,-23.573,0.121,1.014,0.091,
000007,全新好,3.09,-23.192,0.062,-16.217,0.133,
002262,恩华药业,8.84,-21.846,0.118,-15.97,0.066,
000418,小天鹅Ａ,4.39,-19.733,0.069,-1.367,0.035,
002049,紫光国微,6.05,-19.718,0.08,-10.644,0.073,
002291,星期六,3.97,-19.696,0.064,-5.903,0.089,
000829,天音控股,9.3,-18.897,0.044,-4.787,0.073,
002458,益生股份,1.79,-18.821,0.075,13.68,0.113,
002100,天康生物,9.63,-17.869,0.042,-4.895,0.067,
000953,ST河化,2.94,-17.321,0.091,17.997,0.127,
002787,华源控股,1.02,-16.798,0.046,-2.048,0.063,
002730,电光科技,2.9,-16.731,0.029,-1.454,0.067,
002059,云南旅游,7.31,-16.276,0.098,-9.322,0.065,
002746,仙坛股份,2.42,-15.592,0.051,7.739,0.07,
002919,名臣健康,0.2,-15.449,0.06,-14.539,0.082,
600810,神马股份,4.42,-15.115,0.063,-32.855,0.11,
002417,深南股份,2.23,-15.101,0.061,10.975,0.159,
