,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,301011.SZ,301011,N华立,文教休闲,61.5,1.0,33.0,133.0,11.39,,0.0
1,688597.SH,688597,N煜邦,电器仪表,14.38,1.0,14.0,114.0,5.16,,0.0
2,301009.SZ,301009,N可靠,造纸,25.85,1.0,10.0,110.0,15.0,,0.0
3,003032.SZ,003032,传智教育,文教休闲,38.35,2.0,7.0,107.0,15.43,"招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
招商银行股份有限公司-泓德卓远混合型证券投资基金
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金",4.0
4,600905.SH,600905,三峡能源,新型电力,5.45,2.0,7.0,107.0,378.75,,0.0
5,605259.SH,605259,绿田机械,农用机械,47.21,3.0,6.0,106.0,10.39,,0.0
6,603529.SH,603529,爱玛科技,摩托车,48.54,3.0,6.0,106.0,31.55,,0.0
7,002767.SZ,002767,先锋电子,电器仪表,14.12,3.0,3.0,103.0,17.66,,0.0
8,002993.SZ,002993,奥海科技,元器件,44.61,2.0,2.0,102.0,26.21,中国建设银行股份有限公司-国泰大制造两年持有期混合型证券投资基金,1.0
9,000422.SZ,000422,湖北宜化,农药化肥,8.05,2.0,2.0,102.0,72.27,,0.0
10,688608.SH,688608,恒玄科技,半导体,355.5,2.0,2.0,102.0,85.32,"中国工商银行-广发大盘成长混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金
招商银行股份有限公司-易方达创新成长混合型证券投资基金
招商银行股份有限公司-富国科创板两年定期开放混合型证券投资基金
中国邮政储蓄银行股份有限公司-易方达新收益灵活配置混合型证券投资基金
招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金",7.0
11,688595.SH,688595,芯海科技,半导体,91.26,1.0,2.0,102.0,19.39,"中国建设银行股份有限公司-宝盈新兴产业灵活配置混合型证券投资基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
中国光大银行股份有限公司-泰信先行策略开放式证券投资基金
招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金",4.0
