,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300901.SZ,300901,N中胤,服饰,41.33,1.0,1.0,36.0,23.51,,0.0
1,300900.SZ,300900,N广联,航空,72.29,1.0,1.0,31.0,32.14,,0.0
2,300902.SZ,300902,N国安达,专用机械,61.8,1.0,1.0,30.0,18.75,,0.0
3,003015.SZ,003015,日久光电,元器件,16.78,7.0,3.0,10.0,11.79,,0.0
4,300582.SZ,300582,英飞特,半导体,28.8,4.0,1.0,8.0,38.79,,0.0
5,003017.SZ,003017,大洋生物,化工原料,46.27,3.0,2.0,6.0,6.94,,0.0
6,300549.SZ,300549,优德精密,专用机械,28.28,3.0,3.0,6.0,28.16,,0.0
7,688221.SH,688221,前沿生物-U,生物制药,25.55,1.0,1.0,4.0,21.11,,0.0
8,300062.SZ,300062,中能电气,电气设备,20.79,6.0,1.0,3.0,40.32,,0.0
9,300286.SZ,300286,安科瑞,电器仪表,20.52,2.0,1.0,3.0,35.35,中央汇金资产管理有限责任公司,1.0
10,300589.SZ,300589,江龙船艇,船舶,37.1,2.0,2.0,3.0,35.14,"全国社保基金一零七组合
中国国际金融香港资产管理有限公司-CICCFT4(QFII)",2.0
11,000816.SZ,000816,智慧农业,农用机械,2.0,3.0,3.0,3.0,26.73,香港中央结算有限公司(陆股通),1.0
12,300605.SZ,300605,恒锋信息,软件服务,21.29,1.0,1.0,2.0,21.98,中国-比利时直接股权投资基金,1.0
13,300836.SZ,300836,佰奥智能,专用机械,66.9,1.0,1.0,2.0,8.24,"青骊投资管理(上海)有限公司-青骊长兴私募投资基金
青骊投资管理(上海)有限公司-青骊银鞍私募证券投资基金",2.0
14,603919.SH,603919,金徽酒,白酒,33.2,4.0,2.0,2.0,163.11,"贫困地区产业发展基金有限公司
中央企业贫困地区产业投资基金股份有限公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
甘肃长城兴陇丝路基金管理有限公司-甘肃长城兴陇丝路基金(有限合伙)",5.0
15,300469.SZ,300469,信息发展,软件服务,19.66,1.0,1.0,2.0,34.13,"上海国盛资本管理有限公司-上海国盛海通股权投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司",2.0
16,300626.SZ,300626,华瑞股份,电气设备,15.1,1.0,1.0,2.0,18.29,,0.0
17,300647.SZ,300647,超频三,元器件,17.05,1.0,1.0,2.0,36.97,,0.0
18,600068.SH,600068,葛洲坝,建筑工程,7.37,2.0,2.0,2.0,339.37,"中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
全国社保基金一零三组合
全国社保基金一零六组合",7.0
19,300343.SZ,300343,联创股份,互联网,4.17,2.0,1.0,2.0,34.88,,0.0
20,300313.SZ,300313,天山生物,农业综合,23.76,2.0,1.0,2.0,43.76,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金",2.0
