,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,600306.SH,600306,*ST商城,百货,55.48,1.0,17.96
1,600112.SH,600112,*ST天成,电气设备,54.79,1.0,15.58
2,600311.SH,600311,ST荣华,黄金,40.91,0.8,17.31
3,600734.SH,600734,*ST实达,IT设备,29.21,0.8,14.07
4,600241.SH,600241,ST时万,商贸代理,43.6,0.8,19.75
5,000980.SZ,000980,*ST众泰,汽车配件,21.55,0.6,73.76
6,600291.SH,600291,*ST西水,保险,29.58,0.6,29.62
7,600666.SH,600666,ST瑞德,元器件,25.5,0.6,14.31
8,002147.SZ,002147,*ST新光,区域地产,19.82,0.6,14.12
9,002473.SZ,002473,*ST圣莱,家用电器,18.18,0.6,11.25
10,000707.SZ,000707,*ST双环,化工原料,22.39,0.6,15.04
11,000663.SZ,000663,*ST永林,林业,30.03,0.6,27.74
12,603157.SH,603157,*ST拉夏,服饰,30.43,0.6,11.97
13,002618.SZ,002618,*ST丹邦,元器件,18.06,0.4,14.25
14,600198.SH,600198,*ST大唐,通信设备,26.95,0.4,60.05
15,300312.SZ,300312,*ST邦讯,通信设备,33.79,0.4,8.42
16,002650.SZ,002650,ST加加,食品,16.55,0.4,82.6
17,002640.SZ,002640,*ST跨境,互联网,34.54,0.4,31.04
18,600225.SH,600225,*ST松江,区域地产,17.11,0.4,21.46
19,300178.SZ,300178,*ST腾邦,旅游服务,17.51,0.4,15.2
20,002592.SZ,002592,ST八菱,汽车配件,15.0,0.4,14.5
21,300530.SZ,300530,*ST达志,化工原料,54.61,0.4,32.27
22,002089.SZ,002089,ST新海,通信设备,14.07,0.4,26.95
23,000806.SZ,000806,*ST银河,生物制药,17.55,0.4,20.35
24,000752.SZ,000752,*ST西发,啤酒,33.58,0.4,14.98
25,603032.SH,603032,*ST德新,公共交通,18.31,0.4,23.22
26,600608.SH,600608,ST沪科,钢加工,23.84,0.2,22.64
27,600652.SH,600652,*ST游久,互联网,9.83,0.2,16.07
28,600193.SH,600193,ST创兴,装修装饰,14.93,0.2,37.73
29,600146.SH,600146,*ST环球,服饰,18.18,0.2,8.98
30,600696.SH,600696,ST岩石,区域地产,29.15,0.2,111.71
31,300859.SZ,300859,*ST西域,旅游服务,13.6,0.2,8.87
32,000017.SZ,000017,*ST中华A,文教休闲,19.93,0.2,10.82
33,300495.SZ,300495,*ST美尚,环境保护,15.08,0.2,16.28
34,300370.SZ,300370,ST安控,电器仪表,20.99,0.2,18.75
35,000523.SZ,000523,*ST浪奇,日用化工,15.22,0.2,20.82
36,000587.SZ,000587,*ST金洲,批发业,15.43,0.2,22.56
37,000595.SZ,000595,*ST宝实,机械基件,15.48,0.2,31.28
38,000613.SZ,000613,*ST东海A,旅游服务,11.48,0.2,9.98
39,002175.SZ,002175,*ST东网,电器仪表,12.02,0.2,15.23
40,002256.SZ,002256,*ST兆新,新型电力,27.31,0.2,40.07
41,002356.SZ,002356,*ST赫美,其他商业,18.13,0.2,11.85
42,002445.SZ,002445,*ST中南,影视音像,13.9,0.2,64.15
43,002464.SZ,002464,*ST众应,互联网,20.74,0.2,11.27
44,002684.SZ,002684,*ST猛狮,电气设备,14.79,0.2,16.86
45,300038.SZ,300038,*ST数知,互联网,17.24,0.2,23.92
46,000422.SZ,000422,ST宜化,农药化肥,24.25,0.2,60.96
47,300202.SZ,300202,*ST聚龙,IT设备,10.16,0.2,24.73
48,300269.SZ,300269,ST联建,半导体,16.13,0.2,9.98
49,300278.SZ,300278,*ST华昌,专用机械,24.4,0.2,11.13
50,603729.SH,603729,ST龙韵,广告包装,10.86,0.2,10.3
