,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_CRIMSON_RATE
0,300576.SZ,容大感光,染料涂料,34.39,6.6026038437693835,26.52239615623082,0.6
1,603200.SH,上海洗霸,环境保护,40.68,6.547930853850192,-5.333355955064589,0.4
2,002581.SZ,未名医药,生物制药,11.59,5.94149908592323,-1.1027894085034684,0.67
3,002603.SZ,以岭药业,中成药,19.51,5.802603036876364,15.788306054032496,0.47
4,600127.SH,金健米业,农业综合,6.21,5.254237288135588,-8.379237288135833,0.67
5,300677.SZ,英科医疗,医疗保健,38.13,5.186206896551737,-13.029344151453392,0.4
6,002791.SZ,坚朗五金,其他建材,49.49,4.807285048708176,7.568952575054366,0.73
7,688399.SH,硕世生物,医疗保健,87.21,4.455623427955446,2.748987523053059,0.67
8,002837.SZ,英维克,专用机械,34.79,4.317841079460272,6.451389689769993,0.47
9,300658.SZ,延江股份,纺织,24.71,4.3056141831996575,-4.305614183199746,0.2
10,002847.SZ,盐津铺子,食品,49.95,4.257983719474034,3.1104373331582114,0.73
11,002838.SZ,道恩股份,塑料,27.6,4.229607250755296,-1.477313672773628,0.47
12,688019.SH,安集科技,半导体,167.96,4.219409282700437,12.61907868980896,0.6
13,002075.SZ,沙钢股份,特种钢,8.9,4.215456674473073,-6.918159377175259,0.67
14,002385.SZ,大北农,饲料,7.22,4.18470418470418,16.64862914862939,0.6
15,603208.SH,江山欧派,家居用品,78.55,4.10868124585817,-3.4593305965079924,0.53
16,600268.SH,国电南自,电气设备,6.52,3.987240829346095,-3.9872408293462835,0.47
17,600882.SH,妙可蓝多,乳制品,19.95,3.9603960396039417,9.472439781290486,0.67
18,002398.SZ,垒知集团,其他建材,7.94,3.9267015706806463,-0.47842570861109657,0.47
19,603005.SH,晶方科技,半导体,84.29,3.9077909270216926,-13.336362355593334,0.67
20,688023.SH,安恒信息,软件服务,209.06,3.870422815123953,0.41337905903922056,0.6
21,300342.SZ,天银机电,元器件,16.11,3.868471953578334,13.778586869950903,0.67
22,002030.SZ,达安基因,生物制药,16.43,3.855878634639698,-3.8558786346394425,0.53
23,300280.SZ,紫天科技,专用机械,24.02,3.758099352051847,4.991900647948833,0.47
24,600228.SH,ST昌九,化工原料,7.77,3.738317757009346,8.261682242990688,0.47
25,002375.SZ,亚厦股份,装修装饰,6.41,3.721682847896446,49.61165048543714,0.53
26,002400.SZ,省广集团,广告包装,3.47,3.5820895522387985,16.41791044776053,0.6
