,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,603738.SH,泰晶科技,元器件,28.45,"被动元件, 华为产业链, ",16.72亿
1,002463.SZ,沪电股份,元器件,14.98,"PCB板, 业绩预增, 无人驾驶, ",252.91亿
2,300648.SZ,星云股份,电器仪表,22.78,"华为产业链, 宁德时代概念股, 储能, 锂电池, 燃料电池, 新能源汽车, ",13.68亿
3,603283.SH,赛腾股份,专用机械,28.79,"工业自动化, 智能制造, 半导体, 苹果产业链, ",11.81亿
4,000544.SZ,中原环保,环境保护,8.33,"水务, 破净股, PPP, 环保, 污水处理, 国资入股, ",43.45亿
5,603797.SH,联泰环保,环境保护,14.91,"粤港澳大湾区, 环保, 污水处理, ",11.13亿
6,603027.SH,千禾味业,食品,26.26,"调味品, 业绩预增, 食品, ",118.3亿
7,002684.SZ,*ST猛狮,电气设备,3.49,"新能源整车, 风电, 储能, 特色小镇, 高质押率, 锂电池, 燃料电池, 新能源汽车, 低价股, 人工智能, ST股, ",14.08亿
8,000607.SZ,华媒控股,广告包装,5.97,"阿里巴巴概念股, 教育, 浙江国企改革, 房地产, 区块链, 知识产权, ",52.83亿
9,000889.SZ,中嘉博创,通信设备,14.05,"回购, 定增破发, 高质押率, 区块链, 资产重组, ",87.34亿
10,002939.SZ,长城证券,证券,18.36,"券商, 央企改革, ",56.98亿
11,300267.SZ,尔康制药,化学制药,5.68,"高质押率, 医药, 化学药, 工业大麻, ",77.09亿
12,300014.SZ,亿纬锂能,电气设备,32.19,"华为产业链, 业绩预增, 物联网, 储能, 锂电池, 新能源汽车, 共享经济, 智慧安防, ",263.7亿
13,002272.SZ,川润股份,机械基件,6.05,"业绩预增, 壳公司, ",19.65亿
14,002916.SZ,深南电路,元器件,107.72,"PCB板, 央企改革, 华为产业链, 社保重仓, 业绩预增, 苹果产业链, 国产芯片, 年报季报, ",106.34亿
15,002848.SZ,高斯贝尔,通信设备,17.14,"5G, 被动元件, 家电, 黑色家电, ",15.01亿
16,603317.SH,天味食品,食品,46.15,"次新股, 调味品, 食品, ",19.07亿
17,000838.SZ,财信发展,区域地产,4.11,"固废处理, 高质押率, 房地产, 环保, 住房租赁, ",25.98亿
18,002450.SZ,*ST康得,化工原料,3.39,"碳纤维, OLED, 蔚来汽车概念股, 破净股, 低价股, 石墨烯, VR&AR, 国资入股, 资产重组, ST股, ",109.62亿
19,002869.SZ,金溢科技,通信设备,42.67,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, ",19.2亿
20,603648.SH,畅联股份,仓储物流,12.89,"智慧物流, 智能制造, 上海国企改革, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, ",35.21亿
21,603160.SH,汇顶科技,元器件,152.0,"高价股, 华为产业链, 社保重仓, 小米概念股, 人工智能, 指纹识别, 半导体, 3D感应, 国产芯片, 手势识别, 人脸识别, ",352.02亿
22,300628.SZ,亿联网络,通信设备,117.78,"社保重仓, 云计算, 高送转, ",87.96亿
23,300220.SZ,金运激光,元器件,37.4,"3D打印, 智能制造, 股权转让, ",46.72亿
24,603615.SH,茶花股份,家居用品,11.4,"二胎, ",8.53亿
25,300243.SZ,瑞丰高材,化工原料,9.75,"供应链金融, ",18.21亿
26,000885.SZ,城发环境,公路,12.29,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, ",61.01亿
27,002241.SZ,歌尔股份,元器件,9.51,"白马股, MSCI, 回购, 小米概念股, 智能制造, 工业互联网, 3D感应, 智能音箱, VR&AR, 苹果产业链, 独角兽, 机器人, ",263.02亿
28,002475.SZ,立讯精密,元器件,27.27,"5G, 白马股, MSCI, 华为产业链, 蔚来汽车概念股, 业绩预增, 无线充电, 苹果产业链, ",1120.93亿
29,002416.SZ,爱施德,电器连锁,6.25,"华为产业链, 小米概念股, 彩票, 苹果产业链, 国资入股, ",73.32亿
30,600150.SH,中国船舶,船舶,24.0,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, ST摘帽, ",330.75亿
31,600186.SH,*ST莲花,食品,1.68,"调味品, 食品, 低价股, ST股, 壳公司, ",17.84亿
32,300726.SZ,宏达电子,元器件,24.82,"密集调研, 5G, 被动元件, 华为产业链, 军工, 军民融合, 半导体, ",26.92亿
33,600199.SH,金种子酒,白酒,7.81,"安徽国企改革, 白酒, 业绩预增, ",43.41亿
34,600822.SH,上海物贸,商贸代理,13.1,"上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, ",51.9亿
35,300755.SZ,华致酒行,其他商业,37.71,"新零售, 工业大麻, ",21.83亿
36,002938.SZ,鹏鼎控股,元器件,31.98,"PCB板, 苹果产业链, ",73.92亿
37,603233.SH,大参林,医药商业,48.9,"健康中国, 新进指数成份股, 医药商业, 医药, ",40.78亿
38,300460.SZ,惠伦晶体,元器件,11.55,"被动元件, 股权转让, 智慧安防, ",19.44亿
39,000918.SZ,嘉凯城,全国地产,6.9,"恒大概念股, 环杭州湾大湾区, 房地产, 影视, ",124.49亿
40,603127.SH,昭衍新药,医疗保健,49.8,"医药, 创新药, 疫苗, ",39.24亿
41,603068.SH,博通集成,半导体,62.0,"次新股, 半导体, 国产芯片, ",21.5亿
42,600744.SH,华银电力,火力发电,3.69,"火电, 电改, 央企改革, 风电, 碳交易, ",30.54亿
43,600639.SH,浦东金桥,园区开发,16.57,"电改, 房地产, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, ",140.88亿
44,600746.SH,江苏索普,化工原料,7.29,"醋酸, 资产重组, ",22.21亿
45,300776.SZ,帝尔激光,专用机械,138.6,"高价股, 次新股, 光伏, ",22.92亿
46,600592.SH,龙溪股份,机械基件,13.48,"军工, 军民融合, 高铁轨交, ",53.86亿
47,300234.SZ,开尔新材,陶瓷,12.56,"回购, 高质押率, 燃料电池, 装修装饰, ",21.54亿
48,300450.SZ,先导智能,专用机械,34.5,"MSCI, 新进指数成份股, 特斯拉, 社保重仓, 宁德时代概念股, 工业自动化, 锂电池, 智能制造, 新能源汽车, ",292.52亿
49,300158.SZ,振东制药,中成药,5.9,"破净股, 保健品, 食品, 医药, 中药, 创新药, 化学药, ",50.19亿
50,300142.SZ,沃森生物,生物制药,30.58,"MSCI, 新进指数成份股, 医药, 创新药, 疫苗, 创业板人气股, ",421.1亿
51,002014.SZ,永新股份,塑料,8.24,"高股息, 包装印刷, ",41.3亿
52,002682.SZ,龙洲股份,公路,5.4,"新能源整车, 油气改革, 教育, 汽车销售, 破净股, 雄安-建材, 雄安新区, 新能源汽车, 快递物流, ",23.29亿
53,002138.SZ,顺络电子,元器件,18.8,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, ",131.42亿
54,000908.SZ,景峰医药,化学制药,5.09,"民营医院, 债转股-AMC, 医药, 中药, 创新药, 化学药, 动物保健, ",35.98亿
55,002012.SZ,凯恩股份,造纸,5.34,"燃料电池, 造纸, 区块链, 资产重组, 壳公司, ",24.94亿
56,002214.SZ,大立科技,电器仪表,10.2,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, ",36.45亿
57,000043.SZ,中航善达,房产服务,12.54,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, ",83.62亿
58,603696.SH,安记食品,食品,11.5,"调味品, 食品, ",27.05亿
59,600809.SH,山西汾酒,白酒,71.5,"MSCI, 白酒, 业绩预增, 山西国企改革, ",619.08亿
60,600621.SH,华鑫股份,证券,15.77,"券商, 金改, 上海国企改革, ",84.41亿
61,603882.SH,金域医学,医疗保健,35.71,"华为产业链, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 体外诊断, ",99.86亿
62,000971.SZ,*ST高升,互联网,2.61,"定增破发, 大数据, 低价股, 云计算, 区块链, ST股, 强势人气股, ",15.44亿
63,002544.SZ,杰赛科技,软件服务,13.82,"5G, PCB板, 央企改革, 华为产业链, 军工研究所, 社保重仓, 军工, 军民融合, 物联网, 定增破发, 网络安全, 云计算, 高铁轨交, 知识产权, ",70.74亿
64,300747.SZ,锐科激光,元器件,145.21,"高价股, 新进指数成份股, 高送转-预期, 央企改革, 社保重仓, 3D打印, 智能制造, 高送转, ",122.68亿
