,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688560.SH,688560,明冠新材,塑料,34.4,1.0,11.0,11.49,,0.0
1,003026.SZ,003026,中晶科技,半导体,32.21,3.0,9.0,8.04,,0.0
2,001896.SZ,001896,豫能控股,火力发电,9.45,3.0,9.0,108.73,,0.0
3,605186.SH,605186,健麾信息,专用机械,27.23,3.0,7.0,9.26,,0.0
4,600121.SH,600121,郑州煤电,煤炭开采,7.79,3.0,6.0,94.91,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
5,688679.SH,688679,N通源,环境保护,19.02,1.0,5.0,5.7,,0.0
6,003029.SZ,003029,吉大正元,软件服务,17.85,2.0,5.0,8.05,,0.0
7,600292.SH,600292,远达环保,环境保护,8.5,3.0,5.0,66.37,中央汇金资产管理有限责任公司,1.0
8,000899.SZ,000899,赣能股份,火力发电,7.26,3.0,5.0,70.83,,0.0
9,002564.SZ,002564,天沃科技,建筑工程,4.48,3.0,4.0,38.91,"北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
陕西省国际信托股份有限公司-陕国投·易泓30号证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-汇沣12号结构化证券投资集合资金信托计划",5.0
10,603110.SH,603110,东方材料,染料涂料,29.57,2.0,4.0,42.5,,0.0
11,600537.SH,600537,亿晶光电,电气设备,5.67,3.0,3.0,66.7,中央汇金资产管理有限公司,1.0
12,601956.SH,601956,N东贝,,13.4,1.0,3.0,27.74,,0.0
13,688658.SH,688658,悦康药业,化学制药,26.85,1.0,3.0,22.27,,0.0
14,000798.SZ,000798,中水渔业,渔业,13.3,2.0,3.0,42.48,,0.0
15,000521.SZ,000521,长虹美菱,家用电器,5.41,2.0,3.0,47.2,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)",2.0
16,000591.SZ,000591,太阳能,新型电力,6.48,3.0,3.0,132.0,"长安基金-民生银行-长安悦享定增25号分级资产管理计划
申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划",2.0
17,600333.SH,600333,长春燃气,供气供热,6.96,2.0,2.0,42.39,,0.0
