,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,601279.SH,601279,英利汽车,汽车配件,61.218836565096964,10.0189,8.7,,0.0
1,605086.SH,605086,龙高股份,矿物制品,61.07020127638685,9.9899,10.5,,0.0
2,603518.SH,603518,锦泓集团,服饰,60.963455149501655,9.9886,24.22,,0.0
3,688699.SH,688699,明微电子,半导体,47.38653473865347,20.0,23.18,,0.0
4,002435.SZ,002435,长江健康,化学制药,44.83471074380165,3.0882,84.09,,0.0
5,300563.SZ,300563,神宇股份,通信设备,43.987341772151886,19.9895,27.6,"东海基金-郑如恒-东海基金-金龙122号单一资产管理计划
上海含德股权投资基金管理有限公司-含德盛世6号定增投资私募基金",2.0
6,603538.SH,603538,美诺华,化学制药,38.639455782312915,10.0135,60.25,,0.0
7,688068.SH,688068,热景生物,医疗保健,38.11297330850405,2.2225,76.59,,0.0
8,002071.SZ,002071,长城退,,34.615384615384606,6.0606,1.83,,0.0
9,300061.SZ,300061,旗天科技,互联网,33.98692810457518,-10.8696,33.46,,0.0
10,605016.SH,605016,百龙创园,食品,33.159144893111645,10.0078,8.91,,0.0
11,002997.SZ,002997,瑞鹄模具,汽车配件,33.15844700944386,10.013,11.65,,0.0
12,605098.SH,605098,行动教育,文教休闲,33.10674723061431,10.0083,11.15,,0.0
13,601127.SH,601127,小康股份,汽车配件,33.09056364787841,9.9974,405.08,,0.0
14,002762.SZ,002762,金发拉比,服饰,32.53012048192774,-6.0447,27.55,,0.0
15,600315.SH,600315,上海家化,日用化工,31.584846446984983,9.5149,394.02,"上海重阳战略投资有限公司-重阳战略同智基金
香港中央结算有限公司(陆股通)
上海太富祥尔股权投资基金合伙企业(有限合伙)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
上海重阳战略投资有限公司-重阳战略聚智基金
全国社保基金一一七组合",7.0
16,300350.SZ,300350,华鹏飞,仓储物流,31.330472103004283,11.883,19.95,,0.0
17,000150.SZ,000150,宜华健康,医疗保健,30.375426621160393,10.0865,30.79,,0.0
18,688185.SH,688185,康希诺-U,生物制药,29.948924731182803,7.8318,116.13,"中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金",2.0
