,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600916.SH,600916,中国黄金,黄金,16.95,3.0,13.0,113.0,30.51,,0.0
1,688183.SH,688183,生益电子,元器件,21.44,1.0,7.0,107.0,23.59,,0.0
2,603399.SH,603399,吉翔股份,小金属,6.09,2.0,7.0,107.0,30.94,"华融融达期货-陕国投·聚宝盆66号证券投资集合资金信托计划-华信金玉一号定向资产管理计划
日照汇银股权投资基金管理合伙企业(有限合伙)
上海天倚道投资管理有限公司-天倚道昕弘成长5号私募证券投资基金
上海具力资产管理有限公司-具力进取6号私募证券投资基金
上海天倚道投资管理有限公司-天倚道昕弘成长7号私募证券投资基金
温州德裕资产管理有限公司-德裕钱江一号证券私募投资基金
温州德裕资产管理有限公司-德裕价值7号私募证券投资基金
杭州太乙投资管理有限公司-太乙多策略1号私募证券投资基金",8.0
3,605268.SH,605268,N王力,家居用品,16.35,2.0,5.0,105.0,10.95,,0.0
4,605133.SH,605133,N嵘泰,汽车配件,32.22,2.0,5.0,105.0,12.89,,0.0
5,000918.SZ,000918,嘉凯城,全国地产,8.32,2.0,4.0,104.0,150.11,香港中央结算有限公司(陆股通),1.0
6,688059.SH,688059,华锐精密,机械基件,109.44,2.0,4.0,104.0,9.8,,0.0
7,002998.SZ,002998,优彩资源,化纤,13.64,2.0,4.0,104.0,11.13,,0.0
8,603032.SH,603032,德新交运,公路,10.63,2.0,4.0,104.0,17.01,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
9,600714.SH,600714,金瑞矿业,化工原料,7.16,3.0,3.0,103.0,20.63,中央汇金资产管理有限责任公司,1.0
10,000032.SZ,000032,深桑达A,元器件,25.62,2.0,3.0,103.0,105.41,香港中央结算有限公司(陆股通),1.0
11,603222.SH,603222,济民制药,化学制药,12.54,2.0,3.0,103.0,40.13,深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金,1.0
12,000029.SZ,000029,深深房A,区域地产,7.91,2.0,2.0,102.0,70.53,"中央汇金资产管理有限责任公司
山金金控资本管理有限公司-山金金控稳健一号基金",2.0
13,000056.SZ,000056,皇庭国际,房产服务,3.09,2.0,2.0,102.0,27.93,,0.0
14,002647.SZ,002647,仁东控股,多元金融,9.48,2.0,2.0,102.0,53.08,,0.0
