,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688309.SH,688309,N恒誉,环境保护,84.22,True,True,0.0,,0.0
1,688060.SH,688060,云涌科技,软件服务,243.88,True,True,0.06,,0.0
2,603363.SH,603363,傲农生物,饲料,24.83,True,True,0.06,"香港中央结算有限公司(陆股通)
中国银行-南方高增长股票型开放式证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
全国社保基金四零一组合",4.0
3,002305.SZ,002305,南国置业,区域地产,3.04,True,True,0.07,"东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划",2.0
4,603076.SH,603076,乐惠国际,专用机械,30.5,True,True,0.08,上海天戈投资管理有限公司-天戈紫旭私募基金,1.0
5,603880.SH,603880,南卫股份,医疗保健,19.29,True,True,0.08,,0.0
6,002299.SZ,002299,圣农发展,农业综合,30.4,True,True,0.08,"昌都市凯丰投资管理有限公司-凯丰宏观对冲11号私募基金
香港中央结算有限公司(陆股通)
基本养老保险基金八零一组合
博时基金管理有限公司-社保基金四一九组合
基本养老保险基金一二零六组合
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",6.0
7,002890.SZ,002890,弘宇股份,农用机械,39.96,True,True,0.1,,0.0
8,300850.SZ,300850,新强联,机械基件,31.14,True,True,0.1,,0.0
9,300852.SZ,300852,四会富仕,元器件,52.37,True,True,0.1,,0.0
10,688085.SH,688085,三友医疗,医疗保健,81.34,True,True,0.11,,0.0
11,300452.SZ,300452,山河药辅,化学制药,26.9,True,True,0.11,"中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金",2.0
12,000936.SZ,000936,华西股份,化纤,13.05,True,True,0.11,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金",2.0
13,300412.SZ,300412,迦南科技,医疗保健,9.72,True,True,0.12,"中央汇金资产管理有限责任公司
北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划",2.0
14,002891.SZ,002891,中宠股份,饲料,43.77,True,True,0.12,"全国社保基金五零二组合
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金",3.0
15,002100.SZ,002100,天康生物,饲料,18.94,True,True,0.12,"北京融元宝通资产管理合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金五零四组合
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",5.0
16,603179.SH,603179,新泉股份,汽车配件,24.53,True,True,0.13,"中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
国泰基金管理有限公司-社保基金1102组合
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金",5.0
17,002324.SZ,002324,普利特,塑料,17.02,True,True,0.13,"中国工商银行股份有限公司-财通价值动量混合型证券投资基金
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
全国社保基金六零三组合
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)",4.0
18,603713.SH,603713,密尔克卫,仓储物流,107.4,True,True,0.13,"上海高毅资产管理合伙企业(有限合伙)-高毅庆瑞6号瑞行基金
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
全国社保基金四零四组合
香港中央结算有限公司(陆股通)
鹏华基金-民生银行-鹏华基金-汇利1号资产管理计划
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金",7.0
19,603822.SH,603822,嘉澳环保,环境保护,26.33,True,True,0.13,,0.0
20,002697.SZ,002697,红旗连锁,超市连锁,11.97,True,True,0.13,"天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
基本养老保险基金八零五组合
中国工商银行-广发稳健增长证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一五组合",6.0
21,000959.SZ,000959,首钢股份,普钢,5.02,True,True,0.13,"香港中央结算有限公司(陆股通)
北京纳木纳尼资产管理有限公司",2.0
22,600350.SH,600350,山东高速,路桥,6.47,True,True,0.14,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
山东高速集团-中金公司-17山高EB担保及信托财产专户
中国工商银行股份有限公司-广发行业领先混合型证券投资基金
中国银行股份有限公司-广发优企精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金",6.0
23,603799.SH,603799,华友钴业,小金属,45.29,True,True,0.14,"中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零七组合
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金",7.0
24,603928.SH,603928,兴业股份,化工原料,12.35,True,True,0.14,,0.0
25,300119.SZ,300119,瑞普生物,农业综合,24.27,True,True,0.14,"全国社保基金五零二组合
交通银行股份有限公司-易方达科瑞灵活配置混合型证券投资基金",2.0
26,300088.SZ,300088,长信科技,元器件,13.0,True,True,0.14,"中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国工商银行-南方绩优成长股票型证券投资基金
全国社保基金一零一组合
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金",7.0
27,002661.SZ,002661,克明面业,食品,25.63,True,True,0.15,"湖南省资产管理有限公司
全国社保基金一零五组合
中央汇金资产管理有限责任公司
华润深国投信托有限公司-华润信托·捷昀25号集合资金信托计划
兴业国际信托有限公司-克明面业1号员工持股集合资金信托",5.0
28,002041.SZ,002041,登海种业,种植业,14.77,True,True,0.15,"华夏基金-农业银行-华夏中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划",6.0
29,000620.SZ,000620,新华联,全国地产,4.03,True,True,0.15,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
30,300828.SZ,300828,锐新科技,铝,32.2,True,True,0.15,,0.0
31,300118.SZ,300118,东方日升,半导体,17.17,True,True,0.15,"交通银行股份有限公司-汇丰晋信智造先锋股票型证券投资基金
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
香港中央结算有限公司(陆股通)
红土创新基金-江苏银行-红土创新红土紫金2号资产管理计划
中央汇金资产管理有限责任公司
红塔资产-中信银行-中信信托-中信·宏商金融投资项目1603期",6.0
32,603968.SH,603968,醋化股份,化工原料,17.04,True,True,0.15,,0.0
33,300226.SZ,300226,上海钢联,互联网,86.8,True,True,0.16,"基本养老保险基金一二零二组合
全国社保基金四一四组合
上海申九资产管理有限公司-申九积极进取3号证券私募投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
杭州睿星投资管理有限公司-睿星财富2号证券投资基金",6.0
34,300318.SZ,300318,博晖创新,医疗保健,7.16,True,True,0.16,中央汇金资产管理有限责任公司,1.0
35,600246.SH,600246,万通地产,区域地产,9.22,True,True,0.16,"上海富诚海富通资产-宁波银行-富诚海富通福瑞通达1号专项资产管理计划
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金
华宝信托有限责任公司-华宝信托-万通地产员工持股一期集合资金信托",3.0
36,002367.SZ,002367,康力电梯,运输设备,10.25,True,True,0.16,"芜湖长元股权投资基金(有限合伙)
香港中央结算有限公司(陆股通)
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国工商银行-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划",6.0
37,600467.SH,600467,好当家,渔业,2.95,True,True,0.16,长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划,1.0
38,600791.SH,600791,京能置业,全国地产,4.07,True,True,0.16,哈尔滨市道里区慈善基金会,1.0
39,603661.SH,603661,恒林股份,家居用品,57.87,True,True,0.16,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金,1.0
