,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,600268.SH,国电南自,电气设备,10.0,12.43,49.97,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
1,600812.SH,华北制药,化学制药,9.9905,11.56,47.87,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
深圳德威资本投资管理有限公司-德威资本商品1号私募基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
2,002480.SZ,新筑股份,机械基件,10.0629,7.0,40.26,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
芜湖长元股权投资基金(有限合伙)"
3,002400.SZ,省广集团,广告包装,10.0569,5.8,40.12,
4,300151.SZ,昌红科技,机械基件,10.0483,11.39,40.1,
13,002152.SZ,广电运通,IT设备,10.0164,13.4,30.02,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金四零二组合"
14,000019.SZ,深粮控股,其他商业,9.9886,9.69,30.0,
15,603598.SH,引力传媒,影视音像,10.0,14.63,29.98,
16,002041.SZ,登海种业,种植业,9.9384,14.27,29.96,
21,601789.SH,宁波建工,建筑工程,10.099,5.56,26.55,
25,002104.SZ,恒宝股份,元器件,10.0,8.25,25.67,
27,002103.SZ,广博股份,互联网,9.9391,5.42,25.25,
29,002481.SZ,双塔食品,食品,10.0,14.52,23.53,
38,000536.SZ,华映科技,元器件,10.2151,2.05,20.27,
39,002204.SZ,大连重工,专用机械,10.089,3.71,20.22,
40,002492.SZ,恒基达鑫,仓储物流,10.0719,6.12,20.17,
45,603825.SH,华扬联众,互联网,10.0,26.4,20.02,
46,603777.SH,来伊份,食品,9.9785,15.32,20.01,
47,300538.SZ,同益股份,批发业,10.0172,25.59,20.01,
50,600898.SH,国美通讯,通信设备,10.0299,7.35,20.01,
54,603200.SH,上海洗霸,环境保护,9.9956,75.49,20.0,
57,688019.SH,安集科技,半导体,19.9973,176.66,20.0,
59,600556.SH,ST慧球,软件服务,10.0167,19.77,19.99,
60,300325.SZ,德威新材,塑料,10.084,3.93,19.99,
65,600527.SH,江南高纤,化纤,9.9778,4.96,19.93,
66,600396.SH,金山股份,火力发电,10.0372,2.96,19.92,
67,000564.SZ,供销大集,百货,9.9526,2.32,19.85,
69,600127.SH,金健米业,农业综合,9.9804,11.24,18.59,"湖南发展资产管理集团有限公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
76,002177.SZ,御银股份,IT设备,9.9156,5.21,17.36,
79,002645.SZ,华宏科技,专用机械,9.9912,12.55,17.13,
98,300364.SZ,中文在线,出版业,9.9291,4.65,15.62,
104,300002.SZ,神州泰岳,软件服务,9.9485,6.41,15.34,
108,002170.SZ,芭田股份,农药化肥,10.0,4.4,15.26,
109,000505.SZ,京粮控股,食品,9.9648,9.38,15.22,鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)
110,000061.SZ,农产品,农业综合,10.0145,7.58,15.21,
113,000713.SZ,丰乐种业,种植业,10.0379,11.62,15.14,
116,601126.SH,四方股份,电气设备,9.9388,7.19,14.98,中央汇金资产管理有限责任公司
141,002426.SZ,胜利精密,元器件,10.2326,2.37,10.23,
142,601216.SH,君正集团,化工原料,10.1563,2.82,10.16,
145,002469.SZ,三维工程,建筑工程,10.0917,4.8,10.09,中央汇金资产管理有限责任公司
147,000716.SZ,黑芝麻,食品,10.0796,4.15,10.08,
155,603266.SH,天龙股份,塑料,10.0493,11.17,10.05,
156,600313.SH,农发种业,种植业,10.049,4.49,10.05,现代种业发展基金有限公司
159,603020.SH,爱普股份,食品,10.0524,10.51,10.05,
161,002908.SZ,德生科技,元器件,10.0408,13.48,10.04,
162,300740.SZ,御家汇,日用化工,10.0402,8.22,10.04,
165,002331.SZ,皖通科技,软件服务,10.0414,10.63,10.04,
167,300118.SZ,东方日升,半导体,10.0429,12.82,10.04,
170,300132.SZ,青松股份,化工原料,10.0372,14.8,10.04,
171,002848.SZ,高斯贝尔,通信设备,10.0262,12.62,10.03,
172,000848.SZ,承德露露,软饮料,10.0291,7.57,10.03,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金四一三组合
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一一零一组合
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金"
173,002911.SZ,佛燃能源,供气供热,10.0266,16.57,10.03,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
174,600330.SH,天通股份,元器件,10.0267,8.23,10.03,
182,600882.SH,妙可蓝多,乳制品,10.0203,27.12,10.02,
184,300087.SZ,荃银高科,种植业,10.0241,13.72,10.02,
186,002539.SZ,云图控股,农药化肥,10.0179,6.15,10.02,
188,002564.SZ,天沃科技,建筑工程,10.0228,4.83,10.02,"浙商金汇信托股份有限公司-浙金·瑞雪一号集合资金信托计划
北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划
国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
鹏华资产-浦发银行-鹏华资产方圆5号资产管理计划
华能贵诚信托有限公司"
189,002661.SZ,克明面业,食品,10.0176,18.78,10.02,
190,002135.SZ,东南网架,建筑工程,10.0114,9.67,10.01,"建德市乾盈股权投资基金合伙企业(有限合伙)
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
西藏信托有限公司-西藏信托-智昂5号集合资金信托计划
安信基金-农业银行-华宝信托-安心投资【6】号集合资金信托计划
红塔红土基金-广发银行-杭州恒钰投资管理合伙企业(有限合伙)
建德市乾盈股权投资基金合伙企业(有限合伙)
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
西藏信托有限公司-西藏信托-智昂5号集合资金信托计划
安信基金-农业银行-华宝信托-安心投资【6】号集合资金信托计划
红塔红土基金-广发银行-杭州恒钰投资管理合伙企业(有限合伙)"
192,600315.SH,上海家化,日用化工,10.0119,27.8,10.01,"上海重阳战略投资有限公司-重阳战略聚智基金
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
香港中央结算有限公司(陆股通)
国泰君安证券资管-建设银行-国泰君安君得鑫股票集合资产管理计划
上海重阳战略投资有限公司-重阳战略同智基金
上海太富祥尔股权投资基金合伙企业(有限合伙)
上海重阳战略投资有限公司-重阳战略才智基金"
195,603363.SH,傲农生物,饲料,10.005,22.1,10.01,"全国社保基金四零一组合
香港中央结算有限公司(陆股通)
中国银行-南方高增长股票型开放式证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
香港中央结算有限公司(陆股通)"
196,603089.SH,正裕工业,汽车配件,10.0088,12.53,10.01,
197,603609.SH,禾丰牧业,饲料,10.0142,15.49,10.01,
201,300628.SZ,亿联网络,通信设备,10.0025,88.53,10.0,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
荷兰汇盈资产管理公司-荷兰汇盈新兴市场股票基金
全国社保基金一零九组合
全国社保基金六零一组合
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
中国银行-易方达积极成长证券投资基金
中国建设银行股份有限公司-易方达信息产业混合型证券投资基金
中国工商银行股份有限公司-易方达安心回报债券型证券投资基金
基本养老保险基金三零八组合
荷兰汇盈资产管理公司-荷兰汇盈新兴市场股票基金
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
全国社保基金一零九组合
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
全国社保基金六零一组合
中国银行-易方达积极成长证券投资基金
中国建设银行股份有限公司-嘉实前沿科技沪港深股票型证券投资基金
中国农业银行股份有限公司-宝盈转型动力灵活配置混合型证券投资基金
中国银行股份有限公司-嘉实价值优势混合型证券投资基金"
204,600371.SH,万向德农,种植业,10.0,15.51,10.0,
207,300346.SZ,南大光电,元器件,9.9957,25.75,10.0,
211,300280.SZ,紫天科技,专用机械,10.0,30.25,10.0,
217,600280.SH,中央商场,百货,10.0,1.98,10.0,
220,603179.SH,新泉股份,汽车配件,10.0045,24.41,10.0,"中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
国泰基金管理有限公司-社保基金1102组合
中国银行股份有限公司-嘉实优化红利混合型证券投资基金
中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF)
全国社保基金四一三组合
中国工商银行-融通蓝筹成长证券投资基金
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金"
223,300757.SZ,罗博特科,专用机械,9.9975,43.46,10.0,
224,002277.SZ,友阿股份,百货,10.0,4.07,10.0,
226,002240.SZ,威华股份,家居用品,10.0,8.25,10.0,
227,002286.SZ,保龄宝,食品,10.0,8.47,10.0,
232,002385.SZ,大北农,饲料,9.988,9.14,9.99,
242,300575.SZ,中旗股份,农药化肥,9.9767,33.07,9.98,"中国工商银行-融通动力先锋混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰成长优选混合型证券投资基金
上海浦东发展银行股份有限公司-长信金利趋势混合型证券投资基金"
244,300040.SZ,九洲电气,电气设备,9.9828,6.39,9.98,
245,000525.SZ,红太阳,农药化肥,9.9804,11.24,9.98,
249,600998.SH,九州通,医药商业,9.9782,20.17,9.98,
251,002606.SZ,大连电瓷,电气设备,9.9727,8.05,9.97,
252,002119.SZ,康强电子,半导体,9.974,12.68,9.97,"华润深国投信托有限公司-泽熙6期单一资金信托计划
中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金"
253,002515.SZ,金字火腿,食品,9.9668,6.62,9.97,
257,300475.SZ,聚隆科技,专用机械,9.9609,11.26,9.96,
261,600796.SH,钱江生化,农药化肥,9.9511,6.74,9.95,
263,300345.SZ,红宇新材,钢加工,9.9511,6.74,9.95,珠海回声资产管理有限公司-回声1号私募基金
269,000006.SZ,深振业A,区域地产,9.9352,5.09,9.94,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
270,300303.SZ,聚飞光电,半导体,9.9404,5.53,9.94,
272,000099.SZ,中信海直,空运,9.9359,6.86,9.94,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
276,002264.SZ,新华都,超市连锁,9.9119,4.99,9.91,
277,002490.SZ,山东墨龙,化工机械,9.9042,3.44,9.9,"中央汇金资产管理有限责任公司
深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金"
286,002307.SZ,北新路桥,建筑工程,9.3851,6.76,9.39,
