,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600877.SH,600877,*ST嘉陵,摩托车,7.36,1868.88
1,600209.SH,600209,*ST罗顿,综合类,5.72,944.74
2,600769.SH,600769,祥龙电业,建筑施工,6.29,848.97
3,002263.SZ,002263,*ST东南,塑料,2.5,733.46
4,000833.SZ,000833,粤桂股份,造纸,7.05,684.68
5,002808.SZ,002808,恒久科技,元器件,18.99,621.43
6,600303.SH,600303,曙光股份,汽车整车,5.02,577.94
7,600778.SH,600778,*ST友好,百货,6.75,553.95
8,300204.SZ,300204,舒泰神,生物制药,17.75,532.21
9,601798.SH,601798,*ST蓝科,化工机械,7.86,530.66
10,000957.SZ,000957,中通客车,汽车整车,9.66,523.87
11,000425.SZ,000425,徐工机械,工程机械,5.06,492.62
12,600292.SH,600292,远达环保,环境保护,7.21,468.1
13,002178.SZ,002178,延华智能,建筑施工,5.32,452.95
14,600275.SH,600275,ST昌鱼,农业综合,4.17,451.33
15,600678.SH,600678,四川金顶,水泥,8.05,436.67
16,300091.SZ,300091,金通灵,机械基件,7.12,406.45
17,002397.SZ,002397,梦洁股份,纺织,6.23,382.53
18,002396.SZ,002396,星网锐捷,通信设备,28.87,369.85
19,000868.SZ,000868,安凯客车,汽车整车,3.82,356.16
20,000950.SZ,000950,重药控股,医药商业,7.71,355.79
21,000409.SZ,000409,*ST地矿,综合类,7.0,355.56
22,600698.SH,600698,*ST天雁,汽车配件,3.76,351.53
23,000980.SZ,000980,众泰汽车,汽车配件,6.0,334.81
24,300385.SZ,300385,雪浪环境,环境保护,22.74,334.21
25,002477.SZ,002477,雏鹰农牧,农业综合,2.77,325.37
26,601238.SH,601238,广汽集团,汽车整车,13.59,321.75
27,000720.SZ,000720,*ST新能,火力发电,6.7,319.2
28,600225.SH,600225,天津松江,区域地产,5.04,317.38
29,002091.SZ,002091,江苏国泰,商贸代理,7.44,310.58
30,300425.SZ,300425,环能科技,环境保护,6.54,307.55
31,603306.SH,603306,华懋科技,汽车配件,17.98,307.53
32,000571.SZ,000571,新大洲A,综合类,3.82,307.39
33,600105.SH,600105,永鼎股份,通信设备,6.41,304.85
34,300718.SZ,300718,长盛轴承,机械基件,20.22,302.6
35,300489.SZ,300489,中飞股份,铝,18.5,299.3
36,600817.SH,600817,ST宏盛,多元金融,10.34,291.63
37,300441.SZ,300441,鲍斯股份,机床制造,9.15,289.24
38,002001.SZ,002001,新和成,化学制药,21.76,285.48
39,603056.SH,603056,德邦股份,仓储物流,21.22,281.8
40,002116.SZ,002116,中国海诚,建筑施工,12.55,281.58
41,300301.SZ,300301,长方集团,半导体,5.0,281.39
42,002676.SZ,002676,顺威股份,塑料,5.08,280.84
43,600365.SH,600365,通葡股份,红黄药酒,6.38,278.52
44,600515.SH,600515,海航基础,全国地产,6.66,272.03
45,600228.SH,600228,ST昌九,化工原料,9.65,270.27
46,600771.SH,600771,广誉远,中成药,35.5,269.33
47,002245.SZ,002245,澳洋顺昌,仓储物流,6.16,268.78
48,601777.SH,601777,力帆股份,摩托车,6.81,268.58
49,300470.SZ,300470,日机密封,机械基件,30.13,263.68
50,300021.SZ,300021,大禹节水,农业综合,8.0,258.94
51,000669.SZ,000669,金鸿控股,供气供热,7.18,258.23
52,300384.SZ,300384,三联虹普,纺织机械,17.97,253.4
53,600712.SH,600712,南宁百货,百货,5.47,248.63
54,002445.SZ,002445,ST中南,影视音像,2.68,248.04
55,002846.SZ,002846,英联股份,广告包装,17.63,247.47
56,300153.SZ,300153,科泰电源,电气设备,9.35,243.88
57,000982.SZ,000982,*ST中绒,纺织,2.1,243.43
58,002481.SZ,002481,双塔食品,食品,4.43,237.87
59,600960.SH,600960,渤海汽车,汽车配件,4.89,229.35
60,601800.SH,601800,中国交建,建筑施工,14.19,229.06
61,600311.SH,600311,荣华实业,黄金,4.29,228.02
62,600149.SH,600149,ST坊展,综合类,7.85,225.73
63,600216.SH,600216,浙江医药,化学制药,12.55,225.49
64,000912.SZ,000912,*ST天化,农药化肥,7.5,222.7
65,000920.SZ,000920,南方汇通,环境保护,8.39,221.92
66,300387.SZ,300387,富邦股份,化工原料,9.0,221.84
67,002237.SZ,002237,恒邦股份,黄金,10.89,220.17
68,300412.SZ,300412,迦南科技,医疗保健,8.4,219.98
69,002002.SZ,002002,鸿达兴业,化工原料,6.64,216.82
70,600526.SH,600526,菲达环保,环境保护,5.53,216.54
71,000668.SZ,000668,荣丰控股,区域地产,16.15,216.15
72,600106.SH,600106,重庆路桥,路桥,4.29,215.94
73,300577.SZ,300577,开润股份,纺织,36.7,215.08
74,002367.SZ,002367,康力电梯,运输设备,8.81,213.81
75,600302.SH,600302,标准股份,纺织机械,6.5,213.66
76,600939.SH,600939,重庆建工,建筑施工,6.47,212.04
77,601058.SH,601058,赛轮轮胎,汽车配件,3.43,210.99
78,002328.SZ,002328,新朋股份,汽车配件,8.68,210.95
79,600876.SH,600876,洛阳玻璃,玻璃,15.36,210.08
80,300206.SZ,300206,理邦仪器,医疗保健,8.38,209.29
81,600708.SH,600708,光明地产,全国地产,6.38,208.54
