,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,600775.SH,600775,南京熊猫,通信设备,7.98,10.0251,17.56
1,002547.SZ,002547,春兴精工,通信设备,10.35,10.0094,11.65
2,300299.SZ,300299,富春股份,通信设备,6.79,10.0,7.7
3,300698.SZ,300698,万马科技,通信设备,8.67,9.9864,24.23
4,300292.SZ,300292,吴通控股,软件服务,6.74,9.9819,6.06
5,000836.SZ,000836,富通鑫茂,通信设备,4.41,9.9366,5.2
6,600522.SH,600522,中天科技,通信设备,1.73,8.3414,11.17
7,600105.SH,600105,永鼎股份,通信设备,2.5,7.9872,6.76
8,603618.SH,603618,杭电股份,电气设备,2.41,7.337,7.9
9,300265.SZ,300265,通光线缆,电气设备,3.36,5.317,10.3
10,603186.SH,603186,华正新材,元器件,4.01,5.2533,33.66
11,300679.SZ,300679,电连技术,元器件,4.75,5.1732,44.32
12,002115.SZ,002115,三维通信,通信设备,5.52,5.1318,15.16
13,300397.SZ,300397,天和防务,通信设备,9.88,5.11,28.18
14,000586.SZ,000586,汇源通信,通信设备,2.27,4.6218,12.45
15,002796.SZ,002796,世嘉科技,专用机械,7.21,4.1169,40.97
16,002229.SZ,002229,鸿博股份,广告包装,2.69,4.0456,10.03
17,300502.SZ,300502,新易盛,通信设备,2.69,3.614,30.39
18,000070.SZ,000070,特发信息,通信设备,5.81,3.4891,16.61
19,300123.SZ,300123,亚光科技,船舶,2.3,3.2847,14.15
20,601869.SH,601869,长飞光纤,通信设备,1.4,3.075,48.27
21,600804.SH,600804,鹏博士,电信运营,1.69,2.9772,11.76
22,300217.SZ,300217,东方电热,电器仪表,2.29,2.9762,3.46
23,002089.SZ,002089,新海宜,通信设备,4.96,2.921,5.99
24,300560.SZ,300560,中富通,通信设备,3.48,2.808,22.7
25,300366.SZ,300366,创意信息,软件服务,1.57,2.6709,9.61
26,000636.SZ,000636,风华高科,元器件,1.6,2.4188,16.09
27,300259.SZ,300259,新天科技,电器仪表,1.35,2.3981,4.27
28,300050.SZ,300050,世纪鼎利,软件服务,2.41,2.3611,7.37
29,300565.SZ,300565,科信技术,通信设备,2.29,2.086,16.15
30,300710.SZ,300710,万隆光电,通信设备,1.29,2.0746,31.49
31,002446.SZ,002446,盛路通信,通信设备,3.21,1.9452,11.53
32,600487.SH,600487,亨通光电,通信设备,1.52,1.9082,22.43
33,300684.SZ,300684,中石科技,化工原料,2.01,1.9036,40.15
34,600745.SH,600745,闻泰科技,通信设备,6.22,1.7413,36.81
35,002093.SZ,002093,国脉科技,电信运营,2.38,1.7324,10.57
36,603803.SH,603803,瑞斯康达,通信设备,2.16,1.6141,13.22
37,603991.SH,603991,至正股份,塑料,2.81,1.4925,23.8
38,300394.SZ,300394,天孚通信,通信设备,5.41,1.2644,36.04
39,002885.SZ,002885,京泉华,元器件,1.63,1.2505,25.1
40,300250.SZ,300250,初灵信息,软件服务,3.16,1.2118,20.88
41,002902.SZ,002902,铭普光磁,元器件,1.77,1.1723,28.48
42,002579.SZ,002579,中京电子,元器件,2.24,1.0586,12.41
43,300134.SZ,300134,大富科技,通信设备,2.56,0.95,15.94
44,002281.SZ,002281,光迅科技,通信设备,1.75,0.9145,32.0
45,300602.SZ,300602,飞荣达,元器件,2.22,0.8963,43.9
46,002179.SZ,002179,中航光电,元器件,1.13,0.6893,40.9
47,002231.SZ,002231,奥维通信,通信设备,6.26,0.6529,9.25
48,603042.SH,603042,华脉科技,通信设备,3.3,0.6528,16.96
49,002138.SZ,002138,顺络电子,元器件,2.01,0.6113,19.75
