,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,000820.SZ,000820,*ST节能,环境保护,28.02,1.0,12.48
1,600112.SH,600112,*ST天成,电气设备,55.33,1.0,15.58
2,000752.SZ,000752,*ST西发,啤酒,33.05,0.8,16.78
3,600198.SH,600198,*ST大唐,通信设备,37.39,0.8,70.52
4,603032.SH,603032,*ST德新,公共交通,37.86,0.6,27.15
5,000980.SZ,000980,*ST众泰,汽车配件,33.84,0.6,77.37
6,002592.SZ,002592,ST八菱,汽车配件,25.16,0.6,15.21
7,600084.SH,600084,*ST中葡,红黄酒,12.96,0.4,51.92
8,600365.SH,600365,ST通葡,红黄酒,19.43,0.4,16.72
9,600146.SH,600146,*ST环球,服饰,32.92,0.4,10.06
10,603779.SH,603779,ST威龙,红黄酒,13.19,0.4,25.17
11,002356.SZ,002356,*ST赫美,其他商业,29.47,0.4,14.11
12,002684.SZ,002684,*ST猛狮,电气设备,23.55,0.2,19.03
13,002473.SZ,002473,*ST圣莱,家用电器,22.07,0.2,11.68
14,002147.SZ,002147,*ST新光,区域地产,27.93,0.2,15.25
15,600241.SH,600241,ST时万,商贸代理,23.75,0.2,18.86
16,600291.SH,600291,*ST西水,保险,28.45,0.2,33.56
17,600311.SH,600311,ST荣华,黄金,21.18,0.2,16.37
18,002089.SZ,002089,ST新海,通信设备,18.09,0.2,27.78
19,600766.SH,600766,*ST园城,黄金,24.12,0.2,10.26
20,600767.SH,600767,ST运盛,医疗保健,20.52,0.2,18.82
21,000780.SZ,000780,*ST平能,煤炭开采,12.03,0.2,54.77
22,000611.SZ,000611,*ST天首,纺织,15.73,0.2,10.57
