,ts_code,symbol,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_LASTPRICE,concept
0,300772.SZ,300772,N运达,电气设备,19.98,1.0,0.0,10.33,
1,300773.SZ,300773,拉卡拉,软件服务,15.99,2.0,0.0,57.98,
2,300768.SZ,300768,迪普科技,软件服务,13.55,9.0,1.0,37.77,
3,300771.SZ,300771,智莱科技,电脑设备,13.18,5.0,0.0,66.15,
4,603317.SH,603317,天味食品,食品,13.03,9.0,0.0,35.45,
5,603068.SH,603068,博通集成,半导体,12.61,9.0,1.0,51.44,
6,300573.SZ,300573,兴齐眼药,化学制药,11.62,9.0,0.0,58.37,"医药, 化学药, 眼科, "
7,000815.SZ,000815,美利云,造纸,11.24,4.0,0.0,12.56,"大数据, 云计算, 造纸, 宁夏, "
8,002054.SZ,002054,德美化工,化工原料,10.92,6.0,1.0,10.49,"半导体, 国资入股, 壳公司, 创投, "
9,600794.SH,600794,保税科技,仓储物流,10.27,3.0,1.0,5.72,"军工, 军民融合, 快递物流, "
10,300405.SZ,300405,科隆股份,化工原料,9.88,3.0,0.0,12.89,"石油化工, "
11,002793.SZ,002793,东音股份,专用机械,9.83,3.0,0.0,16.38,
12,002869.SZ,002869,金溢科技,通信设备,9.78,1.0,0.0,30.55,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, "
13,300216.SZ,300216,千山药机,医疗保健,9.01,1.0,0.0,3.81,"智能制造, 基因测序, 医疗器械, 机器视觉, "
14,600198.SH,600198,大唐电信,通信设备,8.12,2.0,0.0,16.21,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
15,600751.SH,600751,海航科技,水运,7.55,3.0,0.0,4.1,"破净股, 京津冀, 自贸区, 天津自贸区, 资产重组, 独角兽, "
16,300051.SZ,300051,三五互联,互联网,7.42,3.0,0.0,7.99,"数字中国, 云计算, 区块链, 国产软件, 腾讯概念股, 游戏, 手游, 动漫, "
17,600287.SH,600287,江苏舜天,商贸代理,7.38,1.0,0.0,6.89,"参股券商, 期货概念, "
18,002759.SZ,002759,天际股份,家用电器,6.82,1.0,0.0,11.38,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, "
19,600512.SH,600512,腾达建设,建筑施工,6.81,1.0,0.0,3.08,"大基建, 低价股, 举牌股, "
20,002695.SZ,002695,煌上煌,食品,6.75,3.0,1.0,13.5,"食品, 休闲食品, "
21,600368.SH,600368,五洲交通,路桥,6.71,2.0,0.0,4.47,"高速公路, 一带一路, 东盟博览会, 广西, "
22,600332.SH,600332,白云山,中成药,6.6,1.0,0.0,44.77,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
23,300475.SZ,300475,聚隆科技,专用机械,6.4,1.0,0.0,11.21,"智能制造, 机器人, "
24,002453.SZ,002453,华软科技,化工原料,6.35,1.0,0.0,6.99,"供应链金融, 保健品, 食品, 互联网金融, 移动支付, 区块链, 苹果产业链, "
25,603882.SH,603882,金域医学,医疗保健,6.31,2.0,0.0,34.82,"华为产业链, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 体外诊断, "
26,002020.SZ,002020,京新药业,化学制药,6.07,1.0,0.0,11.79,"回购, 参股券商, 医药, 化学药, 迈瑞医疗概念股, "
27,601188.SH,601188,龙江交通,路桥,5.92,1.0,0.0,3.47,"高速公路, 振兴东北, "
28,002668.SZ,002668,奥马电器,家用电器,5.87,1.0,0.0,6.65,"供应链金融, 白色家电, 家电, 互联网金融, 区块链, 股权转让, 国资入股, "
