,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2652,600624.SH,复旦复华,综合类,7.0,7.0,10.012,10.0083,910666.9733
68,000159.SZ,国际实业,石油贸易,4.0,7.0,6.687,10.0413,384548.7944
1858,300471.SZ,厚普股份,专用机械,4.0,4.0,10.006,10.0097,309344.47
3199,603090.SH,宏盛股份,专用机械,3.0,3.0,9.941,9.9894,84657.7853
2713,600695.SH,绿庭投资,多元金融,3.0,3.0,10.049,9.9861,290608.4515
2697,600679.SH,上海凤凰,文教休闲,3.0,3.0,10.009,9.9786,355814.1752
452,000993.SZ,闽东电力,水力发电,3.0,7.0,6.666,9.9617,321153.0
1922,300536.SZ,农尚环境,建筑施工,3.0,3.0,9.973,9.9753,81473.8085
50,000066.SZ,中国长城,电脑设备,2.0,2.0,9.982,9.9515,2256589.882
2034,300654.SZ,世纪天鸿,出版业,2.0,3.0,7.478,9.9964,189929.4863
1777,300390.SZ,天华超净,元器件,2.0,3.0,7.204,10.0289,213261.1939
2206,600088.SH,中视传媒,影视音像,2.0,4.0,5.802,9.9946,809730.2304
2043,300663.SZ,科蓝软件,软件服务,2.0,2.0,9.994,9.9872,317318.6167
2191,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
1014,002554.SZ,惠博普,石油开采,2.0,3.0,6.961,10.0865,293947.1668
2304,600199.SH,金种子酒,白酒,2.0,3.0,8.16,10.0309,396267.5764
2923,600969.SH,郴电国际,水力发电,2.0,3.0,7.229,10.0391,312322.6085
3332,603383.SH,顶点软件,软件服务,2.0,2.0,10.002,9.9962,503704.6358
1493,300103.SZ,达刚路机,工程机械,2.0,3.0,7.454,10.0284,292293.1556
1622,300233.SZ,金城医药,化学制药,2.0,4.0,6.098,10.0202,771851.9533
157,000570.SZ,苏常柴A,机械基件,2.0,3.0,7.38,10.0193,234894.7401
735,002274.SZ,华昌化工,农药化肥,1.0,1.0,10.0,10.0,495263.5404
208,000637.SZ,茂化实华,石油加工,1.0,1.0,10.02,10.02,201205.7369
333,000820.SZ,神雾节能,环境保护,1.0,3.0,4.823,10.0164,192730.1364
2082,300702.SZ,天宇股份,化学制药,1.0,1.0,10.008,10.0075,153370.4061
307,000788.SZ,北大医药,化学制药,1.0,4.0,5.139,10.0559,469636.5236
2205,600086.SH,东方金钰,服饰,1.0,2.0,5.158,9.965,664755.5151
269,000723.SZ,美锦能源,焦炭加工,1.0,5.0,6.639,9.9379,765518.9445
221,000665.SZ,湖北广电,影视音像,1.0,3.0,4.663,10.0,650790.4759
2428,600345.SH,长江通信,通信设备,1.0,2.0,5.165,10.0041,535590.0
2483,600410.SH,华胜天成,软件服务,1.0,2.0,5.764,10.0367,987770.3013
2507,600456.SH,宝钛股份,小金属,1.0,3.0,6.394,10.0132,1077815.5785
2573,600536.SH,中国软件,软件服务,1.0,2.0,7.16,9.9979,2573704.7175
2649,600621.SH,华鑫股份,证券,1.0,3.0,5.647,9.9548,780394.5379
2668,600644.SH,乐山电力,水力发电,1.0,3.0,5.731,9.9511,362882.0442
753,002292.SZ,奥飞娱乐,影视音像,1.0,2.0,8.433,10.0473,757324.8212
204,000632.SZ,三木集团,综合类,1.0,3.0,4.871,9.9576,241586.8998
172,000593.SZ,大通燃气,供气供热,1.0,2.0,7.374,10.0543,226631.8132
2839,600831.SH,广电网络,影视音像,1.0,3.0,5.507,9.9783,634113.6437
2927,600975.SH,新五丰,农业综合,1.0,3.0,5.449,10.0101,710111.0354
3169,603036.SH,如通股份,专用机械,1.0,3.0,5.698,10.0361,77480.16
3192,603080.SH,新疆火炬,供气供热,1.0,2.0,6.157,10.0,212068.285
102,000503.SZ,国新健康,医疗保健,1.0,3.0,5.359,10.0,2076279.2912
3236,603169.SH,兰石重装,专用机械,1.0,3.0,4.929,10.087,657344.5774
78,000407.SZ,胜利股份,供气供热,1.0,3.0,5.271,10.0,385491.7973
3345,603444.SH,吉比特,互联网,1.0,3.0,4.896,9.9979,877679.4124
386,000905.SZ,厦门港务,港口,1.0,3.0,6.386,9.9744,456660.0
2032,300652.SZ,雷迪克,汽车配件,1.0,3.0,4.25,10.0215,75517.8336
1944,300559.SZ,佳发教育,软件服务,1.0,3.0,6.568,9.9283,378416.5857
1926,300540.SZ,深冷股份,专用机械,1.0,3.0,5.41,10.0219,96307.6789
768,002307.SZ,北新路桥,建筑施工,1.0,4.0,4.742,9.9415,670566.5374
838,002377.SZ,国创高新,石油加工,1.0,3.0,7.499,10.017,314837.221
904,002443.SZ,金洲管道,钢加工,1.0,7.0,3.821,10.0629,444042.3663
934,002473.SZ,*ST圣莱,家用电器,1.0,2.0,7.483,9.9668,158880.0
717,002255.SZ,海陆重工,专用机械,1.0,3.0,5.144,10.0,271881.602
1022,002562.SZ,兄弟科技,化学制药,1.0,3.0,5.845,9.9265,296807.1364
1131,002671.SZ,龙泉股份,其他建材,1.0,3.0,4.523,10.099,187789.3442
1240,002787.SZ,华源控股,广告包装,1.0,3.0,4.946,10.0606,140955.1125
1293,002845.SZ,同兴达,元器件,1.0,2.0,5.804,9.985,162601.2094
1303,002856.SZ,美芝股份,装修装饰,1.0,3.0,5.468,10.0165,81158.952
1330,002884.SZ,凌霄泵业,专用机械,1.0,1.0,10.019,10.019,187153.5188
1338,002892.SZ,科力尔,电气设备,1.0,1.0,10.004,10.0045,128862.048
1437,300046.SZ,台基股份,半导体,1.0,3.0,4.199,10.0063,370189.44
1474,300084.SZ,海默科技,石油开采,1.0,3.0,5.009,10.0,213642.145
659,002197.SZ,证通电子,电器仪表,1.0,3.0,4.755,10.0427,447605.3634
657,002195.SZ,二三四五,软件服务,1.0,2.0,6.046,9.9426,2489256.5896
1705,300316.SZ,晶盛机电,专用机械,1.0,3.0,4.039,9.9865,1953205.0961
