,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600182.SH,600182,S佳通,汽车配件,19.9,708.78
1,000668.SZ,000668,荣丰控股,区域地产,17.71,472.27
2,002260.SZ,002260,*ST德奥,航空,3.8,454.29
3,603387.SH,603387,基蛋生物,生物制药,44.0,432.9
4,000833.SZ,000833,粤桂股份,造纸,6.91,389.04
5,000906.SZ,000906,浙商中拓,批发业,7.56,384.39
6,000695.SZ,000695,滨海能源,供气供热,12.73,370.21
7,601018.SH,601018,宁波港,港口,5.29,365.8
8,600644.SH,600644,乐山电力,水力发电,7.6,343.75
9,300091.SZ,300091,金通灵,机械基件,7.66,335.2
10,002808.SZ,002808,恒久科技,元器件,18.51,315.3
11,600817.SH,600817,ST宏盛,多元金融,10.3,312.14
12,600712.SH,600712,南宁百货,百货,5.8,293.91
13,600397.SH,600397,*ST安煤,煤炭开采,3.69,293.21
14,000063.SZ,000063,中兴通讯,通信设备,36.76,285.39
15,600738.SH,600738,兰州民百,百货,9.66,284.39
16,000506.SZ,000506,中润资源,区域地产,4.42,278.8
17,300739.SZ,300739,明阳电路,元器件,26.72,276.17
18,002002.SZ,002002,鸿达兴业,化工原料,7.1,275.33
19,000582.SZ,000582,北部湾港,港口,10.68,273.51
20,600769.SH,600769,祥龙电业,建筑施工,6.98,264.32
21,300345.SZ,300345,红宇新材,钢加工,6.4,261.35
22,300046.SZ,300046,台基股份,半导体,18.57,250.19
23,600505.SH,600505,西昌电力,水力发电,9.05,246.03
24,600105.SH,600105,永鼎股份,通信设备,6.94,240.13
25,600379.SH,600379,宝光股份,电气设备,10.35,234.94
26,000811.SZ,000811,冰轮环境,工程机械,10.42,233.63
27,600767.SH,600767,ST运盛,医疗保健,6.99,229.79
28,600725.SH,600725,ST云维,焦炭加工,3.56,227.94
29,300540.SZ,300540,深冷股份,专用机械,26.46,225.35
30,603013.SH,603013,亚普股份,汽车配件,20.89,222.62
31,600209.SH,600209,*ST罗顿,综合类,5.55,220.59
32,300735.SZ,300735,光弘科技,通信设备,28.02,219.19
33,603606.SH,603606,东方电缆,电气设备,14.05,215.07
34,002102.SZ,002102,ST冠福,化学制药,2.33,203.62
35,002266.SZ,002266,浙富控股,电气设备,5.6,203.27
36,600166.SH,600166,福田汽车,汽车整车,3.18,200.29
37,002259.SZ,002259,ST升达,供气供热,2.82,199.93
38,300113.SZ,300113,顺网科技,互联网,21.03,199.43
39,000893.SZ,000893,*ST东凌,食品,8.66,198.92
40,000626.SZ,000626,远大控股,商贸代理,10.69,190.88
41,603499.SH,603499,翔港科技,广告包装,34.93,183.06
42,603008.SH,603008,喜临门,家居用品,12.21,180.72
43,300489.SZ,300489,中飞股份,铝,19.91,179.02
44,300679.SZ,300679,电连技术,元器件,45.51,177.75
45,000950.SZ,000950,重药控股,医药商业,7.2,177.73
46,002775.SZ,002775,文科园林,建筑施工,8.64,176.42
47,002727.SZ,002727,一心堂,医药商业,29.0,175.5
48,002630.SZ,002630,华西能源,专用机械,4.51,174.52
49,300511.SZ,300511,雪榕生物,种植业,9.68,171.65
