,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,000652.SZ,泰达股份,批发业,8.2,50.25,"中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
南方基金-农业银行-南方中证金融资产管理计划"
1,600513.SH,联环药业,化学制药,21.52,50.1,"华宝信托有限责任公司
上海意定投资管理有限公司-上海意志坚定1期全天候证券投资基金
华宝信托有限责任公司
上海意定投资管理有限公司-上海意志坚定1期全天候证券投资基金"
2,002838.SZ,道恩股份,塑料,18.47,50.08,"全国社保基金四零四组合
招商银行股份有限公司-鹏华创新驱动混合型证券投资基金
中国工商银行股份有限公司-诺安成长混合型证券投资基金
兴业银行股份有限公司-工银瑞信新材料新能源行业股票型证券投资基金
中国工商银行股份有限公司-鹏华改革红利股票型证券投资基金"
3,300235.SZ,方直科技,软件服务,21.03,50.07,前海开源基金-浦发银行-中融国际信托-中融-融珲60号单一资金信托
4,300030.SZ,阳普医疗,医疗保健,13.81,50.06,"中央汇金资产管理有限责任公司
四川信托有限公司-四川信托-阳普医疗员工持股计划集合资金信托计划
长安基金-光大银行-长安睿享2号分级资产管理计划
元达信资本-工商银行-元达信腾飞1号资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
5,300051.SZ,三五互联,互联网,12.39,50.05,
6,300363.SZ,博腾股份,化学制药,25.39,50.04,"重庆慧林股权投资基金合伙企业(有限合伙)
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金二号(有限合伙)
中国工商银行-广发聚丰混合型证券投资基金
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金三号(有限合伙)"
7,603880.SH,南卫股份,医疗保健,20.91,50.03,
8,002326.SZ,永太科技,化工原料,18.62,50.01,"海通证券资管-工商银行-海通投融宝1号集合资产管理计划
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金"
9,300578.SZ,会畅通讯,通信设备,48.16,50.01,深圳市金格投资管理有限公司-金格一号私募证券投资基金
10,002950.SZ,奥美医疗,医疗保健,55.28,50.01,
11,603726.SH,朗迪集团,机械基件,18.94,50.0,
12,603301.SH,振德医疗,医疗保健,48.5,49.98,
13,000955.SZ,欣龙控股,纺织,11.76,49.88,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
