,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,301004.SZ,301004,N嘉益,家居用品,31.89,1.0,31.0,131.0,7.56,,0.0
1,688276.SH,688276,N百克,生物制药,118.5,1.0,23.0,123.0,37.24,,0.0
2,601665.SH,601665,齐鲁银行,银行,12.43,3.0,9.0,109.0,56.94,,0.0
3,001207.SZ,001207,联科科技,化工原料,24.87,3.0,6.0,106.0,11.32,,0.0
4,002772.SZ,002772,众兴菌业,种植业,14.11,3.0,5.0,105.0,36.22,"安徽中安资本投资基金有限公司
安徽省铁路发展基金股份有限公司
甘肃资产管理有限公司",3.0
5,001208.SZ,001208,华菱线缆,电气设备,5.81,2.0,5.0,105.0,7.76,,0.0
6,601528.SH,601528,N瑞丰,银行,11.69,1.0,4.0,104.0,17.64,,0.0
7,603098.SH,603098,森特股份,装修装饰,38.24,3.0,4.0,104.0,206.04,"中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
东方证券股份有限公司-朱雀匠心一年持有期混合型证券投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金
北京匀丰资产管理有限公司-匀丰灵活配置-定制4号私募投资基金",4.0
8,600996.SH,600996,贵广网络,影视音像,5.5,2.0,3.0,103.0,57.84,"中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
贵州省文化产业发展基金(有限合伙)",3.0
9,688081.SH,688081,兴图新科,软件服务,33.82,2.0,3.0,103.0,10.43,"武汉华汇创业投资基金合伙企业(有限合伙)
广东广垦太证现代农业股权投资基金(有限合伙)",2.0
