,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_CRIMSON_RATE
0,002581.SZ,未名医药,生物制药,12.75,10.008628127696294,68.45291033384191,0.6
1,688399.SH,硕世生物,医疗保健,93.13,6.7882123609677825,52.35157258526877,0.67
2,300576.SZ,容大感光,染料涂料,36.59,6.397208490840378,-3.110823514314409,0.67
3,002400.SZ,省广集团,广告包装,3.69,6.340057636887608,76.99327569644609,0.53
4,603200.SH,上海洗霸,环境保护,43.24,6.293018682399221,-3.8930186823992297,0.33
5,300677.SZ,英科医疗,医疗保健,40.37,5.874639391555192,13.274296778657014,0.47
6,600127.SH,金健米业,农业综合,6.57,5.797101449275366,10.331930808789336,0.6
7,688019.SH,安集科技,半导体,177.26,5.537032626815908,31.227673255536548,0.6
8,002603.SZ,以岭药业,中成药,20.56,5.381855458739082,-7.251014337244355,0.47
9,002847.SZ,盐津铺子,食品,52.54,5.185185185185182,21.775599128539636,0.73
10,600882.SH,妙可蓝多,乳制品,20.98,5.162907268170436,30.363408521304123,0.67
11,002791.SZ,坚朗五金,其他建材,52.0,5.07173166296222,5.500955561707466,0.73
12,603208.SH,江山欧派,家居用品,82.32,4.799490770210046,16.813412455596534,0.47
13,002075.SZ,沙钢股份,特种钢,9.3,4.494382022471921,6.61672908863935,0.53
14,300792.SZ,壹网壹创,互联网,237.3,4.427037493399055,43.732019944008705,0.53
15,300489.SZ,中飞股份,铝,29.3,4.307582769668916,34.772877000445646,0.47
16,600268.SH,国电南自,电气设备,6.8,4.294478527607359,7.705521472392518,0.4
17,688012.SH,中微公司,专用机械,161.84,4.224626481195259,19.782934955477693,0.53
18,000903.SZ,云内动力,机械基件,3.73,4.189944134078205,32.17369222955839,0.6
19,002030.SZ,达安基因,生物制药,17.09,4.017041996348136,4.179679315127038,0.53
20,002046.SZ,轴研科技,机械基件,6.58,3.949447077409163,729.3838862559271,0.8
21,300452.SZ,山河药辅,化学制药,18.44,3.9458850056369954,21.05411499436396,0.67
22,300326.SZ,凯利泰,医疗保健,19.78,3.941145559642667,17.02659637584123,0.67
23,000021.SZ,深科技,IT设备,18.01,3.9238315060588835,29.40950182727564,0.6
24,300342.SZ,天银机电,元器件,16.74,3.910614525139655,1.0893854748601495,0.53
25,300485.SZ,赛升药业,生物制药,11.43,3.9090909090909065,30.465909090908696,0.67
26,002838.SZ,道恩股份,塑料,28.66,3.8405797101449313,-9.197722567287892,0.33
27,002185.SZ,华天科技,半导体,11.19,3.803339517625237,20.439084724798807,0.6
28,002837.SZ,英维克,专用机械,36.11,3.7941937338315634,-12.127527067164866,0.4
29,002705.SZ,新宝股份,家用电器,21.46,3.72160463992266,9.513689477723908,0.8
30,603713.SH,密尔克卫,仓储物流,51.95,3.6926147704590795,14.141780133999715,0.73
31,002498.SZ,汉缆股份,电气设备,3.69,3.6516853932584192,4.681647940074507,0.67
32,300002.SZ,神州泰岳,软件服务,4.28,3.631961259079919,32.731675104556835,0.53
33,603005.SH,晶方科技,半导体,87.33,3.606596274765672,-7.7075426470058055,0.67
34,002385.SZ,大北农,饲料,7.48,3.6011080332410073,-13.945935619447559,0.6
35,300658.SZ,延江股份,纺织,25.59,3.561311210036422,-17.286801406114773,0.13
36,603881.SH,数据港,电信运营,50.57,3.520982599795297,27.776727323869288,0.47
37,603127.SH,昭衍新药,医疗保健,76.76,3.4919778886342234,24.0942290079174,0.73
38,300391.SZ,康跃科技,机械基件,9.54,3.4707158351409806,3.195950831525196,0.47
39,002683.SZ,宏大爆破,化工原料,26.65,3.454968944099357,0.033403148923150106,0.53
40,603538.SH,美诺华,化学制药,29.41,3.447062961660219,57.20867474325768,0.53
41,300740.SZ,御家汇,日用化工,8.8,3.4077555816686367,310.8779587040442,0.6
42,603229.SH,奥翔药业,化学制药,26.01,3.378378378378377,89.80343980343903,0.6
43,002409.SZ,雅克科技,化工原料,35.19,3.3480176211453827,2.207537934410264,0.53
44,600228.SH,ST昌九,化工原料,8.03,3.346203346203347,-10.489060489060476,0.47
45,300346.SZ,南大光电,元器件,24.63,3.313758389261734,-5.782894191731325,0.6
46,603345.SH,安井食品,食品,76.85,3.2930107526881525,15.63902808226263,0.53
47,300390.SZ,天华超净,元器件,9.74,3.2873806998939603,-6.412380699893616,0.47
48,600550.SH,保变电气,电气设备,4.72,3.2822757111597323,33.081360652475446,0.53
49,002375.SZ,亚厦股份,装修装饰,6.62,3.2761310452418035,-11.971783219155153,0.47
50,603027.SH,千禾味业,食品,25.22,3.2760032760032587,27.87153770760151,0.67
51,002959.SZ,小熊电器,家用电器,78.59,3.2720105124835808,2.685436296027466,0.8
52,002824.SZ,和胜股份,铝,16.1,3.271327774214261,-3.271327774213384,0.4
53,600556.SH,天下秀,互联网,14.22,3.267973856209161,12.116641528406703,0.67
54,603696.SH,安记食品,食品,9.18,3.2620922384701823,311.02362204724443,0.73
55,300132.SZ,青松股份,化工原料,13.64,3.2551097653293004,9.902784971512668,0.4
56,002414.SZ,高德红外,电器仪表,36.82,3.252944475602937,-0.5980772189645545,0.6
57,603520.SH,司太立,化学制药,55.72,3.2425421530480003,43.81628137636413,0.47
58,300737.SZ,科顺股份,其他建材,15.63,3.236459709379136,1.0188594395570183,0.47
59,603987.SH,康德莱,医疗保健,10.86,3.2319391634980876,3.0180608365011796,0.53
60,603533.SH,掌阅科技,互联网,22.07,3.227315247895235,-3.2273152478948575,0.47
61,688023.SH,安恒信息,软件服务,215.78,3.214388213909891,-16.9499466221251,0.6
62,002568.SZ,百润股份,红黄酒,31.52,3.208906352324825,22.43211928870139,0.73
63,603238.SH,诺邦股份,纺织,25.27,3.1849734585545075,-0.5533945111857674,0.6
64,300048.SZ,合康新能,电气设备,3.26,3.164556962025311,7.946554149085561,0.4
65,002432.SZ,九安医疗,医疗保健,7.86,3.149606299212593,-10.841913991520425,0.4
66,002723.SZ,金莱特,家用电器,10.5,3.143418467583503,3.5232481990840947,0.8
