,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
355,000859.SZ,国风塑业,塑料,9.0,12.0,7.999,9.9698,538219.4854
2241,600131.SH,岷江水电,水力发电,6.0,6.0,10.007,10.0301,447201.8473
2784,600776.SH,东方通信,通信设备,5.0,10.0,9.395,10.018,2929184.1961
2200,600086.SH,东方金钰,服饰,4.0,5.0,8.553,10.0,523138.2829
128,000536.SZ,华映科技,元器件,4.0,5.0,8.795,10.1587,695160.2164
3070,601700.SH,风范股份,电气设备,4.0,11.0,6.83,10.0228,1094702.112
1937,300555.SZ,路通视信,通信设备,3.0,5.0,8.221,9.9733,114873.6633
3131,603000.SH,人民网,互联网,3.0,3.0,9.996,10.0076,1592195.1206
1317,002870.SZ,香山股份,电器仪表,2.0,2.0,10.0,10.0084,104953.92
1411,300023.SZ,宝德股份,专用机械,2.0,2.0,10.063,10.0443,107584.5888
1597,300211.SZ,亿通科技,通信设备,2.0,3.0,7.069,10.0,120521.9479
1876,300492.SZ,山鼎设计,建筑施工,2.0,13.0,2.991,10.0198,81527.0078
1967,300587.SZ,天铁股份,橡胶,2.0,2.0,10.002,10.004,116607.4929
2002,300624.SZ,万兴科技,软件服务,2.0,5.0,5.804,9.9946,296360.0989
2598,600572.SH,康恩贝,中成药,2.0,3.0,6.833,10.0741,1976809.7118
2497,600446.SH,金证股份,软件服务,2.0,2.0,9.994,9.9872,1465815.6115
1007,002547.SZ,春兴精工,通信设备,2.0,3.0,7.08,10.0386,682015.0474
2783,600775.SH,南京熊猫,通信设备,2.0,2.0,9.988,10.0105,701399.4243
2819,600816.SH,安信信托,多元金融,2.0,6.0,7.419,9.9836,3139926.1468
3038,601519.SH,大智慧,软件服务,2.0,5.0,8.095,10.0823,1063419.5
3404,603618.SH,杭电股份,电气设备,2.0,3.0,6.777,9.9349,463648.7189
3468,603738.SH,泰晶科技,元器件,2.0,5.0,5.521,9.987,99666.595
1216,002761.SZ,多喜爱,纺织,2.0,3.0,8.293,9.9936,348467.5813
30,000037.SZ,深南电A,火力发电,2.0,8.0,3.556,9.9315,217569.9557
272,000727.SZ,华东科技,元器件,2.0,2.0,10.05,10.101,638882.7806
51,000068.SZ,华控赛格,元器件,2.0,2.0,9.982,9.9206,557695.9911
53,000070.SZ,特发信息,通信设备,2.0,2.0,9.973,9.9832,787001.9906
375,000890.SZ,法尔胜,钢加工,2.0,11.0,3.963,9.9518,260042.3386
619,002157.SZ,正邦科技,饲料,2.0,3.0,9.408,10.0,2378737.8252
705,002243.SZ,通产丽星,塑料,1.0,5.0,7.973,10.005,810551.6313
2828,600825.SH,新华传媒,出版业,1.0,2.0,5.113,10.052,663503.7848
218,000661.SZ,长春高新,生物制药,1.0,1.0,10.0,10.0,3841788.6726
2791,600783.SH,鲁信创投,矿物制品,1.0,2.0,6.808,9.9841,1541568.0979
239,000686.SZ,东北证券,证券,1.0,5.0,3.483,9.987,1984704.0719
259,000712.SZ,锦龙股份,证券,1.0,2.0,5.102,10.0186,1061143.8204
2692,600679.SH,上海凤凰,文教休闲,1.0,1.0,9.98,9.9804,259193.2164
2662,600643.SH,爱建集团,多元金融,1.0,2.0,6.8,9.9908,1720870.2912
2654,600635.SH,大众公用,供气供热,1.0,2.0,5.549,10.0806,1320660.2546
2644,600621.SH,华鑫股份,证券,1.0,3.0,3.539,9.9896,565759.2775
2628,600604.SH,市北高新,园区开发,1.0,2.0,8.41,9.9656,1280817.3197
2596,600570.SH,恒生电子,软件服务,1.0,2.0,5.93,10.0014,4804053.0797
2597,600571.SH,信雅达,软件服务,1.0,2.0,6.189,9.987,365582.2196
2892,600895.SH,张江高科,园区开发,1.0,2.0,6.382,10.0182,2806225.4646
2544,600509.SH,天富能源,火力发电,1.0,2.0,6.414,10.0,398506.4978
283,000750.SZ,国海证券,证券,1.0,1.0,10.059,10.0592,2352270.5371
2443,600369.SH,西南证券,证券,1.0,1.0,9.977,9.9768,2675781.7248
2401,600318.SH,新力金融,多元金融,1.0,2.0,5.127,10.0,420596.0
2336,600240.SH,华业资本,全国地产,1.0,1.0,10.0,10.0,391669.74
2331,600235.SH,民丰特纸,造纸,1.0,2.0,6.148,10.0671,230452.8
2322,600226.SH,瀚叶股份,农药化肥,1.0,1.0,10.175,10.1754,625760.8679
2292,600191.SH,华资实业,食品,1.0,1.0,9.908,9.9078,231312.564
2259,600155.SH,华创阳安,证券,1.0,5.0,3.522,10.0,1067317.1146
2256,600151.SH,航天机电,半导体,1.0,1.0,10.092,10.0917,666573.949
2862,600864.SH,哈投股份,证券,1.0,5.0,3.968,10.101,860182.9574
2925,600979.SH,广安爱众,水力发电,1.0,2.0,4.988,9.9768,340280.8772
2900,600909.SH,华安证券,证券,1.0,1.0,10.09,10.0901,1650922.0
151,000563.SZ,陕国投A,多元金融,1.0,2.0,9.197,10.1093,1597497.1769
3514,603859.SH,能科股份,软件服务,1.0,1.0,10.0,10.0,107562.84
3388,603598.SH,引力传媒,影视音像,1.0,1.0,10.035,10.0354,249648.2228
3260,603232.SH,格尔软件,软件服务,1.0,11.0,3.592,10.0,168298.13
3258,603228.SH,景旺电子,元器件,1.0,6.0,3.074,9.9965,508583.9485
