,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
0,000006.SZ,深振业A,区域地产,4.88,1.0351966873705987,inf,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
1,601606.SH,长城军工,专用机械,10.65,0.8522727272727293,inf,"中国长城资产管理股份有限公司
中国华融资产管理股份有限公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金"
2,600275.SH,ST昌鱼,农业综合,2.12,1.9230769230769162,inf,
3,600824.SH,益民集团,百货,3.29,1.5432098765431945,inf,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
4,300008.SZ,天海防务,船舶,2.83,1.0714285714285898,inf,
5,002906.SZ,华阳集团,汽车配件,13.16,0.22848438690021844,inf,珠海横琴中科白云股权投资基金合伙企业(有限合伙)
6,300119.SZ,瑞普生物,农业综合,16.76,1.760777170613248,2798.239222830243,"全国社保基金五零二组合
交通银行股份有限公司-易方达科瑞灵活配置混合型证券投资基金"
7,002653.SZ,海思科,化学制药,21.82,0.7386888273314796,1499.2613111722915,"陕西省国际信托股份有限公司-陕国投·易泓16号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金六零二组合"
8,002827.SZ,高争民爆,化工原料,9.44,1.5053763440860068,1298.494623655604,全国社会保障基金理事会转持一户
9,000681.SZ,视觉中国,互联网,17.93,0.7303370786516883,1199.2696629213763,"全国社保基金一一八组合
香港中央结算有限公司(陆股通)"
10,002780.SZ,三夫户外,其他商业,19.37,1.0960334029227692,948.9039665971218,"中意资管-浦发银行-中意资产-精选3号资产管理产品
中意资管-浦发银行-中意资产-精选2号资产管理产品
弘扬投资管理(深圳)有限公司-弘扬道子天地一号私募证券投资基金
江苏华亭行投资管理有限公司-华亭一号私募证券投资基金
华宝信托有限责任公司-“辉煌”67号单一资金信托
上海春山新棠投资管理有限公司-春山新棠稳健成长型私募基金6号"
11,688108.SH,赛诺医疗,医疗保健,17.88,0.9029345372460584,699.097065462722,深圳前海汇富雪球基金管理有限公司-汇富雪球医药医疗大健康一号基金
12,002883.SZ,中设股份,建筑工程,19.33,0.9399477806788514,499.0600522193277,全国社会保障基金理事会转持一户
13,002183.SZ,怡亚通,仓储物流,4.27,1.425178147268391,498.5748218527264,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
金鹰基金-工商银行-金鹰穗通26号资产管理计划"
14,002845.SZ,同兴达,元器件,20.85,0.7246376811594235,399.27536231885466,中国工商银行股份有限公司-南方大数据100指数证券投资基金
15,600858.SH,银座股份,百货,4.61,1.0964912280701844,398.90350877193566,中国东方资产管理股份有限公司
16,300285.SZ,国瓷材料,陶瓷,24.1,1.2605042016806678,398.7394957982954,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)
国家第一养老金信托公司-自有资金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金"
17,603650.SH,彤程新材,化工原料,17.13,1.1216056670601882,373.87839433290037,"香港中央结算有限公司(陆股通)
施罗德投资管理(香港)有限公司-施罗德环球基金系列中国A股(交易所)
施罗德投资管理有限公司-施罗德中国进取股票基金"
18,688029.SH,南微医学,医疗保健,184.68,1.2666556999506584,360.73334430004184,"中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
基本养老保险基金一二零一组合
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国建设银行股份有限公司-大成科创主题3年封闭运作灵活配置混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
中国银行股份有限公司-易方达全球医药行业混合型发起式证券投资基金"
19,002331.SZ,皖通科技,软件服务,10.42,0.871248789932233,349.12875121009625,
20,300277.SZ,海联讯,软件服务,8.48,2.6634382566586012,337.3365617433474,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
21,002402.SZ,和而泰,元器件,14.5,1.115760111576014,298.8842398884322,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国建设银行股份有限公司-易方达创新驱动灵活配置混合型证券投资基金
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金"
22,300235.SZ,方直科技,软件服务,17.79,1.0795454545454497,278.9204545454444,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
前海开源基金-浦发银行-中融国际信托-中融-融珲60号单一资金信托"
23,603917.SH,合力科技,汽车配件,10.11,1.5060240963855387,273.49397590360365,
24,002025.SZ,航天电器,元器件,26.4,1.3435700575815668,248.65642994241338,"中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金"
25,600193.SH,ST创兴,装修装饰,3.76,2.7322404371584508,230.60109289617367,
26,603787.SH,新日股份,摩托车,12.82,2.070063694267521,222.92993630573443,
27,300729.SZ,乐歌股份,家居用品,24.13,5.740578439964938,221.7594215600369,南京雷奥投资管理有限公司-雷奥2期证券投资基金
28,600827.SH,百联股份,超市连锁,8.54,4.7852760736196265,220.2147239263787,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
29,300494.SZ,盛天网络,互联网,15.06,2.170963364993228,217.82903663500565,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
深圳创富兆业金融管理有限公司-创富福星云产业私募证券投资基金"
30,600804.SH,鹏博士,电信运营,7.0,2.3391812865497075,217.6608187134514,"中原信托有限公司-中原信托·定向资管投资项目集合资金信托合同
香港中央结算有限公司(陆股通)"
31,603055.SH,台华新材,纺织,6.36,0.9523809523809712,199.04761904763544,
32,300146.SZ,汤臣倍健,医疗保健,18.04,1.291409320606407,186.20859067940506,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
易方达创业板交易型开放式指数证券投资基金"
33,300392.SZ,腾信股份,互联网,7.43,1.5027322404371546,173.4972677595631,青岛浩基资产管理有限公司
34,600198.SH,大唐电信,通信设备,10.16,2.7300303336703635,167.26996966632584,"嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
35,002425.SZ,凯撒文化,互联网,6.3,9.185441941074535,155.81455805892642,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
广西铁路发展投资基金(有限合伙)
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金"
36,300374.SZ,恒通科技,其他建材,9.42,3.630363036303641,150.2157908098542,"诸城晨光景泰股权投资基金有限公司
中央汇金资产管理有限责任公司"
37,300519.SZ,新光药业,中成药,14.04,0.8620689655172376,139.1379310344854,
38,603868.SH,飞科电器,家用电器,37.97,1.7416934619506996,138.99904727878746,"香港中央结算有限公司(陆股通)
瑞典第二国家养老基金-自有资金
富达基金(香港)有限公司-客户资金
挪威中央银行-自有资金
毕盛(上海)投资管理有限公司-毕盛狮盈私募证券投资基金
毕盛资产管理有限公司-毕盛大中华阿尔法母基金"
39,603903.SH,中持股份,环境保护,14.58,2.1008403361344685,128.66839043309963,
40,603693.SH,江苏新能,新型电力,9.92,1.6393442622950838,126.93208430913346,中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
