,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605086.SH,605086,龙高股份,矿物制品,True,2.0,9.9892,9.989200863930892,4.405998097297295,6.52,,0.0
1,300968.SZ,300968,C格林,元器件,True,1.0,-8.7801,9.625173530772791,0.8955578798076922,18.88,,0.0
2,002036.SZ,002036,联创电子,元器件,True,1.0,10.0478,18.4346035015448,0.5450510502793297,106.4,香港中央结算有限公司(陆股通),1.0
3,300973.SZ,300973,C立高,食品,True,1.0,3.4965,7.7669902912621325,0.5312482500000002,40.11,,0.0
4,300248.SZ,300248,新开普,软件服务,True,1.0,7.9295,32.611637347767264,0.5169841618257259,32.47,,0.0
5,002664.SZ,002664,长鹰信质,汽车配件,True,1.0,10.0235,20.291095890410958,0.49398514767932494,55.11,,0.0
6,601512.SH,601512,中新集团,园区开发,True,0.0,0.7315,7.950727883538633,0.4916279436619719,76.87,,0.0
7,300282.SZ,300282,三盛教育,文教休闲,True,1.0,-9.4567,40.793201133144485,0.491461798611111,16.81,,0.0
8,601279.SH,601279,英利汽车,汽车配件,True,3.0,10.061,21.140939597315423,0.4761898095238098,5.39,,0.0
9,002273.SZ,002273,水晶光电,元器件,True,1.0,9.9912,21.844660194174747,0.4573749333333335,148.1,,0.0
10,601999.SH,601999,出版传媒,出版业,True,1.0,-0.7813,22.60536398467434,0.44085111864406756,34.98,,0.0
11,600527.SH,600527,江南高纤,化纤,True,0.0,-3.7543,20.576131687242793,0.41399910000000006,48.84,,0.0
12,601579.SH,601579,会稽山,红黄酒,True,1.0,9.8837,25.581395348837212,0.3917417272727272,56.4,,0.0
13,000419.SZ,000419,通程控股,百货,True,1.0,-1.5842,25.935162094763097,0.3864174807692307,27.0,,0.0
14,600279.SH,600279,重庆港九,港口,True,0.0,-1.061,13.897280966767367,0.38189484782608707,32.45,,0.0
15,002524.SZ,002524,光正眼科,医疗保健,True,1.0,-1.8312,26.61290322580645,0.37510000000000004,60.71,上海迎水投资管理有限公司-迎水绿洲11号私募证券投资基金,1.0
16,300219.SZ,300219,鸿利智汇,元器件,True,0.0,7.3469,20.228571428571417,0.36319420903954824,66.03,,0.0
17,603390.SH,603390,通达电气,汽车配件,True,2.0,10.0469,28.7912087912088,0.34895721374045796,15.06,,0.0
