,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300002.SZ,神州泰岳,软件服务,10.0694,6.34,49.08,
1,600527.SH,江南高纤,化纤,10.0817,4.04,39.98,
2,002400.SZ,省广集团,广告包装,10.0559,3.94,39.96,
6,000903.SZ,云内动力,机械基件,9.9828,6.39,30.1,
8,002329.SZ,皇氏集团,乳制品,10.0152,7.25,30.03,
10,002269.SZ,美邦服饰,服饰,9.8655,2.45,30.01,
11,002603.SZ,以岭药业,中成药,10.0105,31.32,30.01,
12,000687.SZ,华讯方舟,通信设备,10.0503,4.38,30.0,
13,600303.SH,曙光股份,汽车整车,10.0264,4.17,30.0,
14,300658.SZ,延江股份,纺织,9.9943,38.3,30.0,
15,300452.SZ,山河药辅,化学制药,9.9809,23.03,29.95,
17,000428.SZ,华天酒店,酒店餐饮,9.9698,3.64,29.74,深圳昭阳投资管理有限公司-昭阳1号私募证券投资基金
20,300399.SZ,京天利,互联网,10.0,16.28,25.38,
21,603533.SH,掌阅科技,互联网,9.996,27.29,22.55,
25,000633.SZ,合金投资,综合类,10.101,4.36,20.15,
30,603003.SH,龙宇燃油,石油贸易,10.0254,8.67,20.08,"九泰基金-中信证券-陆家嘴信托-陆家嘴信托-鸿泰5号集合资金信托计划
平安大华基金-平安银行-北京恒宇天泽投资管理有限公司"
34,002623.SZ,亚玛顿,玻璃,10.0073,30.12,20.03,
35,300051.SZ,三五互联,互联网,9.9765,9.37,20.02,
36,300402.SZ,宝色股份,专用机械,9.9589,10.71,20.02,
37,603982.SH,泉峰汽车,汽车配件,9.9941,18.49,20.01,
38,600191.SH,华资实业,食品,9.9727,8.05,20.0,
42,300201.SZ,海伦哲,专用机械,9.901,4.44,19.98,
51,603879.SH,永悦科技,化工原料,9.9313,20.81,19.35,
54,002125.SZ,湘潭电化,化工原料,10.0257,8.56,17.58,
56,600268.SH,国电南自,电气设备,10.0313,7.02,17.53,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
74,002602.SZ,世纪华通,互联网,9.8386,14.29,16.1,
78,300334.SZ,津膜科技,专用机械,10.0396,8.33,15.89,
79,300160.SZ,秀强股份,玻璃,9.9839,6.83,15.81,
82,002262.SZ,恩华药业,化学制药,10.0402,13.7,15.63,"香港中央结算有限公司(陆股通)
上海宽远资产管理有限公司-宽远价值进取证券投资基金
中央汇金资产管理有限责任公司"
83,603059.SH,倍加洁,家居用品,10.0152,29.0,15.58,
88,002311.SZ,海大集团,饲料,9.8558,45.7,15.37,
89,600396.SH,金山股份,火力发电,10.1382,2.39,15.33,
111,002471.SZ,中超控股,电气设备,10.1695,2.6,10.17,深圳市鑫腾华资产管理有限公司
113,002426.SZ,胜利精密,元器件,10.1523,2.17,10.15,
116,002264.SZ,新华都,超市连锁,10.1235,4.46,10.12,
117,002506.SZ,协鑫集成,电气设备,10.1124,2.94,10.11,
118,002487.SZ,大金重工,钢加工,10.1099,5.01,10.11,
124,002160.SZ,常铝股份,铝,10.0917,4.8,10.09,
129,601599.SH,鹿港文化,影视音像,10.0719,3.06,10.07,
137,300434.SZ,金石亚药,化学制药,10.0529,8.32,10.05,
140,300341.SZ,麦克奥迪,电气设备,10.0363,9.1,10.04,
143,002185.SZ,华天科技,半导体,10.0394,11.18,10.04,
149,603316.SH,诚邦股份,建筑工程,10.0259,12.73,10.03,
150,002108.SZ,沧州明珠,塑料,10.0304,3.62,10.03,
160,002895.SZ,川恒股份,化工原料,10.0093,11.87,10.01,
164,300599.SZ,雄塑科技,塑料,10.0086,12.86,10.01,
172,603032.SH,德新交运,公路,10.0058,18.91,10.01,
