,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300937.SZ,300937,C药易购,医药商业,True,89.5833,20.67,,0.0
1,605368.SH,605368,N蓝天,供气供热,True,43.984,14.11,,0.0
2,605055.SH,605055,N迎丰,纺织,True,43.9834,5.55,,0.0
3,300933.SZ,300933,中辰股份,电气设备,True,20.0176,11.72,,0.0
4,300939.SZ,300939,C秋田微,元器件,True,16.4846,14.5,,0.0
5,300938.SZ,300938,C信测,综合类,True,14.5695,9.85,,0.0
6,600576.SH,600576,祥源文化,影视音像,True,10.0939,29.05,,0.0
7,600970.SH,600970,中材国际,建筑工程,True,10.0637,150.13,"中国银行股份有限公司-华宝先进成长混合型证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国建设银行股份有限公司-华宝研究精选混合型证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",6.0
8,002648.SZ,002648,卫星石化,化工原料,True,10.0063,374.37,"鹏华基金管理有限公司-社保基金16051组合
长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金",4.0
9,003036.SZ,003036,泰坦股份,纺织机械,True,9.9515,4.89,,0.0
10,003035.SZ,003035,南网能源,环境保护,True,9.8985,32.8,,0.0
11,300357.SZ,300357,我武生物,生物制药,True,9.1037,436.36,"全国社保基金一一二组合
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
全国社保基金一一五组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国工商银行-广发稳健增长证券投资基金",8.0
12,002064.SZ,002064,华峰化学,化纤,True,9.0103,224.26,"招商银行股份有限公司-兴全合润分级混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅利伟精选唯实基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
交通银行股份有限公司-易方达高端制造混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
中央汇金资产管理有限责任公司",7.0
13,600392.SH,600392,盛和资源,小金属,True,8.2661,282.76,香港中央结算有限公司(陆股通),1.0
14,000338.SZ,000338,潍柴动力,汽车配件,True,8.2437,897.25,"交通银行-融通行业景气证券投资基金
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",5.0
15,000633.SZ,000633,合金投资,综合类,True,7.0571,27.46,,0.0
16,600882.SH,600882,妙可蓝多,乳制品,True,6.4103,254.47,"兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",4.0
17,300196.SZ,300196,长海股份,玻璃,True,5.6885,48.87,"上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
全国社保基金五零二组合
全国社保基金四一三组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
永安国富资产管理有限公司-永安国富-永富8号资产管理计划
全国社保基金一一八组合
基本养老保险基金一六零三一组合",7.0
18,002739.SZ,002739,万达电影,影视音像,True,5.561,418.63,香港中央结算有限公司(陆股通),1.0
