,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300160.SZ,秀强股份,玻璃,11.35,40.02,中央汇金资产管理有限责任公司
1,300390.SZ,天华超净,元器件,13.44,35.5,
2,300655.SZ,晶瑞股份,化工原料,53.15,30.01,上海聚源聚芯集成电路产业股权投资基金中心(有限合伙)
3,300671.SZ,富满电子,半导体,38.5,30.01,
4,002837.SZ,英维克,专用机械,35.79,30.0,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
统一证券投资信托股份有限公司-统一强汉基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
5,002239.SZ,奥特佳,汽车配件,4.2,29.94,
6,002125.SZ,湘潭电化,化工原料,9.33,26.65,"深圳市瀚信资产管理有限公司-瀚信定增1号证券投资基金
农银国际(湖南)投资管理有限公司-潇湘成长资产管理计划
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金"
7,603688.SH,石英股份,矿物制品,31.45,23.0,"中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
上海趣时资产管理有限公司-趣时分红增长1号证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-中银稳健双利债券型证券投资基金"
8,300548.SZ,博创科技,元器件,110.61,22.6,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海韫然投资管理有限公司-新兴成长五期私募证券投资基金"
9,002623.SZ,亚玛顿,玻璃,47.0,21.94,中央汇金资产管理有限责任公司
10,300087.SZ,荃银高科,种植业,14.21,20.04,
11,300499.SZ,高澜股份,专用机械,19.09,20.04,
12,300603.SZ,立昂技术,通信设备,42.39,20.01,
13,603283.SH,赛腾股份,专用机械,49.82,20.01,
14,300397.SZ,天和防务,通信设备,49.5,20.0,"陕西金达投资基金合伙企业(有限合伙)
上海申九资产管理有限公司-申九积极进取3号证券私募投资基金
上海申九资产管理有限公司-申九股票精选1号私募证券投资基金"
15,300346.SZ,南大光电,元器件,27.46,20.0,"上海睿扬投资管理有限公司-睿扬专享3号私募证券投资基金
上海朴道瑞富投资管理中心(有限合伙)-朴道二期基金"
16,300598.SZ,诚迈科技,软件服务,273.44,20.0,"上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
17,300235.SZ,方直科技,软件服务,24.27,20.0,前海开源基金-浦发银行-中融国际信托-中融-融珲60号单一资金信托
18,603232.SH,格尔软件,软件服务,53.55,20.0,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-南方科技创新混合型证券投资基金"
19,603005.SH,晶方科技,半导体,110.81,20.0,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
20,300724.SZ,捷佳伟创,专用机械,79.05,19.99,"天津架桥富凯股权投资基金合伙企业(有限合伙)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
深圳市麦瑞股权投资基金合伙企业(有限合伙)
深圳市麦瑞世纪股权投资基金(有限合伙)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划"
21,603031.SH,安德利,百货,38.74,19.99,
22,603938.SH,三孚股份,化工原料,32.35,19.98,"国泰基金-上海银行-国泰优选配置集合资产管理计划
国泰基金-招商银行-国泰基金-德林2号集合资产管理计划"
23,300324.SZ,旋极信息,软件服务,9.82,19.57,"北方国际信托股份有限公司-北方信托·恒升一号证券投资单一资金信托
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
上海泉汐投资管理有限公司-泉汐名扬多策略组合投资私募基金1号"
24,000818.SZ,航锦科技,化工原料,35.29,18.95,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
25,002131.SZ,利欧股份,互联网,3.84,18.85,"华润深国投信托有限公司-华润信托·增利26号单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
26,300010.SZ,立思辰,软件服务,17.6,18.7,"华安基金-兴业银行-天津硅谷天堂股权投资基金管理有限公司
中国工商银行股份有限公司-建信优选成长混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
27,603208.SH,江山欧派,家居用品,82.5,18.13,"交通银行股份有限公司-农银汇理行业成长混合型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金
中国农业银行股份有限公司-汇添富逆向投资混合型证券投资基金
紫金信托有限责任公司
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金
中国工商银行-融通蓝筹成长证券投资基金
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)"
