,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,000700.SZ,模塑科技,汽车配件,10.15,49.87,
1,300336.SZ,新文化,影视音像,7.71,40.13,
2,300603.SZ,立昂技术,通信设备,37.03,40.01,
3,688012.SH,中微公司,专用机械,170.55,39.83,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
4,002837.SZ,英维克,专用机械,30.9,35.38,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
统一证券投资信托股份有限公司-统一强汉基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
5,603839.SH,安正时尚,服饰,16.73,30.06,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
交通银行股份有限公司-长信量化先锋混合型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
易方达资产-广发银行-易方达资产多策略1号资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
6,002291.SZ,星期六,服饰,30.69,30.0,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
7,000818.SZ,航锦科技,化工原料,28.68,27.28,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
8,600114.SH,东睦股份,机械基件,12.16,26.53,"香港中央结算有限公司(陆股通)
宁波旭弘投资管理合伙企业(有限合伙)-旭弘铭远一号私募证券投资基金
全国社保基金一零七组合
创金合信基金-工商银行-鹏华资产管理(深圳)有限公司"
9,300703.SZ,创源文化,文教休闲,14.95,25.68,
10,600327.SH,大东方,汽车服务,5.29,25.64,"全国社保基金五零三组合
上海国际集团资产管理有限公司"
11,603283.SH,赛腾股份,专用机械,41.52,25.09,
12,300731.SZ,科创新源,橡胶,36.73,23.46,"中国建设银行股份有限公司-南方信息创新混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金"
13,603158.SH,腾龙股份,汽车配件,22.35,23.39,中国建设银行-华富竞争力优选混合型证券投资基金
14,603005.SH,晶方科技,半导体,77.25,23.03,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
