,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,600789.SH,鲁抗医药,化学制药,13.78,50.08,"财通基金-浦发银行-财通基金-浦发银行-山东社会保障基金1号资产管理计划
济南国惠兴鲁股权投资基金合伙企业(有限合伙)
财通基金-中国银行-财通基金-富春创益定增4号资产管理计划"
1,002950.SZ,奥美医疗,医疗保健,41.53,50.03,
2,600513.SH,联环药业,化学制药,16.16,49.94,"华宝信托有限责任公司
上海意定投资管理有限公司-上海意志坚定1期全天候证券投资基金
华宝信托有限责任公司
上海意定投资管理有限公司-上海意志坚定1期全天候证券投资基金"
3,000518.SZ,四环生物,生物制药,6.64,49.81,
4,300030.SZ,阳普医疗,医疗保健,10.37,40.09,"中央汇金资产管理有限责任公司
四川信托有限公司-四川信托-阳普医疗员工持股计划集合资金信托计划
长安基金-光大银行-长安睿享2号分级资产管理计划
元达信资本-工商银行-元达信腾飞1号资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
5,000700.SZ,模塑科技,汽车配件,12.17,40.08,
6,603301.SH,振德医疗,医疗保健,36.44,40.01,
7,688012.SH,中微公司,专用机械,177.66,36.0,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
8,000955.SZ,欣龙控股,纺织,8.84,30.0,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
9,002022.SZ,科华生物,医疗保健,17.4,30.0,"中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
10,603825.SH,华扬联众,互联网,26.75,29.99,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)
上海通怡投资管理有限公司-通怡金牛2号私募证券投资基金"
11,002156.SZ,通富微电,半导体,24.43,29.98,"国家集成电路产业投资基金股份有限公司
南通招商江海产业发展基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
全国社保基金一一四组合"
12,300562.SZ,乐心医疗,医疗保健,21.59,28.69,
13,002166.SZ,莱茵生物,中成药,11.63,28.36,中央汇金资产管理有限责任公司
14,300147.SZ,香雪制药,中成药,12.81,26.96,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划"
15,002603.SZ,以岭药业,中成药,18.5,26.76,"广东省铁路发展基金有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
16,603160.SH,汇顶科技,元器件,334.68,26.25,"全国社保基金五零三组合
国家集成电路产业投资基金股份有限公司
香港中央结算有限公司(陆股通)"
17,603596.SH,伯特利,汽车配件,28.44,23.64,"安徽高新同华创业投资基金(有限合伙)
安徽高新金通安益二期创业投资基金(有限合伙)
安徽高新毅达皖江产业发展创业投资基金(有限合伙)"
18,300548.SZ,博创科技,元器件,76.63,21.51,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海韫然投资管理有限公司-新兴成长五期私募证券投资基金"
19,603022.SH,新通联,广告包装,15.38,20.04,
20,002605.SZ,姚记科技,文教休闲,38.9,20.01,全国社保基金六零四组合
21,300750.SZ,宁德时代,电气设备,148.9,20.01,"上海尚颀投资管理合伙企业(有限合伙)-常州颀德股权投资基金中心(有限合伙)
先进制造产业投资基金(有限合伙)"
22,002107.SZ,沃华医药,中成药,12.46,20.01,
23,002709.SZ,天赐材料,化工原料,25.33,20.01,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
全国社保基金一一八组合
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中央汇金资产管理有限责任公司"
24,002635.SZ,安洁科技,IT设备,26.81,20.01,"泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
25,300336.SZ,新文化,影视音像,6.18,19.97,
26,300617.SZ,安靠智电,电气设备,33.17,19.94,
27,603659.SH,璞泰来,化工原料,94.38,19.89,"全国社保基金四零三组合
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金"
28,300623.SZ,捷捷微电,半导体,39.43,19.72,"中国建设银行股份有限公司-摩根士丹利华鑫卓越成长混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金"
29,300397.SZ,天和防务,通信设备,40.89,19.2,"陕西金达投资基金合伙企业(有限合伙)
上海申九资产管理有限公司-申九积极进取3号证券私募投资基金
上海申九资产管理有限公司-申九股票精选1号私募证券投资基金"
30,300448.SZ,浩云科技,软件服务,12.2,18.74,"长信基金-浦发银行-云南国际信托-云信智兴2017-2013号单一资金信托
中央汇金资产管理有限责任公司"
