,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688560.SH,688560,明冠新材,塑料,33.28,1.0,11.0,11.11,,0.0
1,003026.SZ,003026,中晶科技,半导体,29.28,3.0,8.0,7.3,,0.0
2,001896.SZ,001896,豫能控股,火力发电,8.59,3.0,8.0,98.84,,0.0
3,688678.SH,688678,N福立旺,元器件,26.02,1.0,6.0,9.18,,0.0
4,605186.SH,605186,健麾信息,专用机械,24.75,3.0,6.0,8.41,,0.0
5,600121.SH,600121,郑州煤电,煤炭开采,7.08,3.0,5.0,86.26,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
6,003029.SZ,003029,吉大正元,软件服务,16.23,1.0,4.0,7.32,,0.0
7,000899.SZ,000899,赣能股份,火力发电,6.6,2.0,4.0,64.39,,0.0
8,600292.SH,600292,远达环保,环境保护,7.73,3.0,4.0,60.36,中央汇金资产管理有限责任公司,1.0
9,688658.SH,688658,悦康药业,化学制药,31.64,1.0,3.0,26.24,,0.0
10,000713.SZ,000713,丰乐种业,种植业,15.59,2.0,3.0,62.24,,0.0
11,603110.SH,603110,东方材料,染料涂料,26.88,2.0,3.0,38.64,,0.0
12,002564.SZ,002564,天沃科技,建筑工程,4.07,2.0,3.0,35.35,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国对外经济贸易信托有限公司-外贸信托-汇沣12号结构化证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·易泓30号证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
北信瑞丰基金-招商银行-北信瑞丰基金绿色能源1号资产管理计划",5.0
13,000798.SZ,000798,中水渔业,渔业,13.41,3.0,3.0,42.83,,0.0
14,000521.SZ,000521,长虹美菱,家用电器,5.6,3.0,3.0,48.86,"财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金",2.0
15,002646.SZ,002646,青青稞酒,白酒,22.87,2.0,2.0,102.87,"博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
华夏基金-农业银行-华夏中证金融资产管理计划",8.0
16,600537.SH,600537,亿晶光电,电气设备,5.15,2.0,2.0,60.58,中央汇金资产管理有限公司,1.0
17,600460.SH,600460,士兰微,半导体,23.31,1.0,2.0,305.84,"国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",5.0
18,002245.SZ,002245,蔚蓝锂芯,仓储物流,12.16,2.0,2.0,111.14,,0.0
19,600573.SH,600573,惠泉啤酒,啤酒,12.31,2.0,2.0,30.77,"上海昀启投资有限公司-昀启投资-私募学院菁英69号基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
20,600686.SH,600686,金龙汽车,汽车整车,10.1,2.0,2.0,61.28,华润深国投信托有限公司-泽熙1期单一资金信托,1.0
21,603069.SH,603069,海汽集团,公路,24.32,2.0,2.0,76.85,浙江九章资产管理有限公司-九章幻方中证500量化进取4号私募基金,1.0
22,002363.SZ,002363,隆基机械,汽车配件,7.44,1.0,2.0,30.93,五矿国际信托有限公司,1.0
23,000049.SZ,000049,德赛电池,电气设备,63.6,2.0,2.0,130.54,"中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国银行股份有限公司-嘉实新能源新材料股票型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-嘉实产业先锋混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中央汇金资产管理有限责任公司",8.0
24,000591.SZ,000591,太阳能,新型电力,5.89,2.0,2.0,119.99,"长安基金-民生银行-长安悦享定增25号分级资产管理计划
申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划",2.0
25,002149.SZ,002149,西部材料,小金属,17.33,2.0,2.0,73.71,中央汇金资产管理有限责任公司,1.0
26,603991.SH,603991,至正股份,塑料,39.75,1.0,1.0,29.63,上海纳华资产管理有限公司,1.0
27,002204.SZ,002204,大连重工,专用机械,3.88,1.0,1.0,74.94,"广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司",4.0
28,000768.SZ,000768,中航西飞,航空,33.11,1.0,1.0,916.69,"上海雷钧资产管理有限公司-雷钧瞭望者6号私募证券投资基金
中央汇金资产管理有限责任公司
上海雷钧资产管理有限公司-雷钧瞭望者7号私募证券投资基金
香港中央结算有限公司(陆股通)",4.0
29,603959.SH,603959,百利科技,建筑工程,11.36,1.0,1.0,55.7,"国通信托有限责任公司-国通信托·百华1号证券投资单一资金信托
陕西金资基金管理有限公司-陕西铜川金锂产业发展基金(有限合伙)
吉林成朴丰祥股权投资基金合伙企业(有限合伙)
吉林雨田股权投资基金合伙企业(有限合伙)",4.0
30,600609.SH,600609,金杯汽车,汽车配件,5.74,1.0,1.0,62.72,,0.0
31,600592.SH,600592,龙溪股份,机械基件,10.51,1.0,1.0,41.99,"上海七王资产管理有限公司-七王瑞德2号证券投资基金
国机资产管理有限公司",2.0
32,000791.SZ,000791,甘肃电投,水力发电,4.53,1.0,1.0,61.59,,0.0
33,000928.SZ,000928,中钢国际,建筑工程,4.6,1.0,1.0,57.81,"红土创新基金-银河证券-深圳市创新投资集团有限公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中航证券-宁波银行-中航祥瑞集合资产管理计划
中钢资产管理有限责任公司",4.0
34,603982.SH,603982,泉峰汽车,汽车配件,19.95,1.0,1.0,16.25,"杭州东方嘉富资产管理有限公司-杭州梦飞投资管理合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",2.0
35,600798.SH,600798,宁波海运,水运,4.05,1.0,1.0,41.75,,0.0
36,600438.SH,600438,通威股份,饲料,38.22,1.0,1.0,1638.82,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
华能贵诚信托有限公司-华能信托·丹华成长集合资金信托计划
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
交通银行股份有限公司-南方成长先锋混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)",8.0
37,600403.SH,600403,大有能源,煤炭开采,4.65,1.0,1.0,111.17,"中央汇金资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
38,600397.SH,600397,安源煤业,煤炭开采,3.54,1.0,1.0,35.04,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
39,600379.SH,600379,宝光股份,电气设备,5.87,1.0,1.0,19.38,中航证券-中国航发资产管理有限公司-中航证券兴航6号单一资产管理计划,1.0
