,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300781.SZ,300781,因赛集团,广告包装,6.0,42.17,,8.91亿
1,603258.SH,603258,电魂网络,互联网,4.0,24.45,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",28.49亿
2,300605.SZ,300605,恒锋信息,软件服务,3.0,25.25,"养老产业, 数字中国, 高送转, 智慧城市, 国产软件, 智慧安防, ",12.25亿
3,000912.SZ,000912,泸天化,农药化肥,3.0,5.94,"甲醇, 煤化工, 化肥, ST摘帽, ",93.14亿
4,600844.SH,600844,丹化科技,化工原料,3.0,4.74,"有色-锌, 有色金属, 资产重组, ",39.0亿
5,002107.SZ,002107,沃华医药,中成药,2.0,9.28,"医药, 中药, ",32.32亿
6,002334.SZ,002334,英威腾,电气设备,2.0,6.29,"光伏, 工业自动化, 燃料电池, 智能制造, 新能源汽车, 工业互联网, 高铁轨交, 机器人, 充电桩, 透明工厂, ",38.33亿
7,603388.SH,603388,元成股份,建筑施工,2.0,13.41,"园林, PPP, ",11.41亿
8,300311.SZ,300311,任子行,软件服务,2.0,7.87,"网络安全, 创业板人气股, 大数据, 国产软件, 京东金融概念股, 独角兽, 游戏, 创投, ",36.16亿
9,600613.SH,600613,神奇制药,中成药,1.0,7.38,"医药, 中药, 强势人气股, ",35.37亿
10,300777.SZ,300777,中简科技,化纤,1.0,34.06,,13.63亿
11,600422.SH,600422,昆药集团,中成药,1.0,9.69,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, ",73.54亿
12,600455.SH,600455,博通股份,软件服务,1.0,29.32,"教育, ",18.31亿
13,600459.SH,600459,贵研铂业,小金属,1.0,19.09,"特斯拉, 燃料电池, ",83.56亿
14,600609.SH,600609,金杯汽车,汽车配件,1.0,4.09,"汽车整车, 汽车零部件, ",44.69亿
15,000518.SZ,000518,四环生物,生物制药,1.0,3.73,"医药, 流感, 举牌股, 强势人气股, ",38.4亿
16,600710.SH,600710,苏美达,工程机械,1.0,6.02,"央企改革, 智能制造, 机器人, ",38.55亿
17,300579.SZ,300579,数字认证,软件服务,1.0,28.31,"雄安-智慧城市, 网络安全, 高送转-填权, 雄安新区, 区块链, 国产软件, 彩票, 知识产权, ",18.71亿
18,601038.SH,601038,一拖股份,农用机械,1.0,6.7,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",39.79亿
19,603169.SH,603169,兰石重装,专用机械,1.0,9.46,"一带一路, 核电, 定增破发, ",98.73亿
20,603880.SH,603880,南卫股份,医疗保健,1.0,9.94,"医疗器械, 资产重组, ",4.2亿
21,603909.SH,603909,合诚股份,建筑施工,1.0,28.96,,7.24亿
22,603915.SH,603915,N国茂,专用机械,1.0,16.39,,13.83亿
23,600996.SH,600996,贵广网络,影视音像,1.0,9.97,"社保重仓, 物联网, 大数据, 云计算, 广电, ",29.71亿
24,300504.SZ,300504,天邑股份,通信设备,1.0,27.46,"5G, 光通信, ",27.25亿
25,300542.SZ,300542,新晨科技,软件服务,1.0,15.03,"华为产业链, 军工, 军民融合, 高送转-填权, 区块链, 国产软件, ",12.73亿
26,300534.SZ,300534,陇神戎发,中成药,1.0,6.44,"医药, 中药, ",13.06亿
27,000788.SZ,000788,北大医药,化学制药,1.0,6.9,"医药商业, 民营医院, 雄安-公共服务, 医药, 化学药, 雄安新区, 高校系, ",41.12亿
28,000803.SZ,000803,金宇车城,电气设备,1.0,17.36,"风电, 光伏, ST摘帽, ",22.17亿
29,002136.SZ,002136,安纳达,化工原料,1.0,8.98,"安徽国企改革, 钛白粉, ",19.22亿
30,002349.SZ,002349,精华制药,中成药,1.0,6.09,"PD-1抑制剂, 回购, 医药, 中药, 化学药, 流感, ",49.96亿
31,002437.SZ,002437,誉衡药业,化学制药,1.0,4.16,"PD-1抑制剂, 民营医院, 高质押率, 医药, 万达系, 化学药, 基因测序, 移动支付, 京东金融概念股, 独角兽, 科创板概念股, ",90.36亿
32,002481.SZ,002481,双塔食品,食品,1.0,8.26,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, 人造肉, ",91.45亿
33,002517.SZ,002517,恺英网络,互联网,1.0,3.63,"回购, 直播/短视频, 区块链, 电竞, VR&AR, 游戏, 手游, 动漫, ",76.94亿
34,002835.SZ,002835,同为股份,元器件,1.0,10.8,"人民币贬值受益, 智慧安防, 人脸识别, ",9.12亿
35,002868.SZ,002868,绿康生化,农业综合,1.0,17.66,"社保重仓, 动物保健, ",6.79亿
36,002871.SZ,002871,伟隆股份,机械基件,1.0,24.15,"人民币贬值受益, ",6.98亿
37,002875.SZ,002875,安奈儿,服饰,1.0,19.83,"纺织服装, ",7.81亿
38,002923.SZ,002923,润都股份,化学制药,1.0,18.24,"医药, 化学药, 高送转, 工业大麻, ",10.95亿
39,300029.SZ,300029,天龙光电,专用机械,1.0,6.16,"光伏, 壳公司, ",12.32亿
40,300062.SZ,300062,中能电气,电气设备,1.0,6.28,"储能, 新能源汽车, 高铁轨交, 充电桩, ",11.88亿
41,300328.SZ,300328,宜安科技,铝,1.0,9.98,"有色-铝, 特斯拉, 华为产业链, 有色金属, 汽车零部件, 医疗器械, 国资入股, ",45.94亿
42,300494.SZ,300494,盛天网络,互联网,1.0,12.07,"互联网金融, 电竞, 游戏, 手游, 创投, ",27.35亿
43,000612.SZ,000612,焦作万方,铝,1.0,6.15,"有色-铝, 油服, 有色金属, 稀土磁材, 股权争夺, ",73.16亿
44,603963.SH,603963,大理药业,化学制药,1.0,11.13,"医药, 中药, ",11.05亿
