,ts_code,symbol,name,industry,COL_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600916.SH,600916,中国黄金,黄金,159.3880389429763,33.57,,0.0
1,300312.SZ,300312,邦讯技术,通信设备,90.03690036900372,10.8,深圳市鼎益丰基金投资管理有限公司-鼎益丰天河1号私募证券投资基金,1.0
2,603399.SH,603399,吉翔股份,小金属,83.38461538461539,30.28,"上海天倚道投资管理有限公司-天倚道昕弘成长7号私募证券投资基金
温州德裕资产管理有限公司-德裕价值7号私募证券投资基金
杭州太乙投资管理有限公司-太乙多策略1号私募证券投资基金
华融融达期货-陕国投·聚宝盆66号证券投资集合资金信托计划-华信金玉一号定向资产管理计划
上海具力资产管理有限公司-具力进取6号私募证券投资基金
日照汇银股权投资基金管理合伙企业(有限合伙)
上海天倚道投资管理有限公司-天倚道昕弘成长5号私募证券投资基金
温州德裕资产管理有限公司-德裕钱江一号证券私募投资基金",8.0
3,300278.SZ,300278,华昌达,专用机械,77.94676806083649,18.99,陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划,1.0
4,600722.SH,600722,金牛化工,化工原料,73.1266149870801,45.58,,0.0
5,688059.SH,688059,华锐精密,机械基件,71.20622568093384,9.85,,0.0
6,600766.SH,600766,园城黄金,黄金,70.06369426751591,11.96,,0.0
7,600714.SH,600714,金瑞矿业,化工原料,68.73661670235546,22.71,中央汇金资产管理有限责任公司,1.0
8,603032.SH,603032,德新交运,公路,67.0,18.7,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
9,600295.SH,600295,鄂尔多斯,小金属,65.99474145486417,123.59,香港中央结算有限公司(陆股通),1.0
10,002998.SZ,002998,优彩资源,化纤,65.38037486218302,12.24,,0.0
11,603655.SH,603655,朗博科技,汽车配件,61.88524590163933,25.12,"益家资本管理有限公司-益家聚美3号私募证券投资基金
益家资本管理有限公司-益家聚美1号私募证券投资基金",2.0
12,000007.SZ,000007,全新好,酒店餐饮,61.11111111111109,12.54,,0.0
13,000918.SZ,000918,嘉凯城,全国地产,59.28143712574852,143.97,香港中央结算有限公司(陆股通),1.0
14,603222.SH,603222,济民制药,化学制药,58.50574712643679,44.13,深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金,1.0
15,002274.SZ,002274,华昌化工,农药化肥,57.75862068965518,68.66,上海保港张家港保税区股权投资基金有限公司,1.0
16,603996.SH,603996,*ST中新,家用电器,56.68789808917196,7.38,,0.0
17,600230.SH,600230,沧州大化,农药化肥,55.66801619433197,63.34,"中央汇金资产管理有限责任公司
北京磐沣投资管理合伙企业(有限合伙)-磐沣嘉利私募证券投资基金",2.0
18,300189.SZ,300189,神农科技,种植业,55.084745762711876,52.87,湖南省财信产业基金管理有限公司,1.0
19,600746.SH,600746,江苏索普,化工原料,53.805774278215225,35.71,,0.0
20,688308.SH,688308,欧科亿,机械基件,53.61702127659576,8.21,,0.0
21,002464.SZ,002464,众应互联,互联网,50.222222222222214,17.64,上海方圆达创投资合伙企业(有限合伙)-方圆-东方9号私募投资基金,1.0
22,600362.SH,600362,江西铜业,铜,49.5176848874598,578.99,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
全国社保基金一零九组合
中国银行-易方达积极成长证券投资基金",5.0
23,000980.SZ,000980,*ST众泰,汽车配件,48.08743169398906,33.77,"烟台速源股权投资基金合伙企业(有限合伙)
长城(德阳)长富投资基金合伙企业(有限合伙)
中意资产-招商银行-中意资产-招商银行-定增精选6号资产管理产品",3.0
24,002647.SZ,002647,仁东控股,多元金融,47.94326241134752,58.4,,0.0
25,600734.SH,600734,*ST实达,IT设备,47.169811320754704,8.35,广西淳富传淇资产管理有限公司-淳富传淇1号私募证券投资基金,1.0
26,002366.SZ,002366,台海核电,专用机械,46.97674418604652,19.06,香港中央结算有限公司(陆股通),1.0
27,688665.SH,688665,四方光电,电器仪表,46.45323289391086,10.07,,0.0
28,600890.SH,600890,中房股份,区域地产,45.45454545454546,23.17,上海迎水投资管理有限公司-迎水汇金8号私募证券投资基金,1.0
29,300293.SZ,300293,蓝英装备,专用机械,45.39078156312624,39.18,浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金,1.0
30,601127.SH,601127,小康股份,汽车配件,45.344436033308085,182.6,"重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
小康控股-红塔证券-19小康EB担保及信托财产专户
华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划
小康控股-红塔证券-20康EB02担保及信托财产专户",4.0
31,000056.SZ,000056,皇庭国际,房产服务,45.299145299145295,30.73,,0.0
32,000711.SZ,000711,京蓝科技,软件服务,45.16129032258065,22.19,华润深国投信托有限公司-华润信托·开元3号集合资金信托计划,1.0
33,300442.SZ,300442,普丽盛,轻工机械,45.117357287742685,49.68,,0.0
34,002766.SZ,002766,ST索菱,汽车配件,44.74474474474475,14.24,,0.0
35,002109.SZ,002109,兴化股份,化工原料,44.47949526813881,48.22,,0.0
36,603214.SH,603214,爱婴室,百货,44.43175328383779,19.68,"中国农业银行股份有限公司-广发趋势优选灵活配置混合型证券投资基金
首域投资管理(英国)有限公司-首域中国A股基金
全国社保基金四一四组合
基本养老保险基金一六零四一组合
广发基金管理有限公司-社保基金四二零组合",5.0
37,002684.SZ,002684,ST猛狮,电气设备,44.11764705882355,10.73,"深圳前海易德资本优势股权投资基金合伙企业(有限合伙)
深圳前海易德顺升股权投资基金合伙企业(有限合伙)
宁波致云股权投资基金管理有限公司",3.0
38,300345.SZ,300345,华民股份,钢加工,44.012944983818784,19.64,珠海回声资产管理有限公司-回声1号私募基金,1.0
39,003038.SZ,003038,鑫铂股份,铝,44.009216589861765,9.98,,0.0
40,300056.SZ,300056,中创环保,环境保护,43.220338983050844,26.06,九州证券-招商银行-九州联增一期集合资产管理计划,1.0
41,000032.SZ,000032,深桑达A,元器件,42.72980501392758,105.41,香港中央结算有限公司(陆股通),1.0
42,300641.SZ,300641,正丹股份,化工原料,42.244897959183646,34.13,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2",2.0
43,000830.SZ,000830,鲁西化工,农药化肥,41.30081300813006,254.45,"基本养老保险基金一二零二组合
基本养老保险基金三零三组合
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金",8.0
44,300140.SZ,300140,中环装备,环境保护,41.05011933174223,22.79,"中央汇金资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
45,300025.SZ,300025,华星创业,通信设备,39.99999999999999,17.04,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
46,300402.SZ,300402,宝色股份,专用机械,39.98272884283247,32.74,中央汇金资产管理有限责任公司,1.0
47,300410.SZ,300410,正业科技,电器仪表,39.84375,26.09,中央汇金资产管理有限责任公司,1.0
48,000638.SZ,000638,万方发展,软件服务,39.5631067961165,17.79,,0.0
49,002184.SZ,002184,海得控制,软件服务,39.19344675488343,34.68,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,1.0
