code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600634,*ST富控,5.76,-43.842,0.234,-69.691,0.635,
600179,安通控股,6.74,-40.681,0.189,-33.297,0.316,
002321,华英农业,4.23,-40.165,0.206,-19.962,0.106,
000663,永安林业,2.23,-40.142,0.149,-44.972,0.198,
002143,印纪传媒,9.74,-39.54,0.289,-73.015,0.602,
600146,商赢环球,2.0,-35.99,0.172,-63.729,0.431,
002213,特 尔 佳,1.97,-26.439,0.069,-24.74,0.179,
600848,上海临港,7.88,-25.95,0.067,7.734,0.107,
002742,三圣股份,2.69,-24.354,0.165,-48.909,0.24,
601360,三六零,3.97,-23.951,0.048,-53.334,0.24,
000820,神雾节能,2.88,-22.17,0.112,-62.793,0.323,
002048,宁波华翔,4.6,-19.374,0.092,-29.623,0.152,
600685,中船防务,8.21,-18.96,0.107,-52.897,0.287,
002558,巨人网络,4.27,-18.185,0.036,-35.955,0.194,
002607,亚夏汽车,7.05,-17.862,0.052,101.329,0.323,
002770,科迪乳业,5.83,-17.827,0.07,-37.701,0.199,
002799,环球印务,0.77,-17.749,0.089,-37.506,0.23,
600247,*ST成城,3.36,-16.431,0.066,-11.026,0.218,
600158,中体产业,6.57,-16.348,0.032,-20.771,0.166,
000025,特 力Ａ,2.71,-16.105,0.062,-28.007,0.119,
002398,建研集团,5.25,-15.43,0.08,-24.907,0.533,
