,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003039.SZ,003039,顺控发展,水务,56.83,3.0,24.0,124.0,35.23,,0.0
1,003040.SZ,003040,楚天龙,元器件,19.01,3.0,15.0,115.0,14.9,,0.0
2,603759.SH,603759,海天股份,水务,31.45,3.0,11.0,111.0,24.53,,0.0
3,002269.SZ,002269,美邦服饰,服饰,3.75,3.0,9.0,109.0,94.22,,0.0
4,603988.SH,603988,中电电机,电气设备,24.32,3.0,7.0,107.0,57.2,,0.0
5,003001.SZ,003001,中岩大地,建筑工程,55.81,3.0,6.0,106.0,13.56,,0.0
6,003036.SZ,003036,泰坦股份,纺织机械,21.78,3.0,6.0,106.0,11.76,,0.0
7,605208.SH,605208,永茂泰,汽车配件,35.04,3.0,5.0,105.0,16.47,,0.0
8,003041.SZ,003041,真爱美家,纺织,28.51,2.0,5.0,105.0,7.13,,0.0
9,003042.SZ,003042,中农联合,农药化肥,34.16,2.0,5.0,105.0,9.36,,0.0
10,001896.SZ,001896,豫能控股,火力发电,10.27,3.0,5.0,105.0,118.17,,0.0
11,003043.SZ,003043,华亚智能,专用机械,31.38,2.0,5.0,105.0,6.28,,0.0
12,603112.SH,603112,华翔股份,机械基件,17.14,3.0,4.0,104.0,9.12,,0.0
13,603324.SH,603324,N盛剑,环境保护,28.61,1.0,4.0,104.0,8.87,,0.0
14,603222.SH,603222,济民制药,化学制药,20.15,2.0,4.0,104.0,64.48,,0.0
15,002762.SZ,002762,金发拉比,服饰,8.11,3.0,4.0,104.0,15.62,,0.0
16,000862.SZ,000862,银星能源,新型电力,7.03,3.0,4.0,104.0,35.25,中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,1.0
17,002647.SZ,002647,仁东控股,多元金融,16.76,2.0,4.0,104.0,93.85,,0.0
18,600379.SH,600379,宝光股份,电气设备,10.88,3.0,3.0,103.0,35.93,中航证券-中国航发资产管理有限公司-中航证券兴航6号单一资产管理计划,1.0
19,600715.SH,600715,文投控股,影视音像,2.85,3.0,3.0,103.0,52.86,,0.0
20,000928.SZ,000928,中钢国际,建筑工程,8.55,2.0,3.0,103.0,107.44,"中航证券-宁波银行-中航祥瑞集合资产管理计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
红土创新基金-银河证券-深圳市创新投资集团有限公司
中钢资产管理有限责任公司",4.0
21,600983.SH,600983,惠而浦,家用电器,9.81,3.0,3.0,103.0,75.19,,0.0
22,002618.SZ,002618,丹邦科技,元器件,5.67,3.0,3.0,103.0,31.07,,0.0
23,002639.SZ,002639,雪人股份,专用机械,7.24,2.0,2.0,102.0,40.45,,0.0
24,605286.SH,605286,同力日升,运输设备,35.12,2.0,2.0,102.0,14.75,,0.0
25,002161.SZ,002161,远望谷,通信设备,5.72,2.0,2.0,102.0,40.75,,0.0
26,605268.SH,605268,王力安防,家居用品,17.96,2.0,2.0,102.0,12.03,,0.0
27,605368.SH,605368,蓝天燃气,供气供热,20.63,2.0,2.0,102.0,13.51,,0.0
28,600956.SH,600956,新天绿能,供气供热,15.55,2.0,2.0,102.0,20.95,"香港中央结算有限公司(陆股通)
宁波幻方量化投资管理合伙企业(有限合伙)-幻方量化青溪5号私募证券投资基金",2.0
29,605299.SH,605299,舒华体育,文教休闲,15.64,2.0,2.0,102.0,7.82,,0.0
30,000966.SZ,000966,长源电力,火力发电,9.22,2.0,2.0,102.0,102.18,,0.0
