,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300777.SZ,300777,中简科技,化纤,6.0,15.47,,6.19亿
1,300313.SZ,300313,天山生物,农业综合,4.0,7.33,"赛马, 新疆, 定增破发, 土地流转, ",13.37亿
2,300775.SZ,300775,三角防务,航空,3.0,11.33,,5.61亿
3,300210.SZ,300210,森远股份,专用机械,3.0,5.29,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, ",21.17亿
4,300480.SZ,300480,光力科技,电器仪表,2.0,15.46,"军工, 军民融合, 定增破发, 半导体, ",16.32亿
5,002947.SZ,002947,恒铭达,元器件,2.0,40.8,"次新股, 业绩预增, ",12.39亿
6,603977.SH,603977,国泰集团,化工原料,2.0,8.97,"定增破发, 股权转让, 民爆, 高铁轨交, 资产重组, ",15.78亿
7,600225.SH,600225,天津松江,区域地产,2.0,3.83,"国家队重仓, 房地产, 京津冀, 云计算, 智慧城市, 天津国企改革, 股权转让, 体育产业, ",35.73亿
8,300779.SZ,300779,惠城环保,环境保护,2.0,23.68,,5.92亿
9,300748.SZ,300748,金力永磁,元器件,2.0,37.06,"稀土磁材, ",15.42亿
10,300671.SZ,300671,富满电子,半导体,2.0,22.97,"半导体, 国产芯片, LED, ",8.15亿
11,603982.SH,603982,泉峰汽车,汽车配件,2.0,17.06,,8.53亿
12,002905.SZ,002905,金逸影视,影视音像,1.0,28.73,"影视, ",19.31亿
13,600448.SH,600448,华纺股份,纺织,1.0,6.34,"东盟博览会, 纺织服装, 山东国企改革, 人民币贬值受益, 印染, 透明工厂, ",32.63亿
14,002177.SZ,002177,御银股份,电脑设备,1.0,6.26,"业绩预增, 互联网金融, 区块链, 腾讯概念股, 国产操作系统, 虹膜识别, 人脸识别, 无人银行, ",47.65亿
15,002049.SZ,002049,紫光国微,元器件,1.0,45.11,"MSCI, 物联网, 移动支付, 半导体, 高校系, 国产芯片, ",
16,600152.SH,600152,维科技术,电气设备,1.0,6.83,"业绩预增, 纺织服装, 定增破发, 锂电池, 新能源汽车, 石墨烯, ",20.14亿
17,600213.SH,600213,亚星客车,汽车整车,1.0,11.08,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, ",24.38亿
18,002006.SZ,002006,精功科技,专用机械,1.0,5.95,"碳纤维, 光伏, 智能制造, 机器人, ",27.08亿
19,600281.SH,600281,太化股份,化工原料,1.0,4.43,"山西国企改革, 燃料电池, ",22.79亿
20,601860.SH,601860,紫金银行,银行,1.0,6.77,"银行, 强势人气股, ",24.78亿
